TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2026-02-12,Nifty 50,25807.2,25906.7,25906.7,25752.4,-146.65,-.57
2026-02-12,Nifty Next 50,69916.1,70221.8,70223.65,69605.7,-300.45,-.43
2026-02-12,Nifty 100,26448.05,26552.25,26552.25,26381.9,-144.25,-.54
2026-02-12,Nifty 200,14425.5,14481.75,14481.75,14385.6,-76.65,-.53
2026-02-12,Nifty 500,23651.55,23753.8,23753.8,23589.05,-131.5,-.55
2026-02-12,Nifty Midcap 50,17251.5,17323.3,17325.45,17184.7,-78.55,-.45
2026-02-12,NIFTY Midcap 100,60470.85,60695.8,60699.55,60194.1,-283.7,-.47
2026-02-12,NIFTY Smallcap 100,17344.1,17433.15,17435,17275.2,-110.9,-.64
2026-02-12,Nifty50 Dividend Points,274.43,-,-,-,0.0,-
2026-02-12,Nifty Auto,28504.05,28607.15,28615.05,28360.1,-34.65,-.12
2026-02-12,Nifty Bank,60739.75,60786.15,60864.4,60597.65,-5.6,-.01
2026-02-12,Nifty Energy,36452.65,36693.85,36767.35,36276.5,-204.6,-.56
2026-02-12,Nifty Financial Services,28385.2,28263.8,28413.85,28231.95,108.25,.38
2026-02-12,Nifty FMCG,51885.75,52212.7,52221.75,51571.5,-266.35,-.51
2026-02-12,Nifty IT,33160.2,34439,34488.8,33058.2,-1934.95,-5.51
2026-02-12,Nifty Media,1474.05,1489.4,1492.65,1469.4,-19.55,-1.31
2026-02-12,Nifty Metal,12279.2,12257.3,12325.1,12206.45,2.65,.02
2026-02-12,Nifty MNC,31422.35,31566.55,31571.05,31302.95,-72.9,-.23
2026-02-12,Nifty Pharma,22386.3,22486.1,22486.1,22248.65,-47.9,-.21
2026-02-12,Nifty PSU Bank,9229.45,9246.9,9294.6,9186.55,-20.75,-.22
2026-02-12,Nifty Realty,842.35,852.85,853.2,839.45,-12.4,-1.45
2026-02-12,Nifty India Consumption,11976.5,12017.85,12020.4,11942.35,-35.9,-.3
2026-02-12,Nifty Commodities,10019.9,10063.45,10069.3,9968.95,-41.55,-.41
2026-02-12,Nifty Dividend Opportunities 50,6359.8,6428.65,6431.15,6341.25,-96.65,-1.5
2026-02-12,Nifty Infrastructure,9663.3,9696.35,9696.35,9631.3,-18.8,-.19
2026-02-12,Nifty PSE,10348.5,10400,10435.85,10285.6,-37.35,-.36
