TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2025-07-02,Nifty 50,25453.4,25588.3,25608.1,25378.75,-88.4,-.35
2025-07-02,Nifty Next 50,68729.8,68980.9,69144.85,68335.15,-200.4,-.29
2025-07-02,Nifty 100,26068.05,26198.9,26223.2,25987.2,-88.05,-.34
2025-07-02,Nifty 200,14217.35,14281.7,14293.25,14168.85,-43.15,-.3
2025-07-02,Nifty 500,23547.25,23653.05,23669.3,23463.85,-68.2,-.29
2025-07-02,Nifty Midcap 50,16840.2,16841.25,16883.85,16739.7,-11.35,-.07
2025-07-02,NIFTY Midcap 100,59667.25,59795.05,59864.75,59361.6,-82.8,-.14
2025-07-02,NIFTY Smallcap 100,18977.1,19103.25,19111.75,18896.25,-78.6,-.41
2025-07-02,Nifty50 Dividend Points,122.03,-,-,-,0.0,-
2025-07-02,Nifty Auto,23899.85,23799.5,23962.6,23786.05,75.85,.32
2025-07-02,Nifty Bank,56999.2,57558.2,57628.4,56833.8,-460.25,-.8
2025-07-02,Nifty Energy,36331.25,36543.3,36611,36164.45,-148.85,-.41
2025-07-02,Nifty Financial Services,26861.7,27157.2,27209.4,26779.2,-262.5,-.97
2025-07-02,Nifty FMCG,54439.7,54620.6,54643.5,54293.9,-63.25,-.12
2025-07-02,Nifty IT,38879.1,39080.3,39519.5,38738.85,45.95,.12
2025-07-02,Nifty Media,1725.15,1738.45,1740.35,1716.35,-6.25,-.36
2025-07-02,Nifty Metal,9699.2,9584.35,9747.55,9538.75,134.65,1.41
2025-07-02,Nifty MNC,28841.35,28821.5,28858.1,28697.1,63.95,.22
2025-07-02,Nifty Pharma,22110.8,22030.4,22176.1,21996.5,69.55,.32
2025-07-02,Nifty PSU Bank,7193.65,7254.9,7270.85,7152.15,-59.95,-.83
2025-07-02,Nifty Realty,970.05,985.5,988.2,964,-14.15,-1.44
2025-07-02,Nifty India Consumption,11845.95,11831.65,11855.4,11795.1,15.0,.13
2025-07-02,Nifty Commodities,9023.05,8982.15,9030.35,8944.6,56.65,.63
2025-07-02,Nifty Dividend Opportunities 50,6096.0,6131.65,6144,6077.8,-15.1,-.25
2025-07-02,Nifty Infrastructure,9429.05,9466.4,9472.1,9395.05,-22.2,-.23
2025-07-02,Nifty PSE,10032.7,10093.1,10119.05,9976.6,-54.0,-.54
2025-07-02,Nifty Services Sector,33521.15,33797.7,33832.55,33431.25,-174.65,-.52
2025-07-02,Nifty50 Shariah,4823.35,4821.7,4832.9,4805.15,10.7,.22
2025-07-02,Nifty500 Shariah,7213.75,7215.5,7220.15,7182.4,12.15,.17
2025-07-02,Nifty Low Volatility 50,25353.6,25373.95,25391.2,25281.5,-8.25,-.03
