TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2025-08-11,Nifty 50,24585.05,24371.5,24600.85,24347.45,221.75,.91
2025-08-11,Nifty Next 50,66283.95,65571.95,66336.35,65378.6,769.25,1.17
2025-08-11,Nifty 100,25172.2,24944.75,25187.95,24916.6,238.15,.96
2025-08-11,Nifty 200,13682.25,13559.1,13691.75,13540.95,127.1,.94
2025-08-11,Nifty 500,22633.45,22447.55,22650.1,22406,190.3,.85
2025-08-11,Nifty Midcap 50,15922.25,15775.1,15945.25,15717.05,136.65,.87
2025-08-11,NIFTY Midcap 100,56479.0,55981.3,56562.7,55792.85,476.8,.85
2025-08-11,NIFTY Smallcap 100,17491.7,17424.15,17517.75,17331.55,63.5,.36
2025-08-11,Nifty50 Dividend Points,175.2,-,-,-,0.0,-
2025-08-11,Nifty Auto,23723.75,23526.6,23792.75,23440.2,249.1,1.06
2025-08-11,Nifty Bank,55510.75,54999.35,55582.15,54927.55,505.85,.92
2025-08-11,Nifty Energy,34610.35,34426.2,34640.2,34329.85,218.4,.64
2025-08-11,Nifty Financial Services,26405.8,26165.55,26426.4,26138,238.45,.91
2025-08-11,Nifty FMCG,55309.9,54855.3,55352.6,54630.9,408.95,.74
2025-08-11,Nifty IT,34544.65,34367.25,34624.4,34228,146.15,.42
2025-08-11,Nifty Media,1637.7,1636.6,1645.9,1625.9,2.6,.16
2025-08-11,Nifty Metal,9194.8,9153.35,9227.2,9134.45,47.7,.52
2025-08-11,Nifty MNC,28288.2,28125.7,28311.6,27976.15,154.15,.55
2025-08-11,Nifty Pharma,21604.65,21391.75,21783.6,21324.05,202.5,.95
2025-08-11,Nifty PSU Bank,7032.7,6893.5,7042.9,6893.5,151.45,2.2
2025-08-11,Nifty Realty,890.4,875.25,892,871.5,16.25,1.86
2025-08-11,Nifty India Consumption,11756.65,11646.65,11766.4,11619.7,109.55,.94
2025-08-11,Nifty Commodities,8713.5,8654.25,8721.2,8639.85,74.6,.86
2025-08-11,Nifty Dividend Opportunities 50,5846.7,5809.8,5850.3,5804.75,39.85,.69
2025-08-11,Nifty Infrastructure,8977.3,8894.75,8983.2,8879.25,98.2,1.11
2025-08-11,Nifty PSE,9574.6,9546.4,9594.35,9513.1,45.2,.47
2025-08-11,Nifty Services Sector,32289.1,32024.2,32309.35,31993.45,255.9,.8
2025-08-11,Nifty50 Shariah,4548.95,4505.65,4555.7,4498.15,40.15,.89
2025-08-11,Nifty500 Shariah,6906.85,6859.85,6914.75,6834.25,40.9,.6
2025-08-11,Nifty Low Volatility 50,24464.35,24300.95,24487.6,24193.8,165.95,.68
2025-08-11,Nifty Alpha 50,49891.35,49523.7,49950.85,49087.6,229.65,.46
