TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2026-02-11,Nifty 50,25953.85,25997.45,26009.4,25899.8,18.7,.07
2026-02-11,Nifty Next 50,70216.55,70049,70386.15,69740.75,386.95,.55
2026-02-11,Nifty 100,26592.3,26619.1,26626.15,26524.35,40.2,.15
2026-02-11,Nifty 200,14502.15,14516.6,14519.25,14459.4,18.7,.13
2026-02-11,Nifty 500,23783.05,23808.1,23811.15,23707.15,29.3,.12
2026-02-11,Nifty Midcap 50,17330.05,17325.2,17349.55,17250.35,26.1,.15
2026-02-11,NIFTY Midcap 100,60754.55,60812.1,60815.2,60431.65,18.65,.03
2026-02-11,NIFTY Smallcap 100,17455.0,17482.3,17483.25,17362.1,3.8,.02
2026-02-11,Nifty50 Dividend Points,274.43,-,-,-,0.0,-
2026-02-11,Nifty Auto,28538.7,28351.9,28811.25,28296.2,365.5,1.3
2026-02-11,Nifty Bank,60745.35,60670.25,60779.95,60444.65,118.95,.2
2026-02-11,Nifty Energy,36657.25,36634.6,36669.95,36305.1,-13.75,-.04
2026-02-11,Nifty Financial Services,28276.95,28226.65,28287.05,28146.2,90.7,.32
2026-02-11,Nifty FMCG,52152.1,52335.95,52411.1,51967.7,21.65,.04
2026-02-11,Nifty IT,35095.15,35788.65,35857.65,35013.6,-627.05,-1.76
2026-02-11,Nifty Media,1493.6,1488.75,1496.15,1474.15,7.3,.49
2026-02-11,Nifty Metal,12276.55,12278.5,12291.35,12175.8,48.25,.39
2026-02-11,Nifty MNC,31495.25,31516.65,31603.15,31426.8,115.4,.37
2026-02-11,Nifty Pharma,22434.2,22280.45,22581,22158.1,223.7,1.01
2026-02-11,Nifty PSU Bank,9250.2,9168.9,9280.55,9051.4,94.45,1.03
2026-02-11,Nifty Realty,854.75,850.05,855.5,841.4,5.35,.63
2026-02-11,Nifty India Consumption,12012.4,12009.85,12048.05,11985.4,66.65,.56
2026-02-11,Nifty Commodities,10061.45,10055.05,10065.4,9975.4,29.0,.29
