TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2026-06-09,Nifty 50,23242.1,23259.05,23279.4,23104.45,119.1,.52
2026-06-09,Nifty Next 50,69945.85,69351.1,70052,69311.9,970.45,1.41
2026-06-09,Nifty 100,24275.6,24251,24309.3,24128.55,164.5,.68
2026-06-09,Nifty 200,13471.15,13440.3,13487.6,13391.15,108.9,.81
2026-06-09,Nifty 500,22370.15,22298.85,22390.5,22233.45,196.45,.89
2026-06-09,Nifty Midcap 50,17248.1,17139.5,17274.8,17123.25,208.95,1.23
2026-06-09,NIFTY Midcap 100,60715.45,60265.1,60796.6,60221.6,809.8,1.35
2026-06-09,NIFTY Smallcap 100,18063.6,17847.6,18088,17847.3,300.15,1.69
2026-06-09,Nifty50 Dividend Points,53.34,-,-,-,0.0,-
2026-06-09,Nifty Auto,26025.65,25937.2,26115.45,25807.95,343.85,1.34
2026-06-09,Nifty Bank,55194.5,54265,55318.35,54242.3,1130.75,2.09
2026-06-09,Nifty Energy,39752.95,39877.4,39909,39573.6,67.5,.17
2026-06-09,Nifty Financial Services,25152.45,24934.5,25199.6,24897.35,347.45,1.4
2026-06-09,Nifty FMCG,48447.4,48316.8,48506.6,48056.1,348.75,.73
2026-06-09,Nifty IT,28516.25,28895.3,28895.3,28294.6,-137.3,-.48
2026-06-09,Nifty Media,1474.6,1482.45,1488.2,1469.15,-2.2,-.15
2026-06-09,Nifty Metal,12987.1,12968.45,13011.2,12877.5,73.45,.57
2026-06-09,Nifty MNC,31472.6,31357.45,31508.1,31283.35,241.4,.77
2026-06-09,Nifty Pharma,24290.3,24208.15,24416.95,24171.55,142.65,.59
2026-06-09,Nifty PSU Bank,8496.6,8221.55,8509,8217.3,297.05,3.62
2026-06-09,Nifty Realty,761.4,750.95,763.5,750.85,12.2,1.63
2026-06-09,Nifty India Consumption,11146.1,11163.65,11168.8,11088.5,62.6,.56
2026-06-09,Nifty Commodities,9973.3,9990.85,9992.7,9929.1,31.15,.31
2026-06-09,Nifty Dividend Opportunities 50,5795.2,5789.2,5800.55,5750.1,34.8,.6
2026-06-09,Nifty Infrastructure,9122.35,9158.15,9158.3,9079.6,34.8,.38
2026-06-09,Nifty PSE,10042.55,10089.6,10090.7,9998.5,0.55,.01
2026-06-09,Nifty Services Sector,29477.7,29473.15,29533.15,29239.95,179.35,.61
2026-06-09,Nifty50 Shariah,4241.8,4260.35,4260.9,4223.95,1.4,.03
2026-06-09,Nifty500 Shariah,6820.25,6810.5,6826.35,6793.5,42.75,.63
2026-06-09,Nifty Low Volatility 50,23704.4,23648.7,23737.5,23616.05,148.35,.63
2026-06-09,Nifty Alpha 50,51970.1,51361.7,52028.45,51313.65,907.5,1.78
2026-06-09,Nifty High Beta 50,4191.45,4158.45,4196.6,4150.05,65.0,1.58
2026-06-09,Nifty100 Equal Weight,33545.2,33397.1,33585.7,33347.6,330.05,.99
2026-06-09,Nifty100 Liquid 15,7041.75,7042.25,7054.4,6980.6,56.55,.81
2026-06-09,Nifty CPSE,6852.35,6941.95,6944.6,6831.85,-63.6,-.92
2026-06-09,Nifty50 Value 20,11892.9,11892.95,11913.5,11814.6,67.75,.57
2026-06-09,Nifty Midcap Liquid 15,16282.55,16182.7,16305.6,16169.1,213.25,1.33
2026-06-09,Nifty Shariah 25,7682.1,7691.85,7692.85,7653.9,28.95,.38
2026-06-09,India VIX,15.58,17.0275,17.0275,15.5225,-1.45,-8.53
2026-06-09,Nifty Growth Sectors 15,10670.2,10705.95,10705.95,10623.25,31.7,.3
2026-06-09,Nifty50 TR 1x Inverse,185.2,185.05,186.3,184.9,-0.9,-.48
2026-06-09,Nifty50 TR 2x Leverage,16920.45,16945,16974.4,16721.95,170.15,1.02
2026-06-09,Nifty50 PR 1x Inverse,226.9,226.75,228.25,226.55,-1.15,-.5
2026-06-09,Nifty50 PR 2x Leverage,11230.7,11246.95,11266.45,11098.9,112.95,1.02
2026-06-09,NIFTY100 Quality 30,5454.8,5442,5459.85,5424.6,40.35,.75
2026-06-09,Nifty200 Alpha 30,25557.4,25284.05,25589.75,25262.45,405.65,1.61
2026-06-09,Nifty Midcap150 Momentum 50,62039.85,61446.05,62122.75,61417.9,951.85,1.56
2026-06-09,Nifty Smallcap250 Quality 50,24292.9,24164.3,24337.35,24116.75,222.85,.93
2026-06-09,Nifty Smallcap250 Momentum Quality 100,44678.95,44240.4,44747.25,44219.45,634.3,1.44
2026-06-09,Nifty MidSmallcap400 Momentum Quality 100,49793.9,49337.75,49843.75,49324.25,712.15,1.45
2026-06-09,Nifty500 Momentum 50,52392.45,51920.05,52450.15,51810.9,871.4,1.69
2026-06-09,Nifty200 Value 30,15356.6,15264.6,15380.6,15213.5,166.6,1.1
2026-06-09,Nifty Top 10 Equal Weight,8346.1,8362.8,8362.8,8291.1,43.65,.53
2026-06-09,Nifty500 Multicap Momentum Quality 50,41547.25,41221.6,41588.75,41141.35,581.25,1.42
2026-06-09,Nifty Top 15 Equal Weight,9389.75,9385.95,9404.25,9319.05,79.0,.85
2026-06-09,Nifty Top 20 Equal Weight,8309.4,8339.15,8339.15,8265,27.3,.33
2026-06-09,Nifty500 Quality 50,19361.6,19260.15,19385.35,19239.15,201.15,1.05
2026-06-09,Nifty500 Low Volatility 50,21622.6,21604.2,21647.9,21531.05,145.05,.68
2026-06-09,NIFTY100 ESG,4776.55,4773.5,4783.9,4746.7,35.6,.75
2026-06-09,NIFTY100 Enhanced ESG,4809.3,4806.3,4816.75,4779.05,35.95,.75
2026-06-09,NIFTY500 Value 50,16428.45,16351.25,16448.85,16297.9,155.3,.95
2026-06-09,NIFTY100 Alpha 30,17779.4,17699.85,17809.35,17614.65,208.25,1.19
2026-06-09,Nifty500 Multifactor MQVLv 50,30516.75,30204.3,30550.1,30183.8,445.6,1.48
2026-06-09,NIFTY Alpha Low-Volatility 30,25432.65,25324.8,25468.6,25277,227.65,.9
2026-06-09,Nifty500 Flexicap Quality 30,9562.75,9557.9,9572.1,9497.35,62.95,.66
2026-06-09,NIFTY50 Equal Weight,31895.1,31933.25,31940.7,31752.1,147.35,.46
2026-06-09,Nifty500 Equal Weight,14231.55,14119.65,14243.3,14118.25,181.1,1.29
2026-06-09,Nifty 50 Futures TR Index,24926.48,-,-,-,171.32,.69
2026-06-09,Nifty 50 Futures Index,5774.39,-,-,-,38.73,.68
2026-06-09,Nifty 50 Arbitrage,2681.14,-,-,-,-2.64,-.1
2026-06-09,Nifty India Corporate Group Index - Mahindra Group,33058.54,-,-,-,132.1,.4
2026-06-09,Nifty India Corporate Group Index - Aditya Birla Group,9607.11,-,-,-,86.72,.91
2026-06-09,Nifty India Corporate Group Index - Tata Group,13903.6,-,-,-,11.11,.08
2026-06-09,Nifty India Corporate Group Index - Tata Group 25% Cap,13853.45,13937.35,13949.35,13789.9,-12.55,-.09
2026-06-09,Nifty Private Bank,26549.8,26247.1,26615.4,26217.15,427.4,1.64
2026-06-09,Nifty Smallcap 250,16977.45,16820.65,16997.45,16820.4,228.55,1.36
2026-06-09,Nifty Smallcap 50,8905.5,8805.05,8917.6,8804.95,139.2,1.59
2026-06-09,Nifty Midcap 150,22216.25,22054,22241.55,22042.95,289.8,1.32
2026-06-09,Nifty Midcap Select,14180.8,14071.6,14201.75,14067,186.05,1.33
2026-06-09,NIFTY LargeMidcap 250,16065.4,15996.7,16081,15972.8,161.1,1.01
2026-06-09,NIFTY SME EMERGE,13638.6,13614,13711.05,13606.15,45.0,.33
2026-06-09,Nifty Oil & Gas,10965.3,10983.45,11011.15,10901.75,33.6,.31
2026-06-09,Nifty Financial Services 25/50,27390.35,27130.55,27437.2,27105.75,378.6,1.4
2026-06-09,Nifty Healthcare Index,15508.2,15466.65,15567.45,15430.8,85.1,.55
2026-06-09,Nifty500 Multicap 50:25:25,15800.5,15726.65,15812.95,15700.3,158.7,1.01
2026-06-09,Nifty Microcap 250,23861.6,23558,23897.3,23553.2,436.15,1.86
2026-06-09,Nifty Total Market,12612.15,12566.9,12622.95,12533.75,115.8,.93
2026-06-09,Nifty India Digital,7710.15,7768.55,7768.9,7662.2,11.95,.16
2026-06-09,Nifty Mobility,21317.45,21246.15,21362,21158.5,258.1,1.23
2026-06-09,Nifty India Defence,9130.45,9035.55,9146.65,9005.15,153.15,1.71
