TradDt,TckrSymb,ClsPric,Open,High,Low,PtsChange,ChgPct
2025-09-18,Nifty 50,25423.6,25441.05,25448.95,25329.75,93.35,.37
2025-09-18,Nifty Next 50,69334.3,69314.05,69438.85,69017.85,187.2,.27
2025-09-18,Nifty 100,26081.85,26095.35,26103.15,25991.7,91.4,.35
2025-09-18,Nifty 200,14199.3,14204.5,14208.7,14146.75,50.5,.36
2025-09-18,Nifty 500,23518.9,23534.15,23538.9,23434.45,73.7,.31
2025-09-18,Nifty Midcap 50,16658.9,16654.85,16672.7,16556.55,61.0,.37
2025-09-18,NIFTY Midcap 100,59073.2,59051.3,59117.4,58725.45,224.65,.38
2025-09-18,NIFTY Smallcap 100,18476.95,18495.15,18533.95,18415.45,53.75,.29
2025-09-18,Nifty50 Dividend Points,210.91,-,-,-,0.0,-
2025-09-18,Nifty Auto,27329.35,27388.7,27418,27179.45,34.7,.13
2025-09-18,Nifty Bank,55727.45,55797.1,55835.25,55490.9,234.15,.42
2025-09-18,Nifty Energy,35442.1,35657.7,35669.05,35278.3,-125.95,-.35
2025-09-18,Nifty Financial Services,26698.65,26685.9,26723.95,26588.5,135.1,.51
2025-09-18,Nifty FMCG,56522.35,56448.85,56643.45,56293.1,201.35,.36
2025-09-18,Nifty IT,36750.25,36801.5,37064.95,36631.05,303.1,.83
2025-09-18,Nifty Media,1627.65,1641.15,1643.8,1625.3,-4.85,-.3
2025-09-18,Nifty Metal,9955.15,9932,9959.65,9868.35,32.0,.32
2025-09-18,Nifty MNC,30583.15,30597.9,30639.7,30469.45,47.85,.16
2025-09-18,Nifty Pharma,22574.35,22321.9,22596.9,22261.2,333.0,1.5
2025-09-18,Nifty PSU Bank,7304.0,7338.3,7384.45,7271.5,-11.9,-.16
2025-09-18,Nifty Realty,918.45,920.85,928.35,915.65,-0.65,-.07
2025-09-18,Nifty India Consumption,12485.1,12469.3,12492.7,12429.55,41.8,.34
2025-09-18,Nifty Commodities,9006.8,9019.55,9023.95,8961.5,5.4,.06
2025-09-18,Nifty Dividend Opportunities 50,6069.35,6077.3,6088.65,6049.75,18.65,.31
2025-09-18,Nifty Infrastructure,9230.0,9244.45,9248.75,9199.85,5.75,.06
2025-09-18,Nifty PSE,9839.75,9869.75,9875.95,9783.2,-4.7,-.05
2025-09-18,Nifty Services Sector,33035.1,33019.3,33055.2,32909.4,183.15,.56
2025-09-18,Nifty50 Shariah,4757.05,4772.05,4781.2,4745.9,13.8,.29
2025-09-18,Nifty500 Shariah,7279.45,7289.7,7291.95,7255.55,21.95,.3
2025-09-18,Nifty Low Volatility 50,25491.6,25498.85,25505.45,25413.65,74.8,.29
2025-09-18,Nifty Alpha 50,52022.25,52129.35,52182.1,51750.4,14.55,.03
2025-09-18,Nifty High Beta 50,3743.05,3747,3754.4,3724.45,7.55,.2
2025-09-18,Nifty100 Equal Weight,33659.85,33647.1,33683.5,33530.7,100.85,.3
2025-09-18,Nifty100 Liquid 15,7253.85,7266,7270.5,7225.35,2.9,.04
2025-09-18,Nifty CPSE,6495.5,6534.35,6537.75,6457.85,-18.3,-.28
2025-09-18,Nifty50 Value 20,12937.3,12980.55,12986.9,12896.45,36.7,.28
2025-09-18,Nifty Midcap Liquid 15,15636.8,15653.3,15668.25,15554.85,62.25,.4
2025-09-18,Nifty Shariah 25,8466.65,8475,8489.85,8442.25,14.85,.18
2025-09-18,India VIX,9.89,10.2475,10.2475,9.4925,-0.36,-3.54
2025-09-18,Nifty Growth Sectors 15,12208.1,12178.8,12214.75,12152.55,91.9,.76
2025-09-18,Nifty50 TR 1x Inverse,166.2,166.05,166.8,166.05,-0.55,-.33
2025-09-18,Nifty50 TR 2x Leverage,21116.5,21145.4,21147.5,20962.2,151.35,.72
2025-09-18,Nifty50 PR 1x Inverse,202.85,202.7,203.6,202.7,-0.7,-.34
2025-09-18,Nifty50 PR 2x Leverage,14153.75,14173.1,14174.55,14050.35,101.45,.72
2025-09-18,NIFTY100 Quality 30,5796.35,5803.05,5810.95,5776.05,15.7,.27
2025-09-18,Nifty India Corporate Group Index - Mahindra Group,38317.12,-,-,-,124.87,.33
2025-09-18,Nifty India Corporate Group Index - Tata Group,16174.46,-,-,-,-12.06,-.07
2025-09-18,Nifty India Corporate Group Index - Aditya Birla Group,8643.58,-,-,-,5.25,.06
2025-09-18,Nifty Conglomerate 50,14661.7,-,-,-,-1.96,-.01
2025-09-18,Nifty India Infrastructure & Logistics,11583.81,-,-,-,-10.87,-.09
2025-09-18,Nifty India FPI 150,1577.16,-,-,-,4.67,.3
2025-09-18,Nifty Waves,2224.85,-,-,-,-4.11,-.18
2025-09-18,Nifty500 Healthcare,19327.05,-,-,-,184.79,.97
2025-09-18,Nifty India Corporate Group Index - Tata Group 25% Cap,15223.4,15297.1,15321.95,15185.85,-36.2,-.24
2025-09-18,Nifty Private Bank,27148.0,27157.15,27174.1,27037.45,119.8,.44
2025-09-18,Nifty Smallcap 250,17481.65,17528.65,17532,17428.3,10.9,.06
2025-09-18,Nifty Smallcap 50,8894.6,8883.8,8921.1,8848.1,46.15,.52
2025-09-18,Nifty Midcap 150,21898.8,21899.45,21914.4,21783.95,67.75,.31
2025-09-18,Nifty Midcap Select,13234.25,13197.5,13248.15,13141.15,82.35,.63
2025-09-18,NIFTY LargeMidcap 250,16520.1,16524.6,16528.8,16450.4,54.5,.33
2025-09-18,NIFTY SME EMERGE,15594.24,-,-,-,61.71,.4
2025-09-18,Nifty Oil & Gas,11286.45,11327.45,11335.25,11242.7,-4.1,-.04
2025-09-18,Nifty Financial Services 25/50,28833.5,28774.25,28855.85,28701.4,161.85,.56
2025-09-18,Nifty Healthcare Index,14855.15,14693.7,14864.75,14653.75,195.6,1.33
2025-09-18,Nifty500 Multicap 50:25:25,16410.7,16426.05,16428.35,16350.6,44.05,.27
2025-09-18,Nifty Microcap 250,24173.2,24328.1,24336.95,24120,-57.25,-.24
2025-09-18,Nifty Total Market,13237.7,13249.25,13251.75,13191.2,38.7,.29
2025-09-18,Nifty India Digital,9305.2,9274.35,9319.1,9258.6,74.8,.81
2025-09-18,Nifty Mobility,22953.85,22938.2,22968.85,22824.25,84.85,.37
2025-09-18,Nifty India Defence,8272.15,8343.1,8353.7,8251.85,-44.4,-.53
2025-09-18,Nifty Financial Services Ex-Bank,30192.05,30114.65,30249.3,30021.5,126.25,.42
2025-09-18,Nifty Housing,11685.4,11688.7,11700.8,11647.2,32.1,.28
2025-09-18,Nifty Transportation & Logistics,26173.95,26118.55,26192.75,26014.7,129.15,.5
2025-09-18,Nifty MidSmall Financial Services,18463.35,18418.4,18506.75,18359.85,112.7,.61
2025-09-18,Nifty MidSmall Healthcare,45241.9,44755.35,45290.9,44633.5,494.75,1.11
2025-09-18,Nifty MidSmall IT & Telecom,10012.7,9999.6,10088.65,9967.7,68.6,.69
2025-09-18,Nifty MidSmall India Consumption,20025.9,19964.2,20039.8,19905.85,112.15,.56
2025-09-18,Nifty REITs & InvITs,1307.23,-,-,-,-2.09,-.16
2025-09-18,Nifty Core Housing,16513.75,16538.5,16556.8,16463.5,23.25,.14
2025-09-18,Nifty500 Multicap Infrastructure 50:30:20,14226.8,14256.8,14262.6,14180.15,5.35,.04
2025-09-18,Nifty Rural,15715.95,15718.65,15737.95,15655.5,31.45,.2
2025-09-18,Nifty Capital Markets,4385.0,4385.65,4409.15,4368.7,19.3,.44
2025-09-18,Nifty India New Age Consumption,12412.5,12422.9,12436.35,12360.25,26.1,.21
2025-09-18,Nifty India Select 5 Corporate Groups (MAATR),37575.35,37636.95,37664.15,37438.7,33.3,.09
2025-09-18,Nifty India Railways PSU,3617.44,-,-,-,1.3,.04
2025-09-18,Nifty Consumer Durables,39600.85,39696.1,39721.85,39485.75,46.1,.12
2025-09-18,Nifty Non-Cyclical Consumer,16669.55,16646,16683.65,16599.35,65.25,.39
2025-09-18,Nifty500 Multicap India Manufacturing 50:30:20,15940.1,15958.5,15962.2,15859.4,29.5,.19
2025-09-18,Nifty EV & New Age Automotive,3198.55,3203.8,3206.75,3184.5,5.4,.17
2025-09-18,Nifty500 LargeMidSmall Equal-Cap Weighted,18117.95,18137.4,18139.2,18049.1,43.7,.24
2025-09-18,Nifty India Tourism,9308.45,9343,9348.9,9267.5,-13.05,-.14
2025-09-18,Nifty MidSmallcap 400,20322.2,20341.95,20345.85,20231.75,45.05,.22
2025-09-18,Nifty IPO,2238.35,2245.2,2245.8,2232.65,1.5,.07
2025-09-18,Nifty India Internet,1468.88,-,-,-,13.16,.9
2025-09-18,Nifty Chemicals,30077.56,-,-,-,-200.35,-.66
2025-09-18,Nifty100 Low Volatility 30,20729.9,20731.95,20747.55,20665.05,71.7,.35
2025-09-18,NIFTY Quality Low-Volatility 30,17648.0,17661.85,17675.5,17588.15,47.7,.27
2025-09-18,NIFTY Alpha Quality Low-Volatility 30,23022.9,23038.9,23045.25,22936.3,64.55,.28
2025-09-18,NIFTY Alpha Quality Value Low-Volatility 30,21335.55,21339.9,21362.05,21254.15,85.55,.4
2025-09-18,NIFTY200 Quality 30,21245.35,21285.75,21330.35,21186.85,36.25,.17
2025-09-18,NIFTY Midcap150 Quality 50,24971.7,25015.35,25031,24874.2,35.75,.14
2025-09-18,Nifty200 Momentum 30,31077.75,31017.85,31096.55,30935.55,130.3,.42
2025-09-18,Nifty India Manufacturing,15234.2,15240.3,15244.05,15158.2,39.9,.26
2025-09-18,Nifty100 ESG Sector Leaders,4277.7,4279.2,4280.8,4262,17.6,.41
2025-09-18,Nifty200 Alpha 30,25539.25,25470,25552.8,25398.35,115.7,.46
2025-09-18,Nifty Midcap150 Momentum 50,61737.95,61788.65,61818.2,61412.1,85.5,.14
2025-09-18,Nifty Smallcap250 Quality 50,27473.75,27547.9,27572.3,27413.05,34.2,.12
2025-09-18,Nifty Smallcap250 Momentum Quality 100,46841.35,46974.05,47045.5,46734.45,-9.65,-.02
2025-09-18,Nifty MidSmallcap400 Momentum Quality 100,49617.25,49722.55,49773.75,49420.75,39.85,.08
2025-09-18,Nifty500 Momentum 50,52659.2,52618.5,52693.4,52420.8,92.35,.18
2025-09-18,Nifty200 Value 30,13186.15,13190.6,13205.1,13114.7,18.05,.14
2025-09-18,Nifty Top 10 Equal Weight,9573.45,9585.4,9588.75,9545.55,38.2,.4
2025-09-18,Nifty500 Multicap Momentum Quality 50,42587.05,42686.95,42716.1,42408.35,10.4,.02
2025-09-18,Nifty Top 15 Equal Weight,10606.3,10625.45,10627.9,10565.5,24.1,.23
2025-09-18,Nifty Top 20 Equal Weight,9359.6,9381.95,9385.75,9326.25,17.3,.19
2025-09-18,Nifty500 Quality 50,19698.1,19742.7,19768.5,19622.9,27.3,.14
2025-09-18,Nifty500 Low Volatility 50,22697.95,22679.05,22707.25,22611.75,68.0,.3
2025-09-18,NIFTY100 ESG,5058.25,5053.85,5062.05,5040.65,25.2,.5
2025-09-18,NIFTY100 Enhanced ESG,5099.55,5094.75,5103.3,5081.7,26.0,.51
2025-09-18,NIFTY500 Value 50,14470.85,14478.75,14487.7,14395.5,17.0,.12
2025-09-18,NIFTY100 Alpha 30,18788.15,18744.85,18798.95,18699,92.95,.5
2025-09-18,Nifty500 Multifactor MQVLv 50,31632.0,31676,31689.85,31485.5,20.05,.06
2025-09-18,NIFTY Alpha Low-Volatility 30,26995.2,26980.05,27011.25,26896.4,108.75,.4
2025-09-18,Nifty500 Flexicap Quality 30,10830.39,-,-,-,59.09,.55
2025-09-18,Nifty Total Market Momentum Quality 50,44221.04,-,-,-,-184.71,-.42
2025-09-18,Nifty500 Equal Weight,14656.25,14686.4,14688.3,14606.95,17.25,.12
