TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,193.19,189.56,190.37,190.86,49898,2025-11-21
21STCENMGM,EQ,39.89,39.09,39.09,39.89,4836,2025-11-21
360ONE,EQ,1157.3,1121.0,1139.7,1142.1,2783024,2025-11-21
GOLD360,EQ,120.5,118.35,119.45,120.0,21065,2025-11-21
SILVER360,EQ,151.48,148.06,148.85,152.54,225678,2025-11-21
3IINFOLTD,EQ,17.49,17.1,17.21,17.34,270180,2025-11-21
3MINDIA,EQ,35760.0,35160.0,35455.0,35685.0,8367,2025-11-21
3PLAND,EQ,39.99,38.5,39.51,39.4,2402,2025-11-21
5PAISA,EQ,363.75,340.2,342.85,356.6,405431,2025-11-21
63MOONS,EQ,767.5,730.1,736.1,756.25,113447,2025-11-21
ABCOTS,EQ,431.0,405.35,410.9,418.6,51918,2025-11-21
ABINFRA,EQ,20.45,19.25,19.43,20.21,2625056,2025-11-21
A2ZINFRA,EQ,17.19,16.23,16.23,17.09,488156,2025-11-21
AADHARHFC,EQ,487.0,480.6,483.6,485.75,169017,2025-11-21
AAKASH,EQ,9.1,8.82,8.85,8.91,65638,2025-11-21
AARON,EQ,205.0,185.65,196.33,193.44,34844,2025-11-21
AARTECH,EQ,51.77,49.8,50.02,50.07,34485,2025-11-21
AARTIDRUGS,EQ,453.05,440.0,442.1,446.8,152405,2025-11-21
AARTIIND,EQ,386.85,381.4,384.75,386.85,415110,2025-11-21
AARTIPHARM,EQ,709.0,690.0,694.0,712.85,187678,2025-11-21
AARTISURF,EQ,452.4,442.05,444.85,443.7,5249,2025-11-21
AARVI,EQ,140.9,132.16,136.28,140.37,72270,2025-11-21
AAVAS,EQ,1639.0,1608.1,1632.2,1635.6,52752,2025-11-21
AFSL,EQ,208.83,202.5,203.22,210.62,11307,2025-11-21
ABB,EQ,5132.0,5068.5,5092.0,5147.0,195539,2025-11-21
ABBOTINDIA,EQ,29740.0,29215.0,29575.0,29585.0,4817,2025-11-21
ACC,EQ,1855.0,1824.3,1830.1,1851.4,179113,2025-11-21
ACCELYA,EQ,1324.9,1318.0,1320.5,1324.9,5600,2025-11-21
ACCURACY,EQ,6.47,5.8,6.12,6.31,134225,2025-11-21
ACEINTEG,EQ,23.85,22.56,22.82,23.13,2526,2025-11-21
ACMESOLAR,EQ,243.15,236.2,238.05,244.4,828365,2025-11-21
ACE,EQ,970.7,957.0,960.4,966.3,69107,2025-11-21
ACUTAAS,EQ,1727.3,1691.9,1701.8,1732.4,176324,2025-11-21
ADANIENSOL,EQ,996.85,972.75,974.8,993.6,815816,2025-11-21
ADANIENT,EQ,2456.2,2418.0,2422.3,2446.1,547541,2025-11-21
ADANIGREEN,EQ,1063.1,1026.0,1030.5,1060.0,2075493,2025-11-21
ADANIPORTS,EQ,1492.3,1467.1,1479.8,1491.1,1165365,2025-11-21
ADANIPOWER,EQ,151.19,148.9,149.12,151.46,9642165,2025-11-21
ATGL,EQ,611.95,605.0,608.0,609.05,394876,2025-11-21
ADFFOODS,EQ,210.01,208.0,209.24,211.05,65188,2025-11-21
ABSLAMC,EQ,747.0,727.6,734.0,744.9,213751,2025-11-21
ABCAPITAL,EQ,328.9,324.2,325.65,327.85,2675777,2025-11-21
