TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,150.47,140.65,143.04,151.02,166178,2026-03-23
21STCENMGM,EQ,32.39,31.27,31.27,31.9,10080,2026-03-23
360ONE,EQ,1040.6,973.9,985.4,1040.6,550431,2026-03-23
GOLD360,EQ,139.95,126.85,130.4,143.6,199218,2026-03-23
SILVER360,EQ,217.57,195.78,204.96,225.17,291520,2026-03-23
3IINFOLTD,EQ,14.15,13.06,13.49,13.82,1428782,2026-03-23
3MINDIA,EQ,32035.0,31000.0,31100.0,32270.0,4038,2026-03-23
3PLAND,EQ,32.59,30.75,31.57,32.36,1485,2026-03-23
5PAISA,EQ,290.75,278.15,279.2,291.6,70668,2026-03-23
63MOONS,EQ,520.8,481.0,484.3,531.45,486270,2026-03-23
ABCOTS,EQ,410.0,393.2,405.4,403.35,28147,2026-03-23
ABINFRA,EQ,17.1,16.82,16.92,16.97,5029361,2026-03-23
AAATECH,EQ,93.95,90.0,90.11,93.0,20904,2026-03-23
AADHARHFC,EQ,449.8,435.5,445.1,449.85,285732,2026-03-23
AAREYDRUGS,EQ,69.28,62.36,62.48,69.28,150534,2026-03-23
AARNAV,EQ,28.29,24.5,24.92,25.77,41243,2026-03-23
AARON,EQ,137.74,125.95,135.94,137.74,30923,2026-03-23
AARTECH,EQ,47.0,43.6,44.77,46.63,43910,2026-03-23
AARTIDRUGS,EQ,344.7,325.6,327.6,343.15,148425,2026-03-23
AARTIIND,EQ,422.0,401.65,405.15,427.35,641070,2026-03-23
AARTIPHARM,EQ,641.0,614.0,617.6,644.6,272148,2026-03-23
AARTISURF,EQ,349.65,336.0,337.9,352.85,11329,2026-03-23
AARVI,EQ,128.39,123.0,125.36,130.15,15466,2026-03-23
AAVAS,EQ,1091.9,1060.4,1073.9,1098.1,262585,2026-03-23
AFSL,EQ,202.0,201.0,201.04,201.0,46903,2026-03-23
ABB,EQ,6264.0,5975.0,6041.5,6297.0,274731,2026-03-23
ABBOTINDIA,EQ,26570.0,25420.0,25485.0,26715.0,15029,2026-03-23
ACC,EQ,1374.9,1320.0,1329.8,1381.4,413599,2026-03-23
ACCELYA,EQ,1166.4,1130.0,1138.3,1181.8,18033,2026-03-23
ACCURACY,EQ,3.99,3.85,3.92,3.99,96213,2026-03-23
ACEINTEG,EQ,17.25,15.55,15.95,16.94,3860,2026-03-23
ACMESOLAR,EQ,246.38,234.8,237.55,246.37,1035340,2026-03-23
ACE,EQ,825.0,785.0,789.7,829.15,247680,2026-03-23
ACUTAAS,EQ,2420.0,2244.9,2268.2,2399.8,558487,2026-03-23
ADANIENSOL,EQ,1000.9,935.7,946.9,1009.9,8950325,2026-03-23
ADANIENT,EQ,1910.1,1820.5,1833.0,1927.1,2370668,2026-03-23
ADANIGREEN,EQ,863.0,810.45,816.45,863.1,2746629,2026-03-23
ADANIPORTS,EQ,1350.0,1293.5,1303.6,1365.4,3361416,2026-03-23
ADANIPOWER,EQ,152.87,144.65,147.85,151.54,25968931,2026-03-23
ATGL,EQ,547.5,510.1,513.6,551.9,3898645,2026-03-23
ADFFOODS,EQ,178.2,161.36,162.15,174.43,377658,2026-03-23
ABSLAMC,EQ,939.9,882.05,889.25,944.65,313955,2026-03-23
ABCAPITAL,EQ,307.0,292.25,294.95,311.25,6021434,2026-03-23
ABFRL,EQ,59.3,55.16,56.94,59.98,8618261,2026-03-23
ABLBL,EQ,93.54,90.0,91.45,93.23,2498746,2026-03-23
BIRLAMONEY,EQ,111.15,102.2,103.74,111.95,92689,2026-03-23
ABREL,EQ,1159.5,1093.5,1110.6,1165.4,177521,2026-03-23
CPPLUS,EQ,1720.1,1630.7,1642.2,1719.3,246092,2026-03-23
AVL,EQ,464.7,445.0,459.8,457.75,215342,2026-03-23
BSLGOLDETF,EQ,131.8,115.02,117.81,128.59,1435843,2026-03-23
BSLNIFTY,EQ,27.66,26.21,26.24,26.99,1787957,2026-03-23
ADOR,EQ,915.0,870.0,871.8,917.1,19088,2026-03-23
ADROITINFO,EQ,8.98,8.15,8.4,8.83,141038,2026-03-23
ADVAIT,EQ,1738.0,1533.1,1555.6,1644.6,112447,2026-03-23
ADVANCE,EQ,97.5,87.76,88.53,97.32,400122,2026-03-23
ADVENZYMES,EQ,269.25,265.0,266.8,272.6,115173,2026-03-23
ADVANIHOTR,EQ,52.5,47.3,47.88,51.73,96465,2026-03-23
ADVENTHTL,EQ,151.07,135.2,138.64,151.07,291503,2026-03-23
AEGISLOG,EQ,614.3,576.1,587.95,611.7,774831,2026-03-23
AEGISVOPAK,EQ,181.21,168.18,175.34,178.54,3114072,2026-03-23
AEQUS,EQ,123.2,118.0,120.13,123.06,1240545,2026-03-23
AEROENTER,EQ,70.91,62.2,65.31,72.53,603848,2026-03-23
AEROFLEX,EQ,231.9,220.2,223.29,233.75,1028448,2026-03-23
AERONEU,EQ,69.39,64.0,68.19,66.75,49401,2026-03-23
AETHER,EQ,1175.95,1077.3,1085.05,1155.55,465849,2026-03-23
AFCONS,EQ,276.75,265.8,271.2,278.75,641426,2026-03-23
AFFLE,EQ,1279.3,1251.3,1268.7,1285.7,261048,2026-03-23
AFFORDABLE,EQ,142.6,137.01,139.11,142.09,41915,2026-03-23
AGARIND,EQ,410.4,375.0,382.2,412.45,60190,2026-03-23
AGI,EQ,498.0,465.0,473.1,499.1,210975,2026-03-23
AGIIL,EQ,311.0,287.35,293.45,311.7,1926863,2026-03-23
AGRITECH,EQ,110.0,100.0,102.01,105.12,2043,2026-03-23
AGROPHOS,EQ,31.59,30.01,30.76,31.59,10533,2026-03-23
AHLADA,EQ,39.38,34.51,36.41,39.38,24123,2026-03-23
AHLUCONT,EQ,719.15,669.95,680.55,724.95,148682,2026-03-23
AIAENG,EQ,3400.4,3282.2,3315.9,3409.6,76579,2026-03-23
GOLDTECH,EQ,40.27,36.65,37.2,39.8,39420,2026-03-23
AIRAN,EQ,15.35,14.5,14.55,15.22,81350,2026-03-23
AIROLAM,EQ,89.01,84.15,84.38,87.41,3698,2026-03-23
AJANTPHARM,EQ,2904.7,2785.2,2796.8,2904.7,117241,2026-03-23
AJAXENGG,EQ,476.0,450.0,454.2,471.0,55164,2026-03-23
AJMERA,EQ,108.5,100.0,100.87,108.52,547244,2026-03-23
AJOONI,EQ,4.24,4.0,4.05,4.26,648653,2026-03-23
AKASH,EQ,26.0,24.32,24.73,25.61,5782,2026-03-23
AKG,EQ,11.05,10.36,10.43,10.82,29824,2026-03-23
AKI,EQ,4.69,4.21,4.37,4.59,366998,2026-03-23
AKSHOPTFBR,EQ,4.59,4.4,4.4,4.6,387659,2026-03-23
AKSHAR,EQ,0.41,0.39,0.4,0.4,1265384,2026-03-23
AKSHARCHEM,EQ,184.05,170.0,172.15,184.03,4042,2026-03-23
AKUMS,EQ,483.0,463.0,467.4,483.4,109384,2026-03-23
AKZOINDIA,EQ,2869.7,2743.2,2847.4,2885.1,25290,2026-03-23
ALANKIT,EQ,7.7,7.05,7.11,7.54,499248,2026-03-23
ALBERTDAVD,EQ,667.95,639.0,647.6,658.5,7066,2026-03-23
ALEMBICLTD,EQ,78.37,74.93,75.33,79.9,490303,2026-03-23
APLLTD,EQ,670.5,635.8,646.55,677.3,139039,2026-03-23
ALGOQUANT,EQ,54.49,47.8,50.16,54.65,915324,2026-03-23
ALICON,EQ,652.7,598.0,607.6,647.35,11403,2026-03-23
ALIVUS,EQ,945.0,916.75,934.15,949.8,106165,2026-03-23
ALKALI,EQ,56.23,53.1,53.91,55.14,11619,2026-03-23
ALKEM,EQ,5272.5,5111.5,5144.5,5257.5,110544,2026-03-23
ALKYLAMINE,EQ,1290.0,1235.0,1239.4,1292.0,52071,2026-03-23
ALLTIME,EQ,209.9,198.7,202.7,210.78,100295,2026-03-23
ALLCARGO,EQ,8.0,7.6,7.69,8.08,7021579,2026-03-23
ATL,EQ,22.3,20.6,21.12,22.32,310289,2026-03-23
ALLDIGI,EQ,735.15,719.0,722.4,733.8,6796,2026-03-23
ABDL,EQ,408.9,382.1,384.15,408.45,509598,2026-03-23
ADSL,EQ,101.05,95.0,95.97,101.55,190027,2026-03-23
ALMONDZ,EQ,14.84,13.6,13.63,14.31,110825,2026-03-23
ALOKINDS,EQ,12.69,12.05,12.17,12.84,7398995,2026-03-23
ALPA,EQ,61.25,56.63,57.19,60.17,10921,2026-03-23
ALPHAGEO,EQ,190.01,176.25,179.25,184.89,25725,2026-03-23
AMAGI,EQ,360.0,325.55,334.25,349.1,395431,2026-03-23
AMANTA,EQ,96.98,93.0,96.41,95.91,257741,2026-03-23
ARE&M,EQ,757.95,720.15,727.0,759.15,569329,2026-03-23
AMBER,EQ,6580.0,6206.0,6289.0,6654.5,314526,2026-03-23
AMBICAAGAR,EQ,24.0,20.0,22.05,23.28,10788,2026-03-23
AMBIKCO,EQ,1258.3,1200.0,1207.9,1275.7,12644,2026-03-23
AMBUJACEM,EQ,416.8,394.0,395.35,420.55,4333904,2026-03-23
AMDIND,EQ,38.45,35.2,35.87,38.07,6096,2026-03-23
AMNPLST,EQ,152.69,141.0,142.41,151.94,6978,2026-03-23
AMJLAND,EQ,39.23,33.4,35.22,38.23,134243,2026-03-23
AMRUTANJAN,EQ,530.85,498.0,517.55,515.55,75662,2026-03-23
ARSSBL,EQ,457.95,434.5,439.05,460.4,290070,2026-03-23
ANANDRATHI,EQ,2990.0,2903.0,2912.4,3003.4,145086,2026-03-23
ANANTRAJ,EQ,456.0,440.0,442.15,465.85,1717859,2026-03-23
ACL,EQ,52.96,47.54,48.25,52.79,83148,2026-03-23
ANDHRAPAP,EQ,61.83,59.0,59.94,60.4,252768,2026-03-23
ANDHRSUGAR,EQ,70.5,67.47,69.56,70.96,202329,2026-03-23
ANGELONE,EQ,228.6,218.8,220.91,231.32,6295384,2026-03-23
ANIKINDS,EQ,39.7,36.0,37.01,37.93,6227,2026-03-23
APCL,EQ,119.79,108.0,108.76,112.87,9051,2026-03-23
AHCL,EQ,119.41,111.5,114.32,121.11,131034,2026-03-23
ANMOL,EQ,10.48,10.01,10.1,10.48,97655,2026-03-23
ANTGRAPHIC,EQ,0.81,0.71,0.74,0.77,146695,2026-03-23
ANTELOPUS,EQ,555.0,504.0,513.65,515.45,598797,2026-03-23
ANTHEM,EQ,635.8,625.2,628.45,644.85,166996,2026-03-23
AWHCL,EQ,433.6,409.9,414.95,438.55,156629,2026-03-23
ANUHPHR,EQ,75.0,70.25,71.4,74.31,77146,2026-03-23
ANURAS,EQ,1248.0,1207.0,1241.8,1252.5,153377,2026-03-23
AONEGOLD,EQ,14.11,12.19,12.57,13.7,2158996,2026-03-23
AONELIQUID,EQ,1051.91,1051.89,1051.89,1051.74,83057,2026-03-23
AONENIFTY,EQ,9.69,9.13,9.24,9.46,748221,2026-03-23
AONESILVER,EQ,8.3,7.68,7.99,8.85,2251837,2026-03-23
AONETMMQ50,EQ,9.05,8.7,8.79,9.07,148144,2026-03-23
AONETOTAL,EQ,11.11,10.4,10.45,10.79,2024986,2026-03-23
APARINDS,EQ,9851.0,9315.0,9805.0,9673.0,110812,2026-03-23
APCOTEXIND,EQ,350.7,333.0,343.75,351.05,69773,2026-03-23
APEX,EQ,371.4,348.25,353.85,376.25,680631,2026-03-23
APLAPOLLO,EQ,1965.2,1890.0,1893.9,1973.1,512633,2026-03-23
APOLLOHOSP,EQ,7288.0,7080.0,7145.0,7364.5,464969,2026-03-23
APOLLO,EQ,195.5,185.78,188.72,198.63,5339620,2026-03-23
APOLLOPIPE,EQ,410.0,372.45,403.4,386.95,1927165,2026-03-23
APOLSINHOT,EQ,1067.1,995.4,1037.1,1065.5,3997,2026-03-23
APOLLOTYRE,EQ,418.0,397.85,399.5,420.85,590180,2026-03-23
APTECHT,EQ,78.42,74.4,74.8,79.07,275064,2026-03-23
APTUS,EQ,207.42,198.11,201.36,208.83,6033282,2026-03-23
AQYLON,EQ,62.1,62.1,62.1,65.3,12167,2026-03-23
ACI,EQ,622.0,583.05,612.15,601.25,432463,2026-03-23
ADL,EQ,68.37,62.6,63.29,66.58,733,2026-03-23
ARCHIDPLY,EQ,70.99,66.26,67.13,69.35,42562,2026-03-23
ARCHIES,EQ,13.41,12.43,12.65,13.4,56224,2026-03-23
ARFIN,EQ,78.0,74.85,76.44,76.95,877301,2026-03-23
ARIES,EQ,355.4,320.05,350.4,339.05,75294,2026-03-23
ARIHANTCAP,EQ,68.04,64.81,65.17,68.01,314715,2026-03-23
ARIHANTSUP,EQ,211.6,198.15,203.35,211.6,57311,2026-03-23
ARIS,EQ,103.74,96.5,100.74,103.77,893772,2026-03-23
ARKADE,EQ,102.9,97.66,100.58,103.22,556050,2026-03-23
ARMANFIN,EQ,1510.8,1437.4,1459.9,1511.6,63030,2026-03-23
AROGRANITE,EQ,22.89,22.14,22.55,22.81,11205,2026-03-23
ARROWGREEN,EQ,375.35,356.05,362.3,378.45,35118,2026-03-23
ARTNIRMAN,EQ,34.27,34.27,34.27,34.29,500,2026-03-23
AEPL,EQ,17.35,16.05,16.15,16.85,47325,2026-03-23
ARTEMISMED,EQ,224.8,218.12,219.36,225.85,107699,2026-03-23
ARVINDFASN,EQ,392.1,375.0,378.55,396.7,119789,2026-03-23
ARVIND,EQ,356.95,342.0,346.1,359.25,265842,2026-03-23
ARVSMART,EQ,526.65,504.0,513.05,534.2,83796,2026-03-23
ASAHIINDIA,EQ,826.95,782.1,801.85,810.45,1034045,2026-03-23
ASAHISONG,EQ,207.89,195.0,200.23,206.92,24545,2026-03-23
ASHAPURMIN,EQ,498.4,471.2,478.85,502.85,455207,2026-03-23
ASHIANA,EQ,305.45,292.0,294.35,303.5,109162,2026-03-23
ASHIMASYN,EQ,13.93,12.91,13.05,14.07,248475,2026-03-23
ASHOKLEY,EQ,167.06,160.91,161.98,168.89,23531787,2026-03-23
ASHOKA,EQ,112.0,105.5,106.3,113.73,1442744,2026-03-23
ASHOKAMET,EQ,15.5,13.62,14.07,14.26,55469,2026-03-23
ASIANENE,EQ,282.45,260.0,263.1,282.45,97044,2026-03-23
ASIANTILES,EQ,59.4,56.1,57.31,60.44,3205825,2026-03-23
AHLEAST,EQ,149.17,142.1,143.68,151.39,2763,2026-03-23
ASIANHOTNR,EQ,304.0,276.85,292.7,287.6,12431,2026-03-23
ASIANPAINT,EQ,2180.0,2115.0,2121.3,2195.4,978398,2026-03-23
ASKAUTOLTD,EQ,410.4,392.3,394.75,409.2,173023,2026-03-23
ASPINWALL,EQ,208.0,200.25,205.01,207.83,18284,2026-03-23
