TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,184.95,168.1,181.89,168.64,862011,2026-04-16
21STCENMGM,EQ,31.78,31.78,31.78,31.16,1675,2026-04-16
360ONE,EQ,1085.0,1056.9,1076.45,1056.0,796315,2026-04-16
GOLD360,EQ,151.8,148.05,148.2,148.1,15278,2026-04-16
SILVER360,EQ,246.44,243.11,244.45,240.69,51901,2026-04-16
3IINFOLTD,EQ,17.49,16.95,17.33,16.9,847964,2026-04-16
3MINDIA,EQ,31900.0,31050.0,31265.0,31440.0,2982,2026-04-16
3PLAND,EQ,36.5,35.3,35.99,36.29,5469,2026-04-16
5PAISA,EQ,324.9,309.0,317.3,314.57,55439,2026-04-16
63MOONS,EQ,665.45,625.0,649.9,615.15,502048,2026-04-16
ABCOTS,EQ,423.4,402.45,412.75,405.5,58696,2026-04-16
ABINFRA,EQ,17.0,16.26,16.84,16.33,814534,2026-04-16
AAATECH,EQ,101.5,98.5,99.53,99.09,24439,2026-04-16
AADHARHFC,EQ,496.0,478.9,491.6,480.65,379546,2026-04-16
AAREYDRUGS,EQ,78.77,73.49,77.96,75.02,243212,2026-04-16
AARNAV,EQ,24.95,23.35,24.76,24.4,39684,2026-04-16
AARON,EQ,143.0,139.5,142.21,140.23,11117,2026-04-16
AARTECH,EQ,55.99,51.85,53.09,52.72,505438,2026-04-16
AARTIDRUGS,EQ,374.0,363.3,368.4,365.3,151850,2026-04-16
AARTIIND,EQ,441.1,429.05,437.9,431.7,893351,2026-04-16
AARTIPHARM,EQ,710.9,694.0,700.0,702.65,96467,2026-04-16
AARTISURF,EQ,416.0,402.0,406.95,407.8,7249,2026-04-16
AARVI,EQ,129.99,126.75,128.16,127.32,8470,2026-04-16
AAVAS,EQ,1320.5,1287.0,1308.3,1293.0,167972,2026-04-16
AFSL,EQ,211.33,202.0,204.19,208.57,25478,2026-04-16
ABB,EQ,6907.0,6732.5,6883.5,6873.0,548523,2026-04-16
ABBOTINDIA,EQ,26150.0,25750.0,25860.0,25975.0,6973,2026-04-16
ACC,EQ,1447.1,1425.2,1442.8,1431.2,196798,2026-04-16
ACCELYA,EQ,1183.9,1143.0,1165.3,1161.2,15868,2026-04-16
ACCURACY,EQ,5.52,5.32,5.49,5.36,166961,2026-04-16
ACEINTEG,EQ,19.29,18.1,18.24,18.23,2810,2026-04-16
ACMESOLAR,EQ,290.0,285.75,287.45,285.4,918906,2026-04-16
ACE,EQ,924.0,904.0,915.15,911.35,260009,2026-04-16
ACUTAAS,EQ,2357.5,2255.6,2340.4,2291.7,386985,2026-04-16
ADANIENSOL,EQ,1229.5,1172.15,1222.6,1171.15,3144521,2026-04-16
ADANIENT,EQ,2210.4,2161.1,2203.7,2144.4,2188912,2026-04-16
ADANIGREEN,EQ,1126.7,1098.15,1118.9,1096.05,2938260,2026-04-16
ADANIPORTS,EQ,1555.8,1510.0,1549.8,1511.8,7476052,2026-04-16
ADANIPOWER,EQ,194.37,183.27,193.19,183.43,69751834,2026-04-16
ATGL,EQ,603.0,582.5,597.6,586.1,3797212,2026-04-16
ADFFOODS,EQ,199.01,191.3,197.06,193.55,136305,2026-04-16
ABSLAMC,EQ,1062.55,1023.0,1049.8,1047.75,336108,2026-04-16
ABCAPITAL,EQ,347.5,336.75,337.95,343.7,4048617,2026-04-16
ABFRL,EQ,65.0,62.6,63.78,63.82,5644149,2026-04-16
ABLBL,EQ,110.76,103.6,105.58,107.21,1623804,2026-04-16
BIRLAMONEY,EQ,140.49,137.25,138.89,138.31,150498,2026-04-16
ABREL,EQ,1475.0,1406.3,1422.0,1410.3,279615,2026-04-16
CPPLUS,EQ,2120.0,2000.0,2098.4,2066.9,656672,2026-04-16
AVL,EQ,529.65,511.3,517.25,512.75,352699,2026-04-16
BSLGOLDETF,EQ,135.87,133.15,133.51,133.27,2024071,2026-04-16
BSLNIFTY,EQ,28.94,28.01,28.21,28.24,404429,2026-04-16
ADOR,EQ,995.0,962.3,981.15,957.3,99704,2026-04-16
ADROITINFO,EQ,10.7,9.72,9.89,10.05,36236,2026-04-16
ADVAIT,EQ,1936.4,1865.2,1904.6,1874.0,39598,2026-04-16
ADVANCE,EQ,111.5,108.43,109.56,109.94,308242,2026-04-16
ADVENZYMES,EQ,308.6,302.1,306.15,302.0,127676,2026-04-16
ADVANIHOTR,EQ,55.7,53.27,53.99,54.4,44265,2026-04-16
ADVENTHTL,EQ,173.59,164.3,166.62,169.99,138823,2026-04-16
AEGISLOG,EQ,674.8,657.0,659.55,658.8,1250595,2026-04-16
AEGISVOPAK,EQ,201.28,193.28,197.76,196.1,725461,2026-04-16
AEQUS,EQ,162.25,150.11,160.23,149.36,3879561,2026-04-16
AEROENTER,EQ,92.24,87.66,88.59,89.5,309909,2026-04-16
AEROFLEX,EQ,299.8,289.2,296.23,293.4,1248803,2026-04-16
AERONEU,EQ,83.31,80.0,82.19,81.56,56405,2026-04-16
AETHER,EQ,1192.4,1164.1,1187.4,1178.1,228257,2026-04-16
AFCONS,EQ,357.55,342.0,346.95,337.45,7710525,2026-04-16
AFFLE,EQ,1459.2,1414.3,1446.8,1418.9,628100,2026-04-16
AFFORDABLE,EQ,194.96,182.83,184.43,186.76,47118,2026-04-16
AGARIND,EQ,472.9,435.0,464.35,439.85,111943,2026-04-16
AGI,EQ,580.3,562.35,574.35,565.55,185173,2026-04-16
AGIIL,EQ,383.65,354.3,358.6,374.6,3724212,2026-04-16
AGRITECH,EQ,123.79,121.25,122.69,121.46,1938,2026-04-16
AGROPHOS,EQ,33.11,32.02,32.96,32.63,9941,2026-04-16
AHLADA,EQ,48.49,46.22,46.68,45.94,20641,2026-04-16
AHLUCONT,EQ,835.7,807.0,826.9,817.35,85239,2026-04-16
AIAENG,EQ,4012.7,3916.2,3925.3,3920.2,50612,2026-04-16
GOLDTECH,EQ,43.4,38.21,39.48,42.0,200437,2026-04-16
AIRAN,EQ,18.36,16.51,17.33,17.24,133847,2026-04-16
AIROLAM,EQ,89.0,86.51,88.5,85.98,5439,2026-04-16
AJANTPHARM,EQ,2928.7,2811.0,2827.6,2883.2,88098,2026-04-16
AJAXENGG,EQ,503.6,473.95,485.15,498.25,239529,2026-04-16
AJMERA,EQ,126.64,122.49,125.17,122.84,317886,2026-04-16
AJOONI,EQ,4.35,4.15,4.25,4.29,566875,2026-04-16
AKASH,EQ,28.08,26.7,26.93,27.54,17970,2026-04-16
AKG,EQ,11.84,11.4,11.46,11.51,15395,2026-04-16
AKI,EQ,5.34,5.14,5.2,5.14,48554,2026-04-16
AKSHOPTFBR,EQ,5.71,5.36,5.4,5.62,481239,2026-04-16
AKSHAR,EQ,0.53,0.51,0.51,0.5,1623211,2026-04-16
AKSHARCHEM,EQ,196.0,191.81,194.83,189.16,1572,2026-04-16
AKUMS,EQ,554.5,534.4,550.7,545.3,239288,2026-04-16
ALANKIT,EQ,9.39,9.15,9.25,9.15,246001,2026-04-16
ALBERTDAVD,EQ,733.0,721.05,723.25,727.6,2716,2026-04-16
ALEMBICLTD,EQ,89.6,88.01,89.44,88.17,193980,2026-04-16
APLLTD,EQ,753.65,733.25,748.3,734.8,85860,2026-04-16
ALGOQUANT,EQ,57.47,54.4,55.36,55.67,853384,2026-04-16
ALICON,EQ,695.0,673.05,680.8,682.45,9636,2026-04-16
