TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,170.0,161.7,168.64,160.39,126635,2026-04-15
21STCENMGM,EQ,31.16,30.54,31.16,30.55,10822,2026-04-15
360ONE,EQ,1065.8,1020.25,1056.0,1009.5,1795093,2026-04-15
GOLD360,EQ,149.0,146.35,148.1,145.2,29719,2026-04-15
SILVER360,EQ,244.87,239.65,240.69,230.99,103604,2026-04-15
3IINFOLTD,EQ,16.98,16.29,16.9,16.06,1161427,2026-04-15
3MINDIA,EQ,32000.0,31390.0,31440.0,31255.0,2554,2026-04-15
3PLAND,EQ,36.4,35.0,36.29,35.59,3422,2026-04-15
5PAISA,EQ,318.89,301.86,314.57,300.85,84311,2026-04-15
63MOONS,EQ,618.1,581.0,615.15,568.7,364193,2026-04-15
ABCOTS,EQ,443.95,400.55,405.5,403.75,35769,2026-04-15
ABINFRA,EQ,16.54,16.07,16.33,16.07,285117,2026-04-15
AAATECH,EQ,100.0,98.0,99.09,98.13,18256,2026-04-15
AADHARHFC,EQ,483.7,467.9,480.65,469.6,638640,2026-04-15
AAREYDRUGS,EQ,75.03,71.59,75.02,71.46,179852,2026-04-15
AARNAV,EQ,25.0,23.06,24.4,23.34,66576,2026-04-15
AARON,EQ,143.0,138.0,140.23,140.58,23203,2026-04-15
AARTECH,EQ,52.75,43.43,52.72,43.96,854185,2026-04-15
AARTIDRUGS,EQ,367.5,356.5,365.3,352.9,132552,2026-04-15
AARTIIND,EQ,433.8,420.9,431.7,424.3,3859281,2026-04-15
AARTIPHARM,EQ,711.0,696.95,702.65,691.7,161784,2026-04-15
AARTISURF,EQ,412.6,399.05,407.8,395.65,6956,2026-04-15
AARVI,EQ,132.7,126.3,127.32,125.84,27137,2026-04-15
AAVAS,EQ,1321.0,1265.0,1293.0,1283.6,174212,2026-04-15
AFSL,EQ,213.99,203.3,208.57,207.82,22387,2026-04-15
ABB,EQ,6993.0,6844.0,6873.0,6828.5,499662,2026-04-15
ABBOTINDIA,EQ,26095.0,25755.0,25975.0,25725.0,15735,2026-04-15
ACC,EQ,1446.7,1422.4,1431.2,1410.5,267004,2026-04-15
ACCELYA,EQ,1163.9,1124.1,1161.2,1127.7,25314,2026-04-15
ACCURACY,EQ,5.4,5.3,5.36,5.11,173709,2026-04-15
ACEINTEG,EQ,18.99,17.81,18.23,18.59,5790,2026-04-15
ACMESOLAR,EQ,291.35,284.6,285.4,284.05,2197782,2026-04-15
ACE,EQ,914.7,901.2,911.35,888.0,424745,2026-04-15
ACUTAAS,EQ,2443.0,2280.0,2291.7,2393.6,719290,2026-04-15
ADANIENSOL,EQ,1205.7,1165.2,1171.15,1175.3,2053037,2026-04-15
ADANIENT,EQ,2200.0,2136.0,2144.4,2129.0,1779015,2026-04-15
ADANIGREEN,EQ,1123.75,1091.3,1096.05,1085.45,2759798,2026-04-15
ADANIPORTS,EQ,1515.0,1480.9,1511.8,1465.3,4415637,2026-04-15
ADANIPOWER,EQ,187.07,181.55,183.43,181.35,51497511,2026-04-15
ATGL,EQ,590.95,573.05,586.1,572.4,2469791,2026-04-15
ADFFOODS,EQ,195.0,190.62,193.55,189.24,87381,2026-04-15
ABSLAMC,EQ,1055.0,1014.8,1047.75,1010.2,573318,2026-04-15
ABCAPITAL,EQ,350.75,342.2,343.7,337.45,4564550,2026-04-15
ABFRL,EQ,65.19,63.19,63.82,61.96,7173127,2026-04-15
ABLBL,EQ,108.45,104.25,107.21,103.0,855101,2026-04-15
BIRLAMONEY,EQ,140.66,135.7,138.31,133.38,158877,2026-04-15
ABREL,EQ,1429.9,1390.5,1410.3,1363.7,280774,2026-04-15
CPPLUS,EQ,2100.5,1990.0,2066.9,1954.2,543577,2026-04-15
AVL,EQ,514.0,502.0,512.75,503.65,296064,2026-04-15
BSLGOLDETF,EQ,133.99,132.77,133.27,131.48,1236838,2026-04-15
BSLNIFTY,EQ,29.21,27.2,28.24,27.83,344325,2026-04-15
ADOR,EQ,963.0,897.65,957.3,872.15,58384,2026-04-15
ADROITINFO,EQ,10.2,9.52,10.05,9.54,19716,2026-04-15
ADVAIT,EQ,1964.6,1860.1,1874.0,1887.1,78016,2026-04-15
ADVANCE,EQ,111.41,108.0,109.94,106.16,231567,2026-04-15
ADVENZYMES,EQ,307.4,300.0,302.0,299.3,182528,2026-04-15
ADVANIHOTR,EQ,56.0,53.0,54.4,52.34,52263,2026-04-15
ADVENTHTL,EQ,171.88,159.61,169.99,158.87,280741,2026-04-15
AEGISLOG,EQ,679.0,633.0,658.8,617.95,4078507,2026-04-15
AEGISVOPAK,EQ,197.55,189.0,196.1,188.12,1182541,2026-04-15
AEQUS,EQ,154.7,147.5,149.36,151.28,1789932,2026-04-15
AEROENTER,EQ,92.48,87.0,89.5,86.51,492781,2026-04-15
AEROFLEX,EQ,297.95,285.5,293.4,289.34,1986347,2026-04-15
AERONEU,EQ,82.37,80.41,81.56,80.42,74752,2026-04-15
AETHER,EQ,1211.9,1158.0,1178.1,1185.3,259000,2026-04-15
AFCONS,EQ,366.0,310.0,337.45,306.4,38762873,2026-04-15
AFFLE,EQ,1440.0,1412.5,1418.9,1420.0,269339,2026-04-15
AFFORDABLE,EQ,190.99,182.41,186.76,176.34,72324,2026-04-15
AGARIND,EQ,448.0,402.6,439.85,396.05,231702,2026-04-15
AGI,EQ,570.0,542.95,565.55,537.0,300768,2026-04-15
AGIIL,EQ,377.5,337.5,374.6,359.55,7219975,2026-04-15
AGRITECH,EQ,124.7,119.71,121.46,119.71,3649,2026-04-15
AGROPHOS,EQ,32.82,31.86,32.63,31.82,6915,2026-04-15
AHLADA,EQ,47.6,44.81,45.94,44.55,8685,2026-04-15
AHLUCONT,EQ,831.4,794.15,817.35,784.7,75032,2026-04-15
AIAENG,EQ,3929.0,3852.3,3920.2,3827.1,94838,2026-04-15
GOLDTECH,EQ,42.8,40.53,42.0,41.02,31982,2026-04-15
AIRAN,EQ,17.56,16.76,17.24,16.76,43473,2026-04-15
AIROLAM,EQ,88.0,82.5,85.98,83.22,10578,2026-04-15
AJANTPHARM,EQ,2934.0,2880.0,2883.2,2897.3,81682,2026-04-15
AJAXENGG,EQ,507.5,470.2,498.25,468.1,168236,2026-04-15
AJMERA,EQ,127.5,121.8,122.84,120.31,569998,2026-04-15
AJOONI,EQ,4.35,4.23,4.29,4.21,345743,2026-04-15
AKASH,EQ,27.95,27.02,27.54,26.56,8801,2026-04-15
AKG,EQ,11.98,11.5,11.51,11.44,12378,2026-04-15
AKI,EQ,5.43,5.05,5.14,5.15,132012,2026-04-15
AKSHOPTFBR,EQ,5.7,5.47,5.62,5.49,325511,2026-04-15
AKSHAR,EQ,0.52,0.48,0.5,0.47,3628935,2026-04-15
AKSHARCHEM,EQ,191.99,185.0,189.16,182.51,5681,2026-04-15
AKUMS,EQ,554.95,528.0,545.3,524.4,624099,2026-04-15
ALANKIT,EQ,9.34,8.88,9.15,8.81,310265,2026-04-15
ALBERTDAVD,EQ,740.6,723.0,727.6,719.25,2050,2026-04-15
ALEMBICLTD,EQ,88.8,86.0,88.17,84.64,352176,2026-04-15
APLLTD,EQ,741.5,720.1,734.8,717.5,82660,2026-04-15
ALGOQUANT,EQ,57.9,54.63,55.67,54.41,2227418,2026-04-15
ALICON,EQ,694.2,668.15,682.45,666.0,9790,2026-04-15
ALIVUS,EQ,1089.45,1045.55,1064.9,1046.25,112944,2026-04-15
ALKALI,EQ,69.29,65.2,65.92,65.7,8929,2026-04-15
ALKEM,EQ,5599.0,5350.0,5575.5,5364.5,191897,2026-04-15
ALKYLAMINE,EQ,1412.8,1394.1,1404.7,1382.0,43842,2026-04-15
ALLTIME,EQ,224.4,214.99,222.36,213.0,76804,2026-04-15
ALLCARGO,EQ,9.03,8.71,8.9,8.55,9488888,2026-04-15
ATL,EQ,25.42,24.49,25.28,24.29,121326,2026-04-15
ALLDIGI,EQ,848.0,820.45,832.9,820.45,9209,2026-04-15
ABDL,EQ,520.9,506.0,517.15,499.9,541596,2026-04-15
ADSL,EQ,118.25,114.1,117.75,112.89,167091,2026-04-15
ALMONDZ,EQ,15.15,14.27,15.01,14.22,113229,2026-04-15
ALOKINDS,EQ,14.44,14.03,14.33,13.78,7227692,2026-04-15
ALPA,EQ,68.89,67.35,68.38,66.78,13164,2026-04-15
ALPHAGEO,EQ,240.0,226.51,238.2,237.58,23807,2026-04-15
AMAGI,EQ,356.95,347.3,352.65,349.55,88643,2026-04-15
AMANTA,EQ,124.9,114.99,121.03,113.33,270024,2026-04-15
ARE&M,EQ,773.0,751.0,756.4,738.65,936127,2026-04-15
AMBER,EQ,7525.0,7262.5,7506.5,7178.5,346530,2026-04-15
AMBICAAGAR,EQ,24.47,23.5,23.57,23.71,3379,2026-04-15
AMBIKCO,EQ,1439.0,1408.1,1428.6,1387.9,7694,2026-04-15
AMBUJACEM,EQ,457.5,448.05,454.0,441.0,2825450,2026-04-15
AMDIND,EQ,43.94,42.0,43.16,42.59,9412,2026-04-15
AMNPLST,EQ,167.71,158.16,160.52,154.78,10829,2026-04-15
AMIRCHAND,EQ,125.77,117.02,124.48,119.79,3248635,2026-04-15
AMJLAND,EQ,44.78,43.1,43.2,42.22,5276,2026-04-15
AMRUTANJAN,EQ,536.0,526.6,533.45,525.25,14888,2026-04-15
ARSSBL,EQ,628.0,580.25,583.7,573.25,4099545,2026-04-15
ANANDRATHI,EQ,3695.0,3614.0,3654.5,3592.2,418788,2026-04-15
ANANTRAJ,EQ,509.65,493.0,503.35,485.3,2786215,2026-04-15
ACL,EQ,58.79,56.8,57.42,56.74,38348,2026-04-15
ANDHRAPAP,EQ,68.5,64.13,67.31,63.79,361501,2026-04-15
ANDHRSUGAR,EQ,88.4,83.9,86.13,83.86,937290,2026-04-15
ANGELONE,EQ,298.9,286.12,297.76,280.46,21051102,2026-04-15
ANIKINDS,EQ,47.0,44.35,46.24,44.04,7596,2026-04-15
APCL,EQ,119.54,113.4,118.2,115.55,4270,2026-04-15
AHCL,EQ,141.56,134.4,138.79,133.26,476615,2026-04-15
ANMOL,EQ,12.25,11.33,11.74,11.33,71417,2026-04-15
ANTGRAPHIC,EQ,0.89,0.84,0.86,0.85,101668,2026-04-15
ANTELOPUS,EQ,610.05,585.4,585.9,616.2,273579,2026-04-15
