TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,191.75,188.9,189.42,191.56,38543,2025-12-02
21STCENMGM,EQ,39.79,39.79,39.79,39.01,2364,2025-12-02
360ONE,EQ,1189.0,1157.5,1162.9,1189.3,492146,2025-12-02
GOLD360,EQ,125.95,124.55,124.85,125.8,27603,2025-12-02
SILVER360,EQ,172.0,168.0,168.64,169.82,88749,2025-12-02
3IINFOLTD,EQ,16.95,16.65,16.77,16.83,221591,2025-12-02
3MINDIA,EQ,35020.0,34565.0,34750.0,34815.0,2126,2025-12-02
3PLAND,EQ,42.0,37.78,38.86,39.97,30466,2025-12-02
5PAISA,EQ,342.5,328.0,335.75,329.6,179013,2025-12-02
63MOONS,EQ,872.8,838.0,853.15,863.05,381242,2025-12-02
ABCOTS,EQ,456.0,411.0,415.9,418.7,78004,2025-12-02
ABINFRA,EQ,19.4,18.27,19.04,18.56,227176,2025-12-02
A2ZINFRA,EQ,15.72,15.0,15.18,15.45,146995,2025-12-02
AADHARHFC,EQ,488.0,480.8,485.05,484.8,591022,2025-12-02
AAKASH,EQ,8.93,8.71,8.79,8.92,67814,2025-12-02
AARON,EQ,186.06,182.15,183.4,183.54,6686,2025-12-02
AARTECH,EQ,52.49,49.0,49.41,51.22,29817,2025-12-02
AARTIDRUGS,EQ,417.3,407.8,410.15,416.5,167194,2025-12-02
AARTIIND,EQ,382.35,374.5,377.1,380.45,341256,2025-12-02
AARTIPHARM,EQ,706.6,693.2,697.2,702.6,173034,2025-12-02
AARTISURF,EQ,431.3,417.0,421.3,427.5,3927,2025-12-02
AARVI,EQ,132.99,128.15,129.75,130.32,13342,2025-12-02
AAVAS,EQ,1524.9,1502.5,1514.8,1516.3,122741,2025-12-02
AFSL,EQ,205.2,201.0,201.45,201.09,41575,2025-12-02
ABB,EQ,5221.5,5161.0,5183.0,5189.5,149427,2025-12-02
ABBOTINDIA,EQ,30000.0,29130.0,29240.0,29810.0,8701,2025-12-02
ABMINTLLTD,EQ,44.0,43.04,43.11,44.93,754,2025-12-02
ACC,EQ,1860.0,1844.2,1851.9,1850.5,95661,2025-12-02
ACCELYA,EQ,1320.0,1283.8,1317.8,1286.1,17211,2025-12-02
ACCURACY,EQ,5.99,5.6,5.92,5.96,86527,2025-12-02
ACEINTEG,EQ,22.88,22.0,22.21,22.0,2709,2025-12-02
ACMESOLAR,EQ,226.4,219.82,222.08,226.54,997205,2025-12-02
ACE,EQ,990.0,969.0,980.95,980.8,93533,2025-12-02
ACUTAAS,EQ,1767.1,1735.7,1743.3,1773.8,197223,2025-12-02
ADANIENSOL,EQ,1007.9,974.05,976.95,999.1,1497092,2025-12-02
