TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,225.24,220.59,222.91,224.0,87153,2025-06-23
21STCENMGM,EQ,67.0,65.04,65.04,66.37,3626,2025-06-23
360ONE,EQ,1163.65,1118.5,1157.45,1137.25,454188,2025-06-23
GOLD360,EQ,99.7,97.3,98.0,98.0,646,2025-06-23
SILVER360,EQ,107.09,104.0,106.71,106.01,4526,2025-06-23
3IINFOLTD,EQ,24.75,24.06,24.58,24.53,359693,2025-06-23
3MINDIA,EQ,28615.0,28305.0,28390.0,28490.0,1614,2025-06-23
3PLAND,EQ,51.36,50.26,50.88,52.17,6266,2025-06-23
5PAISA,EQ,396.0,383.55,392.7,390.0,31716,2025-06-23
63MOONS,EQ,902.0,843.1,875.4,861.3,420473,2025-06-23
AAATECH,EQ,84.95,83.05,84.23,84.38,5771,2025-06-23
AADHARHFC,EQ,448.0,434.0,442.9,437.5,305306,2025-06-23
AAKASH,EQ,13.44,12.53,13.32,12.22,7247963,2025-06-23
AARON,EQ,393.95,371.0,375.7,388.95,22604,2025-06-23
AARTECH,EQ,69.59,64.53,69.59,66.28,143734,2025-06-23
AARTIDRUGS,EQ,441.6,432.0,432.9,440.65,98950,2025-06-23
AARTIIND,EQ,446.0,434.1,445.15,441.3,714324,2025-06-23
AARTIPHARM,EQ,876.6,843.7,872.95,853.25,167371,2025-06-23
AARVI,EQ,113.0,107.61,108.6,109.8,4949,2025-06-23
AAVAS,EQ,1870.8,1799.0,1839.3,1816.5,93255,2025-06-23
ABAN,EQ,59.7,56.89,59.08,57.29,305678,2025-06-23
AFSL,EQ,247.0,228.87,244.33,233.64,91417,2025-06-23
ABB,EQ,5959.0,5880.0,5923.5,5968.5,88496,2025-06-23
ABBOTINDIA,EQ,31455.0,30880.0,31050.0,31620.0,6678,2025-06-23
ABMINTLLTD,EQ,49.0,45.1,48.37,46.9,1102,2025-06-23
ACC,EQ,1828.2,1814.0,1817.2,1823.0,289791,2025-06-23
