TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,228.7,215.02,217.2,220.68,1011119,2025-12-30
21STCENMGM,EQ,51.69,50.66,50.66,51.69,2609,2025-12-30
360ONE,EQ,1217.9,1164.3,1191.6,1170.6,939031,2025-12-30
GOLD360,EQ,132.95,130.0,131.3,132.95,334027,2025-12-30
SILVER360,EQ,224.92,211.02,223.64,218.51,227106,2025-12-30
3IINFOLTD,EQ,16.7,16.36,16.55,16.67,173200,2025-12-30
3MINDIA,EQ,35950.0,34175.0,35290.0,34315.0,16030,2025-12-30
3PLAND,EQ,37.0,35.9,36.62,36.53,2748,2025-12-30
5PAISA,EQ,338.4,328.1,331.7,339.0,44835,2025-12-30
63MOONS,EQ,727.65,705.0,712.5,725.65,66774,2025-12-30
ABCOTS,EQ,414.35,407.05,412.1,411.5,8036,2025-12-30
ABINFRA,EQ,18.45,17.82,18.14,17.88,46902,2025-12-30
A2ZINFRA,EQ,17.59,16.79,16.87,17.35,241435,2025-12-30
AADHARHFC,EQ,482.5,472.75,479.95,477.15,239561,2025-12-30
AAKASH,EQ,8.87,8.44,8.72,8.52,76649,2025-12-30
AAREYDRUGS,EQ,69.95,65.68,68.0,67.83,151989,2025-12-30
AARON,EQ,173.98,168.0,170.15,169.13,17838,2025-12-30
AARTECH,EQ,49.0,47.0,48.04,47.84,37865,2025-12-30
AARTIDRUGS,EQ,415.65,408.0,409.55,414.0,70559,2025-12-30
AARTIIND,EQ,375.9,365.9,368.1,376.6,537049,2025-12-30
AARTIPHARM,EQ,749.2,728.75,746.8,731.7,91810,2025-12-30
AARTISURF,EQ,393.35,385.0,386.35,391.2,9656,2025-12-30
AARVI,EQ,132.39,128.0,130.03,128.99,23629,2025-12-30
AAVAS,EQ,1481.7,1455.7,1466.0,1478.0,141051,2025-12-30
AFSL,EQ,205.0,201.3,203.72,201.58,5501,2025-12-30
ABB,EQ,5169.0,5100.0,5138.5,5165.0,107504,2025-12-30
ABBOTINDIA,EQ,29045.0,28225.0,28680.0,28905.0,21561,2025-12-30
ABMINTLLTD,EQ,42.9,42.9,42.9,42.9,1,2025-12-30
ACC,EQ,1745.0,1715.0,1732.1,1725.2,227716,2025-12-30
ACCELYA,EQ,1323.0,1308.0,1315.6,1310.5,85303,2025-12-30
ACCURACY,EQ,5.8,5.65,5.7,5.77,97576,2025-12-30
ACEINTEG,EQ,23.69,22.11,22.52,22.92,1906,2025-12-30
ACMESOLAR,EQ,235.55,231.67,234.37,235.66,996122,2025-12-30
ACE,EQ,948.4,922.3,925.25,933.75,215217,2025-12-30
ACUTAAS,EQ,1700.0,1643.0,1656.0,1651.9,296564,2025-12-30
