TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,202.7,193.61,198.67,194.53,75764,2025-12-23
21STCENMGM,EQ,50.7,49.83,50.7,49.71,10603,2025-12-23
360ONE,EQ,1186.6,1158.0,1181.7,1165.5,473322,2025-12-23
GOLD360,EQ,134.9,133.05,133.7,131.65,57376,2025-12-23
SILVER360,EQ,209.33,206.51,207.58,204.8,39562,2025-12-23
3IINFOLTD,EQ,17.4,17.15,17.33,17.09,325500,2025-12-23
3MINDIA,EQ,35845.0,34880.0,35010.0,35435.0,2339,2025-12-23
3PLAND,EQ,39.4,36.55,37.49,38.0,8672,2025-12-23
5PAISA,EQ,320.3,314.0,315.8,317.75,30219,2025-12-23
63MOONS,EQ,767.9,754.75,757.05,760.45,50718,2025-12-23
ABCOTS,EQ,413.95,409.55,413.0,409.85,1510,2025-12-23
ABINFRA,EQ,18.9,18.28,18.36,18.28,135821,2025-12-23
A2ZINFRA,EQ,16.5,14.76,16.14,15.0,451116,2025-12-23
AADHARHFC,EQ,489.55,480.5,480.85,488.55,170867,2025-12-23
AAKASH,EQ,9.28,7.67,8.65,8.84,281051,2025-12-23
AAREYDRUGS,EQ,74.6,70.01,72.28,71.84,292339,2025-12-23
AARON,EQ,184.88,179.5,181.27,181.83,10348,2025-12-23
AARTECH,EQ,48.9,47.8,47.98,47.9,10366,2025-12-23
AARTIDRUGS,EQ,419.0,385.2,412.35,385.15,578886,2025-12-23
AARTIIND,EQ,392.7,373.4,383.4,374.95,1862889,2025-12-23
AARTIPHARM,EQ,784.25,771.4,781.15,779.35,97389,2025-12-23
AARTISURF,EQ,404.7,397.9,398.75,398.5,9907,2025-12-23
AARVI,EQ,131.75,125.62,129.5,128.52,11910,2025-12-23
AAVAS,EQ,1491.9,1456.0,1483.0,1457.8,293162,2025-12-23
AFSL,EQ,203.21,201.0,201.09,201.54,5317,2025-12-23
ABB,EQ,5215.0,5151.0,5204.0,5181.0,64953,2025-12-23
ABBOTINDIA,EQ,28600.0,27885.0,28295.0,28010.0,6431,2025-12-23
ABMINTLLTD,EQ,42.87,41.01,42.68,40.93,204,2025-12-23
ACC,EQ,1804.8,1746.0,1754.2,1782.5,873238,2025-12-23
ACCELYA,EQ,1342.0,1293.4,1300.5,1330.1,162551,2025-12-23
ACCURACY,EQ,5.84,5.64,5.75,5.64,54758,2025-12-23
