TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,213.0,208.7,210.51,212.27,52448,2025-10-24
21STCENMGM,EQ,48.09,46.3,46.88,47.25,3724,2025-10-24
360ONE,EQ,1192.2,1170.2,1185.7,1178.9,494044,2025-10-24
GOLD360,EQ,122.1,118.05,118.75,120.95,201916,2025-10-24
SILVER360,EQ,146.5,141.02,145.06,144.42,66120,2025-10-24
3IINFOLTD,EQ,21.74,19.24,20.05,19.2,3339705,2025-10-24
3MINDIA,EQ,29900.0,29510.0,29735.0,29735.0,1728,2025-10-24
3PLAND,EQ,43.89,41.9,42.82,42.06,8107,2025-10-24
5PAISA,EQ,318.45,311.05,312.4,315.1,38527,2025-10-24
63MOONS,EQ,799.85,782.8,786.0,796.0,109342,2025-10-24
ABCOTS,EQ,424.6,411.0,423.0,411.95,16121,2025-10-24
ABINFRA,EQ,19.02,18.05,18.41,18.12,958054,2025-10-24
AADHARHFC,EQ,525.0,506.0,522.6,508.45,639986,2025-10-24
AAKASH,EQ,9.3,9.01,9.16,9.18,36702,2025-10-24
AARON,EQ,191.0,186.86,189.4,187.57,7893,2025-10-24
AARTECH,EQ,64.75,57.36,62.93,58.98,347101,2025-10-24
AARTIDRUGS,EQ,509.7,491.8,493.95,507.75,94285,2025-10-24
AARTIIND,EQ,385.0,376.5,381.7,379.3,374700,2025-10-24
AARTIPHARM,EQ,846.55,830.05,832.4,838.3,80920,2025-10-24
AARTISURF,EQ,479.25,462.75,464.6,473.65,3219,2025-10-24
AARVI,EQ,120.99,118.5,118.74,119.9,3103,2025-10-24
AAVAS,EQ,1727.8,1670.8,1688.0,1668.2,246690,2025-10-24
AFSL,EQ,205.0,201.0,201.34,202.71,62539,2025-10-24
ABB,EQ,5210.0,5151.5,5181.0,5181.5,245669,2025-10-24
ABBOTINDIA,EQ,30230.0,29805.0,29930.0,30115.0,3338,2025-10-24
ACC,EQ,1861.7,1841.5,1850.1,1855.7,285233,2025-10-24
ACCELYA,EQ,1448.0,1412.9,1429.6,1499.5,65420,2025-10-24
ACCURACY,EQ,6.69,6.48,6.58,6.56,123611,2025-10-24
ACEINTEG,EQ,25.09,23.62,23.9,24.55,9290,2025-10-24
ACMESOLAR,EQ,288.55,280.95,283.15,283.75,642927,2025-10-24
ACE,EQ,1121.4,1096.5,1110.1,1101.0,115244,2025-10-24
ACUTAAS,EQ,1745.9,1675.5,1683.3,1740.2,237839,2025-10-24
ADANIENSOL,EQ,956.0,937.55,944.25,952.4,1131330,2025-10-24
ADANIENT,EQ,2554.8,2497.7,2504.2,2545.8,473765,2025-10-24
ADANIGREEN,EQ,1049.4,1028.0,1031.1,1044.7,1202737,2025-10-24
ADANIPORTS,EQ,1463.5,1422.3,1429.0,1453.1,1907383,2025-10-24
ADANIPOWER,EQ,169.18,164.0,167.72,165.26,44515519,2025-10-24
ATGL,EQ,624.9,618.0,622.55,623.4,551548,2025-10-24
ADFFOODS,EQ,212.96,208.42,211.35,210.18,67826,2025-10-24
ABSLAMC,EQ,856.55,826.4,830.6,851.35,447924,2025-10-24
ABCAPITAL,EQ,309.95,303.95,306.15,308.0,2651597,2025-10-24
ABFRL,EQ,83.54,81.4,81.93,83.52,3489414,2025-10-24
ABLBL,EQ,140.71,137.7,138.44,140.12,669852,2025-10-24
BIRLAMONEY,EQ,167.49,162.54,165.16,164.65,103884,2025-10-24
ABREL,EQ,1695.3,1654.6,1682.4,1685.2,246471,2025-10-24
CPPLUS,EQ,1424.1,1365.5,1389.3,1409.9,107390,2025-10-24
AVL,EQ,559.0,547.25,550.25,550.55,104021,2025-10-24
BSLGOLDETF,EQ,109.0,105.98,106.41,107.92,256459,2025-10-24
BSLNIFTY,EQ,30.3,29.8,29.93,30.08,1879330,2025-10-24
ADOR,EQ,1155.35,1125.1,1132.5,1145.1,22782,2025-10-24
ADROITINFO,EQ,12.0,11.4,11.7,11.81,34692,2025-10-24
ADVANCE,EQ,147.9,122.3,147.57,123.25,7784902,2025-10-24
ADVENZYMES,EQ,313.9,304.8,306.6,310.05,119489,2025-10-24
ADVANIHOTR,EQ,58.88,58.15,58.75,58.15,22653,2025-10-24
AEGISLOG,EQ,801.35,780.85,782.6,798.55,201550,2025-10-24
AEGISVOPAK,EQ,290.0,278.1,280.25,289.2,478880,2025-10-24
AEROENTER,EQ,86.75,81.31,85.27,82.07,375603,2025-10-24
AEROFLEX,EQ,174.17,171.5,172.33,172.43,180475,2025-10-24
AERONEU,EQ,86.84,80.22,83.68,82.57,37896,2025-10-24
AETHER,EQ,766.95,753.0,764.45,762.6,39413,2025-10-24
AFCONS,EQ,448.75,443.0,443.45,444.5,158810,2025-10-24
AFFLE,EQ,1904.3,1877.0,1887.4,1900.5,102177,2025-10-24
AFFORDABLE,EQ,272.95,262.5,264.58,268.78,33014,2025-10-24
AGARIND,EQ,905.0,879.95,897.75,892.45,10116,2025-10-24
AGI,EQ,837.6,822.3,827.25,827.35,59269,2025-10-24
AGIIL,EQ,276.9,263.2,264.8,265.7,432686,2025-10-24
AGRITECH,EQ,132.99,129.8,130.88,131.65,2313,2025-10-24
AHLADA,EQ,61.98,59.23,59.72,60.85,9597,2025-10-24
AHLUCONT,EQ,930.55,920.4,924.6,918.25,10217,2025-10-24
AIAENG,EQ,3366.4,3326.5,3360.2,3356.0,36308,2025-10-24
GOLDTECH,EQ,57.98,56.0,57.24,56.77,17941,2025-10-24
AIRAN,EQ,24.6,24.01,24.31,23.82,74847,2025-10-24
AIROLAM,EQ,106.99,100.8,102.21,105.81,29016,2025-10-24
AJANTPHARM,EQ,2435.0,2389.0,2414.4,2414.5,198793,2025-10-24
AJAXENGG,EQ,620.2,607.3,616.3,607.0,51318,2025-10-24
AJMERA,EQ,1035.25,1010.35,1023.15,1031.05,54533,2025-10-24
AJOONI,EQ,5.25,5.13,5.13,5.15,371294,2025-10-24
AKASH,EQ,28.4,27.7,28.01,27.79,6833,2025-10-24
AKG,EQ,13.7,13.3,13.47,13.55,11012,2025-10-24
AKI,EQ,8.45,8.27,8.27,8.26,65147,2025-10-24
AFIL,EQ,8.28,8.1,8.18,8.19,1012790,2025-10-24
AKSHOPTFBR,EQ,7.78,7.55,7.63,7.63,86082,2025-10-24
AKSHARCHEM,EQ,279.6,264.65,267.5,277.85,7621,2025-10-24
AKUMS,EQ,466.0,456.05,460.55,463.05,77138,2025-10-24
AKZOINDIA,EQ,3365.9,3257.2,3283.5,3334.1,29647,2025-10-24
ALANKIT,EQ,12.28,11.92,12.0,12.12,216357,2025-10-24
ALBERTDAVD,EQ,806.9,799.0,801.15,804.45,868,2025-10-24
ALEMBICLTD,EQ,101.57,100.0,100.8,100.91,165114,2025-10-24
APLLTD,EQ,935.0,909.5,924.6,921.55,124980,2025-10-24
ALICON,EQ,882.0,855.0,873.8,855.15,8290,2025-10-24
ALIVUS,EQ,928.0,917.95,924.15,921.15,176536,2025-10-24
ALKALI,EQ,89.49,88.15,88.45,89.05,6833,2025-10-24
ALKEM,EQ,5569.0,5489.5,5545.0,5534.0,117663,2025-10-24
ALKYLAMINE,EQ,1914.0,1858.7,1871.3,1885.1,21268,2025-10-24
ALLTIME,EQ,290.55,286.0,289.6,289.8,147427,2025-10-24
ACLGATI,EQ,61.75,60.31,60.61,61.59,187652,2025-10-24
ALLCARGO,EQ,33.58,32.93,33.03,33.44,1809734,2025-10-24
ATL,EQ,34.76,33.88,34.16,34.75,202123,2025-10-24
ALLDIGI,EQ,904.45,883.0,889.15,898.6,3610,2025-10-24
ABDL,EQ,640.0,613.5,618.35,625.45,1468501,2025-10-24
ADSL,EQ,183.0,180.59,181.73,183.91,161024,2025-10-24
