TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,211.2,204.64,207.54,205.18,105576,2026-01-07
21STCENMGM,EQ,49.22,47.45,47.5,48.39,6865,2026-01-07
360ONE,EQ,1200.4,1168.5,1191.8,1187.0,1265898,2026-01-07
GOLD360,EQ,134.2,133.0,133.55,133.35,31483,2026-01-07
SILVER360,EQ,248.11,235.85,239.16,242.06,607417,2026-01-07
3IINFOLTD,EQ,16.75,16.59,16.69,16.52,189093,2026-01-07
3MINDIA,EQ,35010.0,34350.0,34875.0,35020.0,2869,2026-01-07
3PLAND,EQ,37.75,36.3,37.4,37.05,5039,2026-01-07
5PAISA,EQ,387.9,381.0,384.75,387.95,109368,2026-01-07
63MOONS,EQ,719.9,707.35,712.75,713.75,42629,2026-01-07
ABCOTS,EQ,412.9,407.1,410.3,409.35,8642,2026-01-07
ABINFRA,EQ,19.79,18.95,19.55,18.95,1188046,2026-01-07
A2ZINFRA,EQ,15.54,14.93,15.21,14.97,146465,2026-01-07
AADHARHFC,EQ,499.65,490.5,496.2,499.7,143084,2026-01-07
AAKASH,EQ,8.92,8.69,8.7,8.8,47549,2026-01-07
AAREYDRUGS,EQ,70.04,66.17,69.85,66.71,436306,2026-01-07
AARON,EQ,173.95,169.0,173.08,170.51,13345,2026-01-07
AARTECH,EQ,55.5,53.41,53.76,55.21,65465,2026-01-07
AARTIDRUGS,EQ,406.35,401.25,404.0,405.75,52925,2026-01-07
AARTIIND,EQ,377.0,372.0,375.9,375.05,237522,2026-01-07
AARTIPHARM,EQ,756.25,736.4,747.25,736.9,99429,2026-01-07
AARTISURF,EQ,388.0,374.05,380.4,384.45,8686,2026-01-07
AARVI,EQ,136.19,124.6,133.95,127.13,136222,2026-01-07
AAVAS,EQ,1472.5,1449.0,1467.2,1462.3,71568,2026-01-07
AFSL,EQ,202.3,201.0,201.14,201.11,12427,2026-01-07
ABB,EQ,5307.5,5181.5,5299.0,5224.5,123203,2026-01-07
ABBOTINDIA,EQ,28600.0,28140.0,28485.0,28440.0,5385,2026-01-07
ABMINTLLTD,EQ,43.5,39.9,42.5,42.56,1519,2026-01-07
ACC,EQ,1759.0,1747.5,1755.4,1752.0,92042,2026-01-07
ACCELYA,EQ,1339.0,1310.3,1328.0,1309.2,12335,2026-01-07
ACCURACY,EQ,5.8,5.55,5.72,5.64,103146,2026-01-07
ACEINTEG,EQ,23.0,21.6,21.97,22.08,2432,2026-01-07
ACMESOLAR,EQ,232.58,225.55,230.66,230.76,848486,2026-01-07
ACE,EQ,940.0,925.5,931.75,937.0,130186,2026-01-07
ACUTAAS,EQ,1801.6,1741.4,1763.2,1758.1,462931,2026-01-07
ADANIENSOL,EQ,1047.9,1028.4,1033.5,1044.1,489225,2026-01-07
ADANIENT,EQ,2284.0,2243.0,2274.1,2259.1,529451,2026-01-07
ADANIGREEN,EQ,1023.7,1011.4,1019.2,1019.4,742308,2026-01-07
ADANIPORTS,EQ,1480.4,1459.0,1465.3,1473.2,2124534,2026-01-07
ADANIPOWER,EQ,148.4,145.8,146.37,147.55,7285671,2026-01-07
ATGL,EQ,572.5,568.0,571.5,570.35,344248,2026-01-07
ADFFOODS,EQ,210.84,205.4,209.06,206.78,94308,2026-01-07
ABSLAMC,EQ,859.3,841.65,853.7,849.95,233699,2026-01-07
ABCAPITAL,EQ,363.0,354.0,361.1,360.65,2789835,2026-01-07
ABFRL,EQ,78.35,76.7,77.29,77.45,2388290,2026-01-07
ABLBL,EQ,121.0,118.81,119.49,120.08,692392,2026-01-07
BIRLAMONEY,EQ,144.75,140.01,143.51,140.79,32446,2026-01-07
ABREL,EQ,1681.1,1650.0,1668.6,1668.0,57391,2026-01-07
CPPLUS,EQ,1437.4,1381.0,1401.4,1418.5,114049,2026-01-07
AVL,EQ,506.0,482.65,500.7,490.05,123696,2026-01-07
BSLGOLDETF,EQ,121.5,119.7,120.24,120.39,770197,2026-01-07
BSLNIFTY,EQ,31.19,30.03,30.41,30.43,203052,2026-01-07
ADOR,EQ,1048.0,1026.3,1036.6,1026.7,7132,2026-01-07
ADROITINFO,EQ,10.37,9.9,10.18,9.97,78670,2026-01-07
ADVANCE,EQ,134.0,129.85,131.0,132.71,493719,2026-01-07
ADVENZYMES,EQ,315.15,305.05,312.6,307.5,131751,2026-01-07
ADVANIHOTR,EQ,57.26,56.56,56.79,56.82,18126,2026-01-07
ADVENTHTL,EQ,241.3,234.0,236.88,241.3,96892,2026-01-07
AEGISLOG,EQ,751.5,733.6,749.0,746.2,205866,2026-01-07
AEGISVOPAK,EQ,241.04,236.5,237.6,239.59,238513,2026-01-07
AEQUS,EQ,141.5,137.0,140.56,140.95,1984314,2026-01-07
AEROENTER,EQ,90.5,85.0,85.64,88.16,664338,2026-01-07
AEROFLEX,EQ,204.4,195.1,198.39,196.11,932573,2026-01-07
