TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,234.15,227.02,228.91,233.56,79770,2025-08-26
21STCENMGM,EQ,56.0,53.95,53.98,55.02,7526,2025-08-26
360ONE,EQ,1110.9,1081.1,1087.4,1092.7,2422947,2025-08-26
GOLD360,EQ,99.7,98.9,99.65,99.0,3259,2025-08-26
SILVER360,EQ,117.99,113.65,114.05,115.15,8659,2025-08-26
3IINFOLTD,EQ,23.77,23.0,23.06,23.69,113007,2025-08-26
3MINDIA,EQ,30800.0,30230.0,30415.0,30520.0,4152,2025-08-26
3PLAND,EQ,48.47,46.4,46.92,48.0,4467,2025-08-26
5PAISA,EQ,362.45,350.0,357.9,362.45,17093,2025-08-26
63MOONS,EQ,959.0,921.2,929.4,951.5,80616,2025-08-26
AAATECH,EQ,83.99,77.07,77.8,81.73,46603,2025-08-26
AADHARHFC,EQ,519.95,500.05,503.45,517.25,547684,2025-08-26
AARON,EQ,250.0,214.2,217.65,238.85,123144,2025-08-26
AARTECH,EQ,62.5,59.0,59.06,59.87,42306,2025-08-26
AARTIDRUGS,EQ,481.8,469.0,470.05,480.9,65719,2025-08-26
AARTIIND,EQ,391.65,382.45,386.0,388.55,964212,2025-08-26
AARTIPHARM,EQ,835.0,812.1,818.65,827.6,403967,2025-08-26
AARVI,EQ,124.48,119.31,121.65,122.06,37130,2025-08-26
AAVAS,EQ,1634.4,1561.0,1572.3,1631.9,207311,2025-08-26
ABAN,EQ,49.43,47.65,47.92,49.57,61773,2025-08-26
AFSL,EQ,221.69,220.0,220.04,220.32,8093,2025-08-26
ABB,EQ,5109.5,5011.0,5022.0,5100.5,482397,2025-08-26
ABBOTINDIA,EQ,32050.0,31175.0,31885.0,31520.0,10802,2025-08-26
ACC,EQ,1817.9,1795.7,1798.5,1807.7,169357,2025-08-26
ACCELYA,EQ,1444.7,1402.1,1412.3,1432.5,6313,2025-08-26
ACCURACY,EQ,7.26,6.97,7.08,7.07,89424,2025-08-26
ACEINTEG,EQ,24.8,23.61,23.85,24.04,1011,2025-08-26
ACMESOLAR,EQ,308.0,284.25,285.7,303.3,4011283,2025-08-26
ACE,EQ,1079.5,1039.4,1042.8,1080.5,817523,2025-08-26
ACUTAAS,EQ,1432.0,1395.0,1413.6,1429.6,303772,2025-08-26
ADANIENSOL,EQ,803.45,787.75,788.65,805.75,501821,2025-08-26
ADANIENT,EQ,2309.3,2249.4,2272.0,2302.9,1071550,2025-08-26
ADANIGREEN,EQ,965.75,926.0,931.25,964.1,1462770,2025-08-26
ADANIPORTS,EQ,1339.9,1310.0,1315.4,1340.4,1652272,2025-08-26
ADANIPOWER,EQ,605.0,590.0,592.1,605.65,2259169,2025-08-26
ATGL,EQ,644.5,625.5,635.7,631.25,1256023,2025-08-26
ADFFOODS,EQ,230.36,218.01,219.24,230.89,130340,2025-08-26
ABSLAMC,EQ,877.65,840.0,842.75,874.55,304426,2025-08-26
ABCAPITAL,EQ,285.4,280.1,281.0,285.2,3547904,2025-08-26
ABFRL,EQ,83.36,81.81,82.56,81.98,13144220,2025-08-26
ABLBL,EQ,144.13,137.3,138.9,144.13,1884179,2025-08-26
BIRLAMONEY,EQ,184.68,178.25,179.93,181.34,132427,2025-08-26
ABREL,EQ,1845.2,1779.7,1788.3,1845.4,104013,2025-08-26
CPPLUS,EQ,1325.95,1261.1,1283.0,1319.75,438144,2025-08-26
AVL,EQ,511.95,493.0,510.65,502.05,384222,2025-08-26
BSLGOLDETF,EQ,89.23,86.44,89.04,88.66,167283,2025-08-26
BSLNIFTY,EQ,29.3,28.6,28.7,28.93,132737,2025-08-26
ADOR,EQ,922.05,905.9,909.3,914.55,5180,2025-08-26
ADROITINFO,EQ,10.86,10.11,10.46,10.55,25870,2025-08-26
ADVENZYMES,EQ,310.0,301.25,301.85,309.3,165115,2025-08-26
ADVANIHOTR,EQ,63.9,61.21,62.29,63.57,62590,2025-08-26
AEGISLOG,EQ,725.2,694.5,699.1,725.2,262738,2025-08-26
AEGISVOPAK,EQ,260.0,243.66,255.19,258.87,587387,2025-08-26
AEROENTER,EQ,89.7,87.1,87.48,89.76,88943,2025-08-26
AEROFLEX,EQ,181.65,174.16,176.07,179.68,424510,2025-08-26
AETHER,EQ,756.85,730.0,736.0,757.8,161928,2025-08-26
AFCONS,EQ,446.3,422.55,433.75,431.05,4311237,2025-08-26
AFFLE,EQ,1939.9,1885.0,1894.7,1936.3,245848,2025-08-26
AFFORDABLE,EQ,356.8,279.1,279.1,348.85,437478,2025-08-26
AGARIND,EQ,807.0,780.2,782.15,795.75,53918,2025-08-26
AGI,EQ,937.85,914.05,919.35,937.0,102243,2025-08-26
AGIIL,EQ,1177.6,1150.0,1158.0,1175.6,17871,2025-08-26
AGRITECH,EQ,143.43,138.35,140.07,142.51,2675,2025-08-26
AHLADA,EQ,58.92,57.0,57.37,57.48,23546,2025-08-26
AHLUCONT,EQ,960.6,920.0,924.3,958.9,30055,2025-08-26
AIAENG,EQ,3110.7,3035.0,3039.7,3090.1,50492,2025-08-26
GOLDTECH,EQ,69.9,67.01,67.3,69.11,26361,2025-08-26
AIRAN,EQ,26.33,25.42,25.69,25.89,75492,2025-08-26
AIROLAM,EQ,110.96,105.11,105.95,109.89,5903,2025-08-26
AJANTPHARM,EQ,2626.2,2560.1,2579.1,2622.0,80420,2025-08-26
AJAXENGG,EQ,697.15,678.3,689.1,694.5,56665,2025-08-26
AJMERA,EQ,909.75,884.8,896.45,905.25,23952,2025-08-26
AJOONI,EQ,5.94,5.09,5.24,5.08,4524559,2025-08-26
AKASH,EQ,27.24,26.0,26.02,26.92,9387,2025-08-26
AKG,EQ,12.71,12.26,12.37,12.6,26510,2025-08-26
AFIL,EQ,7.23,6.99,7.0,7.19,532383,2025-08-26
AKSHOPTFBR,EQ,7.68,7.36,7.45,7.65,199888,2025-08-26
AKSHAR,EQ,0.65,0.55,0.57,0.6,8150409,2025-08-26
AKSHARCHEM,EQ,279.05,273.1,275.75,279.35,4233,2025-08-26
AKUMS,EQ,481.5,469.6,477.1,478.35,427955,2025-08-26
AKZOINDIA,EQ,3460.0,3397.6,3425.4,3422.4,19870,2025-08-26
ALANKIT,EQ,14.39,14.16,14.24,14.26,97164,2025-08-26
ALBERTDAVD,EQ,813.5,798.65,803.45,807.2,2789,2025-08-26
ALEMBICLTD,EQ,105.08,103.35,103.64,105.1,159564,2025-08-26
APLLTD,EQ,973.75,930.35,936.5,978.05,62166,2025-08-26
ALICON,EQ,851.15,832.0,838.9,847.25,3936,2025-08-26
ALIVUS,EQ,973.0,943.9,948.5,970.0,122076,2025-08-26
ALKALI,EQ,89.0,85.5,86.01,88.93,8465,2025-08-26
ALKEM,EQ,5438.0,5373.5,5422.0,5415.5,188824,2025-08-26
ALKYLAMINE,EQ,2139.2,2052.0,2067.7,2122.5,26336,2025-08-26
ALLTIME,EQ,329.35,301.05,303.1,328.35,2350406,2025-08-26
ACLGATI,EQ,63.0,61.35,62.35,62.54,94404,2025-08-26
ALLCARGO,EQ,33.2,31.94,32.15,33.19,1983473,2025-08-26
ATL,EQ,27.43,26.89,26.97,27.31,120458,2025-08-26
ALLDIGI,EQ,967.85,950.0,953.9,963.75,4584,2025-08-26
ABDL,EQ,519.7,505.65,509.85,511.95,422382,2025-08-26
ADSL,EQ,160.04,156.16,157.35,159.69,131702,2025-08-26
ALMONDZ,EQ,21.15,20.0,20.21,20.96,89801,2025-08-26
ALOKINDS,EQ,18.09,17.55,17.62,18.05,3288749,2025-08-26
ALPA,EQ,98.1,95.0,95.21,97.11,6760,2025-08-26
ALPHAGEO,EQ,245.4,238.1,239.2,242.8,9396,2025-08-26
ARE&M,EQ,987.65,968.45,975.85,986.55,435715,2025-08-26
AMBER,EQ,7425.0,7174.0,7229.0,7352.5,320057,2025-08-26
AMBICAAGAR,EQ,27.08,26.56,26.78,26.63,2443,2025-08-26
AMBIKCO,EQ,1442.5,1382.5,1387.5,1432.7,11867,2025-08-26
AMBUJACEM,EQ,581.0,571.75,572.8,581.0,1527366,2025-08-26
AMDIND,EQ,51.59,50.01,50.42,50.97,7557,2025-08-26
AMNPLST,EQ,227.75,222.0,223.24,227.21,4864,2025-08-26
AMJLAND,EQ,58.7,56.04,56.54,57.36,40335,2025-08-26
AMRUTANJAN,EQ,722.95,701.95,703.9,708.5,19254,2025-08-26
ANANDRATHI,EQ,2822.0,2747.5,2801.7,2803.8,119666,2025-08-26
ANANTRAJ,EQ,539.7,530.0,531.75,539.05,606054,2025-08-26
ACL,EQ,88.74,78.0,88.74,80.68,457787,2025-08-26
ANDHRAPAP,EQ,80.89,75.6,78.31,81.79,645655,2025-08-26
ANDHRSUGAR,EQ,80.89,75.45,76.3,78.5,445994,2025-08-26
ANGELONE,EQ,2451.2,2332.6,2339.1,2446.9,1673085,2025-08-26
ANIKINDS,EQ,96.4,91.15,93.88,93.49,1560,2025-08-26
ANMOL,EQ,16.6,15.95,16.35,16.17,80156,2025-08-26
ANTGRAPHIC,EQ,1.14,1.05,1.11,1.12,286224,2025-08-26
ANTHEM,EQ,864.9,830.0,835.85,843.65,1706485,2025-08-26
AWHCL,EQ,594.35,576.0,578.6,587.9,40610,2025-08-26
ANUHPHR,EQ,89.87,87.0,87.39,88.92,25332,2025-08-26
ANURAS,EQ,1129.5,1102.4,1124.3,1125.5,247042,2025-08-26
AONELIQUID,EQ,1022.82,1022.8,1022.81,1022.52,7320,2025-08-26
AONENIFTY,EQ,10.25,10.08,10.12,10.2,154928,2025-08-26
AONETOTAL,EQ,11.9,11.53,11.54,11.67,334659,2025-08-26
APARINDS,EQ,8099.0,7851.0,7881.5,8095.5,57333,2025-08-26
APCOTEXIND,EQ,389.0,382.2,386.2,388.05,19750,2025-08-26
APEX,EQ,231.28,224.44,229.38,231.4,47390,2025-08-26
APLAPOLLO,EQ,1650.0,1620.5,1628.9,1645.2,682057,2025-08-26
APOLLOHOSP,EQ,7834.0,7720.5,7793.5,7851.0,671659,2025-08-26
APOLLO,EQ,253.2,241.01,243.3,250.74,21913532,2025-08-26
APOLLOPIPE,EQ,402.65,396.15,399.85,402.1,52104,2025-08-26
APOLSINHOT,EQ,1419.8,1380.4,1386.7,1411.7,649,2025-08-26
APOLLOTYRE,EQ,465.9,455.0,456.55,465.8,718649,2025-08-26
APTUS,EQ,340.65,332.15,336.1,337.25,1247244,2025-08-26
ACI,EQ,685.0,650.0,655.25,685.2,205090,2025-08-26
ADL,EQ,89.2,84.11,88.63,88.87,3261,2025-08-26
ARCHIDPLY,EQ,100.0,97.0,97.59,99.22,11918,2025-08-26
ARFIN,EQ,34.7,33.37,34.31,33.85,61729,2025-08-26
ARIES,EQ,456.6,423.0,428.8,436.4,490017,2025-08-26
ARIHANTCAP,EQ,114.86,108.55,112.0,110.33,927841,2025-08-26
ARIHANTSUP,EQ,417.7,409.05,413.95,413.05,16358,2025-08-26
ARISINFRA,EQ,150.99,145.58,150.06,148.87,900883,2025-08-26
ARKADE,EQ,181.9,176.5,178.06,179.6,502159,2025-08-26
ARMANFIN,EQ,1444.8,1400.0,1424.2,1410.3,24411,2025-08-26
AROGRANITE,EQ,36.42,35.5,35.82,36.65,4546,2025-08-26
ARROWGREEN,EQ,628.25,600.0,622.6,605.1,43252,2025-08-26
ARTEMISMED,EQ,233.09,220.8,222.16,232.45,287794,2025-08-26
ARVEE,EQ,164.0,160.0,160.79,164.39,10,2025-08-26
ARVINDFASN,EQ,535.85,516.75,526.0,534.6,207517,2025-08-26
ARVIND,EQ,291.8,281.75,283.0,292.55,422448,2025-08-26
ARVSMART,EQ,624.35,601.0,606.55,622.4,45448,2025-08-26
ASAHIINDIA,EQ,887.8,867.15,873.45,884.45,161688,2025-08-26
ASAHISONG,EQ,304.85,297.0,299.25,303.2,4235,2025-08-26
ASHAPURMIN,EQ,493.2,476.15,485.2,481.3,442435,2025-08-26
ASHIANA,EQ,336.0,308.6,322.95,310.7,401581,2025-08-26
ASHIMASYN,EQ,25.5,24.29,24.8,25.41,100919,2025-08-26
ASHOKLEY,EQ,132.36,129.91,131.37,131.01,13267634,2025-08-26
ASHOKA,EQ,182.0,177.65,178.49,182.82,427184,2025-08-26
ASHOKAMET,EQ,16.88,16.53,16.64,16.53,11434,2025-08-26
ASIANENE,EQ,373.9,355.1,367.9,360.85,1021354,2025-08-26
AHLEAST,EQ,156.9,150.91,152.36,154.32,1506,2025-08-26
ASIANHOTNR,EQ,350.0,321.5,324.05,335.45,2772,2025-08-26
ASIANPAINT,EQ,2523.3,2468.0,2481.4,2492.9,7106393,2025-08-26
ASKAUTOLTD,EQ,503.2,491.5,493.65,498.85,160951,2025-08-26
ASPINWALL,EQ,274.0,271.0,272.4,270.2,1633,2025-08-26
ASALCBR,EQ,1065.0,1032.1,1043.6,1036.2,21413,2025-08-26
ASTEC,EQ,864.0,833.15,839.6,868.1,20871,2025-08-26
ASTERDM,EQ,608.9,598.0,601.0,600.7,588937,2025-08-26
ASTRAMICRO,EQ,1038.0,994.25,1000.25,1038.45,370764,2025-08-26
ASTRAL,EQ,1415.3,1385.2,1390.1,1414.3,904261,2025-08-26
ASTRAZEN,EQ,8329.5,7955.0,8016.5,8268.0,62760,2025-08-26
ASTRON,EQ,13.67,12.51,12.75,13.17,41119,2025-08-26
ATAM,EQ,96.43,91.16,93.99,94.29,72967,2025-08-26
ATHERENERG,EQ,451.0,413.3,431.5,417.7,4280682,2025-08-26
ATLANTAA,EQ,33.1,32.4,32.52,33.4,6975,2025-08-26
ATULAUTO,EQ,443.95,425.0,429.5,440.55,45224,2025-08-26
ATUL,EQ,6520.0,6245.0,6261.0,6506.5,70120,2025-08-26
AUBANK,EQ,750.9,740.25,745.25,749.6,2429502,2025-08-26
AURIONPRO,EQ,1337.0,1292.2,1312.1,1326.8,161174,2025-08-26
AUROPHARMA,EQ,1067.0,1042.7,1045.6,1067.4,2586406,2025-08-26
AURUM,EQ,175.19,170.2,170.76,174.13,32732,2025-08-26
AIIL,EQ,3190.0,3013.5,3125.7,3042.1,672707,2025-08-26
AUTOIND,EQ,73.47,70.1,70.86,73.18,52063,2025-08-26
AUTOAXLES,EQ,1774.4,1718.5,1726.1,1765.5,3603,2025-08-26
ASAL,EQ,496.95,483.7,485.85,497.35,7482,2025-08-26
AVADHSUGAR,EQ,434.2,422.0,424.3,432.85,17885,2025-08-26
AVALON,EQ,863.85,840.15,843.7,862.3,171036,2025-08-26
AVANTEL,EQ,153.74,146.49,148.1,150.85,1643040,2025-08-26
AVANTIFEED,EQ,643.0,624.25,639.95,637.45,309855,2025-08-26
DMART,EQ,4799.1,4696.2,4716.4,4725.3,911518,2025-08-26
AVG,EQ,229.0,222.49,225.15,228.57,12403,2025-08-26
AVONMORE,EQ,21.13,19.2,19.57,20.66,491432,2025-08-26
AVROIND,EQ,155.0,150.0,151.7,156.12,5895,2025-08-26
AVTNPL,EQ,73.99,72.35,73.01,73.84,44864,2025-08-26
AWFIS,EQ,587.0,570.25,575.65,586.9,143071,2025-08-26
AWL,EQ,259.35,251.3,251.95,259.65,946938,2025-08-26
AXISBANK,EQ,1069.8,1048.0,1050.1,1070.0,7197666,2025-08-26
AXISGOLD,EQ,85.48,83.0,84.35,84.12,1148565,2025-08-26
AXISBNKETF,EQ,563.87,560.3,560.99,567.86,1664,2025-08-26
AXISBPSETF,EQ,12.97,12.82,12.85,12.88,68164,2025-08-26
AXISCETF,EQ,126.0,125.07,125.16,126.03,4058,2025-08-26
AXISHCETF,EQ,150.07,147.06,147.83,150.06,4999,2025-08-26
AXISILVER,EQ,119.29,115.55,116.13,116.39,298476,2025-08-26
AXISNIFTY,EQ,281.83,266.77,271.15,273.62,9003,2025-08-26
AXISTECETF,EQ,393.39,388.42,389.94,392.95,3819,2025-08-26
AXISVALUE,EQ,28.38,27.85,27.9,28.24,150173,2025-08-26
AXSENSEX,EQ,84.63,83.2,83.25,84.21,1234,2025-08-26
AXITA,EQ,8.86,8.79,8.8,8.81,1834614,2025-08-26
AYMSYNTEX,EQ,195.95,189.79,190.28,189.76,20872,2025-08-26
AZAD,EQ,1565.4,1515.0,1534.6,1567.7,131347,2025-08-26
BBTCL,EQ,208.2,201.02,203.11,206.39,2050,2025-08-26
BAGFILMS,EQ,6.6,6.25,6.3,6.37,141800,2025-08-26
BLKASHYAP,EQ,72.2,68.21,68.6,72.83,502589,2025-08-26
STYLEBAAZA,EQ,324.9,315.0,320.3,323.35,196771,2025-08-26
BAFNAPH,EQ,100.42,96.02,100.42,95.64,14932,2025-08-26
BAIDFIN,EQ,11.44,10.9,11.2,11.2,120896,2025-08-26
BAJAJ-AUTO,EQ,8825.0,8646.0,8691.5,8750.5,778390,2025-08-26
BAJAJCON,EQ,234.99,225.1,229.51,228.58,1050841,2025-08-26
BAJAJELEC,EQ,588.05,571.3,574.05,589.75,165057,2025-08-26
BAJFINANCE,EQ,901.9,873.5,876.25,900.8,6712926,2025-08-26
BAJAJFINSV,EQ,1963.4,1917.6,1924.2,1963.8,1179819,2025-08-26
BAJAJHCARE,EQ,438.55,430.2,434.6,438.55,67033,2025-08-26
BAJAJHIND,EQ,21.17,20.55,20.65,21.09,3591690,2025-08-26
BAJAJHLDNG,EQ,13350.0,12840.0,12997.0,13265.0,92529,2025-08-26
BAJAJHFL,EQ,113.35,112.01,112.33,113.44,3027242,2025-08-26
BALPHARMA,EQ,88.29,86.01,86.69,87.08,10118,2025-08-26
BALAMINES,EQ,1559.9,1509.5,1517.0,1555.4,21983,2025-08-26
BALAXI,EQ,47.19,45.5,45.66,46.87,116180,2025-08-26
BALKRISIND,EQ,2377.0,2303.0,2324.3,2367.1,574342,2025-08-26
BALKRISHNA,EQ,22.32,20.95,21.9,21.94,43531,2025-08-26
BALMLAWRIE,EQ,222.38,218.05,218.6,222.57,196203,2025-08-26
BALRAMCHIN,EQ,590.75,551.4,558.7,590.25,396742,2025-08-26
BANARBEADS,EQ,108.28,102.21,103.32,106.42,5258,2025-08-26
BANCOINDIA,EQ,589.15,570.0,583.2,589.2,189089,2025-08-26
BANDHANBNK,EQ,171.44,165.0,165.86,171.45,4460308,2025-08-26
IDFNIFTYET,EQ,275.62,271.81,271.81,274.25,134,2025-08-26
