TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,231.0,226.0,226.66,227.02,106283,2025-09-10
21STCENMGM,EQ,54.4,53.49,53.99,53.49,8462,2025-09-10
360ONE,EQ,1082.4,1043.6,1078.0,1043.9,1184367,2025-09-10
GOLD360,EQ,112.9,105.35,107.55,112.15,37752,2025-09-10
SILVER360,EQ,125.79,122.15,123.38,125.11,9352,2025-09-10
3IINFOLTD,EQ,26.4,23.21,24.43,23.19,1225934,2025-09-10
3MINDIA,EQ,31115.0,30400.0,30565.0,30830.0,4067,2025-09-10
3PLAND,EQ,46.65,45.0,46.03,44.98,2682,2025-09-10
5PAISA,EQ,376.4,366.35,369.5,372.2,12566,2025-09-10
63MOONS,EQ,967.4,931.05,932.85,940.0,160304,2025-09-10
ABINFRA,EQ,217.65,206.25,207.01,215.0,109927,2025-09-10
AAATECH,EQ,82.59,79.0,79.46,79.48,23442,2025-09-10
AADHARHFC,EQ,522.4,513.4,517.8,512.4,291837,2025-09-10
AARON,EQ,205.87,201.0,202.23,203.44,13988,2025-09-10
AARTECH,EQ,59.34,57.3,57.92,57.87,23175,2025-09-10
AARTIDRUGS,EQ,527.7,490.0,509.95,492.35,667772,2025-09-10
AARTIIND,EQ,396.6,387.05,388.9,388.0,638993,2025-09-10
AARTIPHARM,EQ,914.9,883.8,900.35,906.65,268455,2025-09-10
AARTISURF,EQ,498.8,478.7,487.2,486.75,4302,2025-09-10
AARVI,EQ,127.63,123.15,124.41,124.63,14841,2025-09-10
AAVAS,EQ,1604.0,1580.8,1599.7,1589.2,174692,2025-09-10
AFSL,EQ,222.2,214.0,215.2,216.53,14928,2025-09-10
ABB,EQ,5195.0,5121.0,5161.9,5131.9,184147,2025-09-10
ABBOTINDIA,EQ,31400.0,30555.0,31255.0,30630.0,20209,2025-09-10
ACC,EQ,1858.0,1843.5,1848.8,1850.2,146805,2025-09-10
ACCELYA,EQ,1425.0,1405.1,1409.7,1404.3,8943,2025-09-10
ACCURACY,EQ,7.15,7.0,7.11,7.03,88224,2025-09-10
