TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,178.8,170.4,172.88,168.86,108007,2026-02-03
21STCENMGM,EQ,38.66,38.61,38.66,37.91,1360,2026-02-03
360ONE,EQ,1188.5,1150.0,1167.6,1110.5,1208601,2026-02-03
GOLD360,EQ,153.45,137.3,149.6,139.7,283710,2026-02-03
SILVER360,EQ,268.72,236.71,257.69,234.55,358138,2026-02-03
3IINFOLTD,EQ,15.5,14.88,15.08,14.88,450220,2026-02-03
3MINDIA,EQ,35650.0,34705.0,35025.0,34490.0,3587,2026-02-03
3PLAND,EQ,36.0,34.02,34.49,34.38,7713,2026-02-03
5PAISA,EQ,357.05,329.4,334.05,331.1,172415,2026-02-03
63MOONS,EQ,662.0,643.0,650.65,638.25,82743,2026-02-03
ABCOTS,EQ,448.95,414.0,420.7,412.55,36135,2026-02-03
ABINFRA,EQ,19.04,18.0,18.25,18.28,848950,2026-02-03
A2ZINFRA,EQ,14.42,13.82,14.14,13.74,103795,2026-02-03
AADHARHFC,EQ,495.0,472.2,477.25,476.8,1030542,2026-02-03
AAKASH,EQ,8.18,7.82,7.86,7.84,55987,2026-02-03
AAREYDRUGS,EQ,65.55,63.31,64.95,64.01,71783,2026-02-03
AARON,EQ,164.69,155.49,160.81,154.62,12812,2026-02-03
AARTECH,EQ,48.8,46.0,47.19,47.09,26416,2026-02-03
AARTIDRUGS,EQ,422.2,385.1,390.6,383.55,260908,2026-02-03
AARTIIND,EQ,444.0,412.0,429.7,373.0,14490359,2026-02-03
AARTIPHARM,EQ,803.5,777.3,796.15,771.5,164075,2026-02-03
AARTISURF,EQ,449.9,409.55,411.85,407.2,22757,2026-02-03
AARVI,EQ,133.0,128.5,130.0,128.08,17382,2026-02-03
AAVAS,EQ,1500.0,1411.0,1429.4,1447.8,529883,2026-02-03
AFSL,EQ,204.9,201.0,201.24,201.85,7105,2026-02-03
ABB,EQ,5769.0,5608.0,5668.5,5468.0,646658,2026-02-03
ABBOTINDIA,EQ,27910.0,26800.0,26880.0,27325.0,10469,2026-02-03
ABMINTLLTD,EQ,41.47,37.7,39.63,37.7,3354,2026-02-03
ACC,EQ,1688.4,1654.1,1668.9,1636.0,243255,2026-02-03
ACCELYA,EQ,1360.0,1317.9,1357.4,1316.3,50010,2026-02-03
ACCURACY,EQ,5.47,5.05,5.2,5.08,138598,2026-02-03
ACEINTEG,EQ,19.92,19.02,19.52,19.43,2427,2026-02-03
ACMESOLAR,EQ,224.1,208.13,217.35,217.46,3090402,2026-02-03
ACE,EQ,919.0,854.65,866.9,884.65,364722,2026-02-03
ACUTAAS,EQ,2060.6,1927.0,1969.7,1937.2,670963,2026-02-03
ADANIENSOL,EQ,982.7,937.2,974.4,884.6,5085074,2026-02-03
ADANIENT,EQ,2233.4,2131.1,2202.6,1995.4,6918581,2026-02-03
ADANIGREEN,EQ,951.55,900.0,932.1,843.95,10826968,2026-02-03
ADANIPORTS,EQ,1537.0,1477.2,1530.8,1403.1,11977119,2026-02-03
ADANIPOWER,EQ,149.04,140.6,143.62,134.6,54947535,2026-02-03
ATGL,EQ,558.0,537.0,542.35,519.05,1648965,2026-02-03
ADFFOODS,EQ,206.73,195.15,206.73,172.28,1707725,2026-02-03
ABSLAMC,EQ,819.2,785.0,810.05,776.65,344063,2026-02-03
ABCAPITAL,EQ,360.85,341.1,345.45,333.05,7998256,2026-02-03
ABFRL,EQ,69.9,65.4,65.74,64.03,8657641,2026-02-03
ABLBL,EQ,125.58,111.61,113.0,104.65,8975144,2026-02-03
BIRLAMONEY,EQ,140.0,122.5,125.22,119.83,278908,2026-02-03
ABREL,EQ,1339.0,1211.0,1247.9,1195.4,841825,2026-02-03
CPPLUS,EQ,1529.9,1475.1,1489.4,1454.3,170259,2026-02-03
AVL,EQ,517.95,504.05,510.15,507.8,74470,2026-02-03
BSLGOLDETF,EQ,134.5,129.31,132.89,129.11,1204282,2026-02-03
BSLNIFTY,EQ,30.64,29.6,30.02,29.33,2691036,2026-02-03
ADOR,EQ,1074.4,1032.1,1051.5,1031.0,14194,2026-02-03
ADROITINFO,EQ,9.55,9.4,9.49,9.23,32859,2026-02-03
ADVAIT,EQ,1517.6,1448.0,1471.0,1431.1,18925,2026-02-03
ADVANCE,EQ,132.3,124.11,127.53,123.29,643190,2026-02-03
ADVENZYMES,EQ,291.4,280.5,285.7,265.8,199165,2026-02-03
ADVANIHOTR,EQ,56.94,55.07,56.15,54.57,101367,2026-02-03
ADVENTHTL,EQ,212.41,202.31,207.51,197.79,96179,2026-02-03
AEGISLOG,EQ,722.0,699.0,701.0,702.65,1312848,2026-02-03
AEGISVOPAK,EQ,240.0,219.05,223.55,232.49,2233629,2026-02-03
AEQUS,EQ,142.9,135.08,136.6,136.44,1004834,2026-02-03
AEROENTER,EQ,84.5,80.35,80.78,77.59,211053,2026-02-03
AEROFLEX,EQ,193.79,182.0,185.71,173.06,3093704,2026-02-03
AERONEU,EQ,74.8,71.19,72.65,69.5,39137,2026-02-03
AETHER,EQ,1083.6,991.1,1006.6,1038.0,1726332,2026-02-03
AFCONS,EQ,345.0,335.45,338.15,334.35,1405700,2026-02-03
AFFLE,EQ,1660.0,1601.6,1646.1,1594.9,254620,2026-02-03
AFFORDABLE,EQ,201.0,180.0,193.17,170.37,139009,2026-02-03
AGARIND,EQ,742.0,715.15,724.05,728.8,17355,2026-02-03
AGI,EQ,653.8,606.75,612.55,627.35,207488,2026-02-03
AGIIL,EQ,264.05,246.55,258.3,243.7,717374,2026-02-03
AGROPHOS,EQ,37.1,35.75,36.47,35.51,14316,2026-02-03
AHLADA,EQ,51.01,49.0,49.18,48.65,17639,2026-02-03
AHLUCONT,EQ,895.15,869.1,883.1,835.95,122750,2026-02-03
AIAENG,EQ,4140.0,4014.6,4039.7,4016.2,49545,2026-02-03
GOLDTECH,EQ,45.59,43.0,44.83,43.53,25797,2026-02-03
AIRAN,EQ,15.8,14.86,14.93,14.93,241315,2026-02-03
AIROLAM,EQ,95.79,91.0,91.9,90.85,1192,2026-02-03
AJANTPHARM,EQ,2889.0,2785.1,2880.1,2785.9,119919,2026-02-03
AJAXENGG,EQ,524.95,512.0,518.2,506.65,27573,2026-02-03
AJMERA,EQ,149.8,138.51,144.58,136.07,371193,2026-02-03
AJOONI,EQ,4.4,4.2,4.28,4.27,530979,2026-02-03
AKASH,EQ,25.17,24.03,24.3,24.19,11667,2026-02-03
AKG,EQ,14.13,13.85,13.99,13.98,35282,2026-02-03
AKI,EQ,6.35,6.1,6.19,6.05,83983,2026-02-03
AFIL,EQ,5.5,4.97,5.01,4.96,679398,2026-02-03
AKSHOPTFBR,EQ,5.85,5.06,5.22,5.27,311547,2026-02-03
AKSHAR,EQ,0.51,0.48,0.5,0.48,1802505,2026-02-03
AKSHARCHEM,EQ,225.01,221.06,221.54,221.06,3058,2026-02-03
AKUMS,EQ,455.0,440.95,449.2,438.8,130200,2026-02-03
AKZOINDIA,EQ,2879.8,2788.0,2852.8,2819.1,57053,2026-02-03
ALANKIT,EQ,9.95,9.56,9.62,9.59,320310,2026-02-03
ALBERTDAVD,EQ,719.25,682.2,687.9,683.6,2093,2026-02-03
ALEMBICLTD,EQ,96.1,93.52,94.67,92.18,148796,2026-02-03
APLLTD,EQ,814.0,787.25,791.65,782.05,30627,2026-02-03
ALGOQUANT,EQ,63.23,60.5,61.03,60.33,446449,2026-02-03
ALICON,EQ,780.6,704.0,749.1,688.55,59447,2026-02-03
ALIVUS,EQ,980.0,937.0,947.4,921.9,59015,2026-02-03
ALKALI,EQ,71.75,69.65,69.86,69.74,3567,2026-02-03
ALKEM,EQ,5747.0,5628.0,5702.5,5521.5,175751,2026-02-03
ALKYLAMINE,EQ,1654.0,1560.0,1618.8,1555.9,150087,2026-02-03
ALLTIME,EQ,257.0,235.6,248.73,222.16,218209,2026-02-03
ALLCARGO,EQ,10.6,10.06,10.27,10.17,4884552,2026-02-03
ATL,EQ,24.98,23.76,24.39,23.47,365922,2026-02-03
ALLDIGI,EQ,1000.0,917.95,980.35,911.9,78594,2026-02-03
ABDL,EQ,519.35,504.8,509.3,495.95,645205,2026-02-03
ADSL,EQ,137.97,130.0,133.43,129.18,371770,2026-02-03
ALMONDZ,EQ,15.49,13.98,14.26,14.15,111363,2026-02-03
ALOKINDS,EQ,17.0,15.93,16.08,15.05,21541613,2026-02-03
ALPA,EQ,70.1,67.25,68.78,67.06,8785,2026-02-03
ALPHAGEO,EQ,226.0,216.0,219.0,222.23,5158,2026-02-03
AMAGI,EQ,384.9,371.15,380.85,363.85,833115,2026-02-03
AMANTA,EQ,109.59,101.1,106.86,102.77,74151,2026-02-03
ARE&M,EQ,852.9,831.2,836.3,816.4,423690,2026-02-03
AMBER,EQ,6560.0,6151.0,6193.5,5999.0,694293,2026-02-03
AMBICAAGAR,EQ,24.29,22.66,23.37,23.87,1966,2026-02-03
AMBIKCO,EQ,1390.0,1320.0,1330.9,1245.0,30123,2026-02-03
AMBUJACEM,EQ,540.5,519.5,528.25,510.5,3149032,2026-02-03
AMDIND,EQ,44.0,42.4,43.16,42.44,11332,2026-02-03
AMNPLST,EQ,173.01,161.6,165.24,165.59,6067,2026-02-03
AMJLAND,EQ,43.98,40.81,41.13,40.47,77482,2026-02-03
AMRUTANJAN,EQ,588.0,574.0,582.7,574.65,10719,2026-02-03
ARSSBL,EQ,605.0,581.3,584.25,573.6,450559,2026-02-03
ANANDRATHI,EQ,2973.5,2893.0,2951.7,2871.1,165912,2026-02-03
ANANTRAJ,EQ,587.0,560.3,566.55,558.2,8717839,2026-02-03
ACL,EQ,61.12,58.25,59.38,57.99,22073,2026-02-03
ANDHRAPAP,EQ,66.6,64.0,65.23,64.35,58413,2026-02-03
ANDHRSUGAR,EQ,73.7,69.75,69.9,69.84,120964,2026-02-03
ANGELONE,EQ,2663.9,2500.0,2587.8,2401.3,2816376,2026-02-03
ANIKINDS,EQ,52.3,48.05,48.92,50.03,11037,2026-02-03
APCL,EQ,148.78,140.0,144.91,142.61,22758,2026-02-03
AHCL,EQ,132.0,120.0,121.87,121.17,114489,2026-02-03
ANMOL,EQ,12.0,11.73,11.98,11.73,30527,2026-02-03
ANTGRAPHIC,EQ,0.94,0.9,0.92,0.9,287211,2026-02-03
ANTELOPUS,EQ,561.1,532.0,545.45,525.1,259388,2026-02-03
ANTHEM,EQ,624.0,597.35,607.4,592.5,264569,2026-02-03
AWHCL,EQ,534.4,505.15,509.5,508.8,225660,2026-02-03
ANUHPHR,EQ,83.22,72.7,79.03,71.71,98269,2026-02-03
ANURAS,EQ,1289.0,1226.0,1255.7,1229.3,726321,2026-02-03
AONEGOLD,EQ,14.62,13.1,14.15,13.64,4666501,2026-02-03
AONELIQUID,EQ,1045.53,1045.51,1045.51,1045.45,43444,2026-02-03
AONENIFTY,EQ,10.97,10.48,10.54,10.26,918143,2026-02-03
AONETMMQ50,EQ,9.68,9.38,9.61,9.33,135399,2026-02-03
AONETOTAL,EQ,12.25,11.63,11.82,11.49,1350665,2026-02-03
APARINDS,EQ,9795.0,9201.5,9759.0,8162.5,973633,2026-02-03
