TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,166.87,160.0,163.78,166.87,66311,2026-03-09
21STCENMGM,EQ,34.35,33.12,33.9,33.79,1860,2026-03-09
360ONE,EQ,1058.0,1022.4,1035.1,1064.2,1439537,2026-03-09
GOLD360,EQ,156.7,152.8,155.8,154.1,60260,2026-03-09
SILVER360,EQ,257.98,249.61,253.39,252.98,66827,2026-03-09
3IINFOLTD,EQ,13.3,12.68,12.99,13.36,433595,2026-03-09
3MINDIA,EQ,34005.0,33010.0,33445.0,34320.0,2281,2026-03-09
3PLAND,EQ,30.75,29.35,30.31,30.99,37067,2026-03-09
5PAISA,EQ,301.0,292.4,296.8,302.65,31681,2026-03-09
63MOONS,EQ,564.5,551.0,558.7,574.3,79207,2026-03-09
ABCOTS,EQ,435.0,398.0,414.05,410.4,9957,2026-03-09
ABINFRA,EQ,17.97,17.1,17.27,17.3,752719,2026-03-09
AAATECH,EQ,92.57,89.67,90.22,92.94,17443,2026-03-09
AADHARHFC,EQ,500.55,441.6,481.7,455.05,1635850,2026-03-09
AAKASH,EQ,11.74,10.2,11.28,9.79,7796049,2026-03-09
AAREYDRUGS,EQ,69.98,66.51,69.41,71.65,74156,2026-03-09
AARNAV,EQ,24.8,22.99,24.35,25.31,17335,2026-03-09
AARON,EQ,150.0,143.55,147.0,150.68,8884,2026-03-09
AARTECH,EQ,42.0,38.81,39.66,42.03,26884,2026-03-09
AARTIDRUGS,EQ,356.5,344.55,348.95,357.1,140418,2026-03-09
AARTIIND,EQ,411.4,399.4,409.25,419.35,719433,2026-03-09
AARTIPHARM,EQ,686.0,670.85,681.05,700.15,106712,2026-03-09
AARTISURF,EQ,380.0,335.55,350.5,380.65,30994,2026-03-09
AARVI,EQ,129.7,122.0,124.04,130.06,18234,2026-03-09
AAVAS,EQ,1216.0,1152.1,1199.6,1227.9,349580,2026-03-09
AFSL,EQ,204.0,201.0,201.04,203.23,40139,2026-03-09
ABB,EQ,6000.0,5853.0,5982.5,6062.0,249926,2026-03-09
ABBOTINDIA,EQ,27300.0,26735.0,27185.0,27325.0,6395,2026-03-09
ACC,EQ,1476.0,1435.7,1450.5,1501.2,239746,2026-03-09
ACCELYA,EQ,1209.0,1178.6,1186.2,1218.6,11156,2026-03-09
ACCURACY,EQ,4.4,4.01,4.1,4.39,336005,2026-03-09
ACEINTEG,EQ,17.0,16.86,16.95,17.35,74,2026-03-09
ACMESOLAR,EQ,226.4,217.1,219.46,228.4,325202,2026-03-09
ACE,EQ,865.0,842.15,848.85,878.85,185541,2026-03-09
ACUTAAS,EQ,2213.6,2120.8,2154.6,2250.7,308050,2026-03-09
ADANIENSOL,EQ,986.9,958.1,981.4,992.5,1176014,2026-03-09
ADANIENT,EQ,2006.0,1940.4,1999.2,2039.9,1305447,2026-03-09
ADANIGREEN,EQ,858.0,825.0,854.15,858.4,1922632,2026-03-09
ADANIPORTS,EQ,1436.1,1405.0,1421.3,1477.5,4874245,2026-03-09
ADANIPOWER,EQ,139.83,134.86,139.11,138.99,12009431,2026-03-09
ATGL,EQ,481.0,462.8,467.9,482.65,476128,2026-03-09
ADFFOODS,EQ,189.29,180.0,183.66,189.29,139382,2026-03-09
ABSLAMC,EQ,909.0,865.25,872.15,924.4,237852,2026-03-09
ABCAPITAL,EQ,325.7,308.0,324.3,326.55,4912005,2026-03-09
ABFRL,EQ,61.36,59.31,60.58,62.42,5223565,2026-03-09
ABLBL,EQ,100.0,97.1,97.6,101.98,8011796,2026-03-09
BIRLAMONEY,EQ,128.48,118.0,121.2,128.48,43823,2026-03-09
ABREL,EQ,1211.9,1176.0,1189.4,1232.9,236676,2026-03-09
CPPLUS,EQ,1659.0,1602.0,1640.6,1670.4,96996,2026-03-09
AVL,EQ,464.9,437.2,460.15,463.15,166708,2026-03-09
BSLGOLDETF,EQ,139.82,138.05,139.18,139.09,239476,2026-03-09
BSLNIFTY,EQ,30.0,27.62,28.05,28.52,1064465,2026-03-09
ADOR,EQ,999.2,952.0,987.3,1012.3,12739,2026-03-09
ADROITINFO,EQ,9.84,9.41,9.76,9.65,336161,2026-03-09
ADVAIT,EQ,1575.0,1501.0,1550.7,1583.0,28762,2026-03-09
ADVANCE,EQ,109.99,102.31,104.87,110.06,157287,2026-03-09
ADVENZYMES,EQ,297.35,289.9,291.0,297.35,216616,2026-03-09
ADVANIHOTR,EQ,52.42,50.65,51.2,52.94,49431,2026-03-09
ADVENTHTL,EQ,184.76,174.0,176.36,184.76,183789,2026-03-09
AEGISLOG,EQ,660.0,643.8,649.25,664.1,200405,2026-03-09
AEGISVOPAK,EQ,200.05,189.65,192.38,199.62,923725,2026-03-09
AEQUS,EQ,137.0,129.49,130.61,137.85,919893,2026-03-09
AEROENTER,EQ,73.95,69.33,70.3,74.11,326402,2026-03-09
AEROFLEX,EQ,216.8,206.98,215.69,220.24,1439317,2026-03-09
AERONEU,EQ,73.8,67.22,69.5,69.1,20501,2026-03-09
AETHER,EQ,997.75,964.8,986.65,1011.95,180374,2026-03-09
AFCONS,EQ,278.9,271.5,278.15,283.05,334676,2026-03-09
AFFLE,EQ,1396.0,1309.0,1391.0,1350.6,440900,2026-03-09
AFFORDABLE,EQ,170.65,163.54,170.02,170.65,35610,2026-03-09
AGARIND,EQ,464.6,437.5,456.45,461.65,102982,2026-03-09
AGI,EQ,493.5,478.2,488.95,500.15,184357,2026-03-09
AGIIL,EQ,308.9,288.55,306.5,299.95,1711859,2026-03-09
AGROPHOS,EQ,32.38,30.4,31.54,32.33,18298,2026-03-09
AHLADA,EQ,43.8,40.05,40.9,42.61,21549,2026-03-09
AHLUCONT,EQ,761.0,738.8,757.55,768.8,68312,2026-03-09
AIAENG,EQ,3649.6,3545.0,3600.5,3674.5,34709,2026-03-09
GOLDTECH,EQ,40.9,36.58,39.14,39.9,23270,2026-03-09
AIRAN,EQ,16.25,15.25,15.93,16.01,57728,2026-03-09
AIROLAM,EQ,91.49,88.2,90.07,89.53,1274,2026-03-09
AJANTPHARM,EQ,2981.0,2852.4,2936.4,2992.0,108824,2026-03-09
AJAXENGG,EQ,485.3,469.7,477.8,491.3,58588,2026-03-09
AJMERA,EQ,122.0,113.26,119.85,123.26,676139,2026-03-09
AJOONI,EQ,4.64,4.39,4.42,4.65,541165,2026-03-09
AKASH,EQ,24.47,23.13,24.02,24.6,8564,2026-03-09
AKG,EQ,10.98,10.61,10.76,11.07,25318,2026-03-09
AKI,EQ,5.0,4.49,4.72,5.04,120405,2026-03-09
AKSHOPTFBR,EQ,4.51,4.31,4.4,4.51,194320,2026-03-09
AKSHAR,EQ,0.38,0.36,0.37,0.38,1543707,2026-03-09
AKSHARCHEM,EQ,206.5,188.1,191.16,204.89,5240,2026-03-09
AKUMS,EQ,480.75,457.1,479.6,474.35,152359,2026-03-09
AKZOINDIA,EQ,2755.0,2667.0,2714.5,2774.8,28027,2026-03-09
ALANKIT,EQ,8.0,7.56,7.71,7.95,405124,2026-03-09
ALBERTDAVD,EQ,671.95,642.6,648.75,680.05,8742,2026-03-09
ALEMBICLTD,EQ,86.99,84.05,85.39,87.15,192936,2026-03-09
APLLTD,EQ,715.0,682.0,705.65,708.5,67688,2026-03-09
ALGOQUANT,EQ,60.68,58.16,60.26,60.33,549176,2026-03-09
ALICON,EQ,720.05,689.5,703.4,727.85,5829,2026-03-09
ALIVUS,EQ,930.8,871.2,919.75,915.05,68323,2026-03-09
ALKALI,EQ,61.59,59.45,59.8,61.59,1993,2026-03-09
ALKEM,EQ,5518.5,5421.0,5460.0,5530.0,41694,2026-03-09
ALKYLAMINE,EQ,1374.3,1298.2,1305.9,1382.8,65506,2026-03-09
ALLTIME,EQ,216.0,205.5,208.88,219.56,79033,2026-03-09
ALLCARGO,EQ,7.8,7.39,7.48,7.83,6847579,2026-03-09
ATL,EQ,23.81,22.7,23.49,23.89,283927,2026-03-09
ALLDIGI,EQ,774.6,752.8,764.4,784.5,8986,2026-03-09
ABDL,EQ,473.95,453.15,459.9,474.6,221589,2026-03-09
ADSL,EQ,105.59,101.0,102.24,106.93,238303,2026-03-09
ALMONDZ,EQ,14.73,14.0,14.21,14.8,59534,2026-03-09
ALOKINDS,EQ,13.23,12.88,13.12,13.5,4673121,2026-03-09
ALPA,EQ,64.2,61.6,62.15,63.45,13044,2026-03-09
ALPHAGEO,EQ,215.75,199.0,205.25,202.75,30281,2026-03-09
AMAGI,EQ,386.25,375.1,379.9,386.3,311070,2026-03-09
AMANTA,EQ,102.0,95.07,99.08,100.72,74340,2026-03-09
ARE&M,EQ,803.55,784.0,786.05,807.75,413928,2026-03-09
AMBER,EQ,7769.5,7199.5,7310.5,7872.5,661377,2026-03-09
AMBICAAGAR,EQ,24.98,23.22,23.56,24.18,67578,2026-03-09
AMBIKCO,EQ,1378.8,1325.6,1361.0,1374.3,7228,2026-03-09
AMBUJACEM,EQ,459.0,443.25,451.95,466.75,4222293,2026-03-09
AMDIND,EQ,37.73,36.06,36.52,37.73,7070,2026-03-09
AMNPLST,EQ,153.48,148.0,149.56,152.09,7137,2026-03-09
AMJLAND,EQ,39.1,36.55,37.74,38.42,24751,2026-03-09
AMRUTANJAN,EQ,565.0,541.35,557.2,559.95,14017,2026-03-09
ARSSBL,EQ,479.8,455.1,459.55,486.65,391002,2026-03-09
ANANDRATHI,EQ,3205.3,3110.0,3151.0,3198.7,212633,2026-03-09
ANANTRAJ,EQ,479.0,462.55,473.2,489.15,2211447,2026-03-09
ACL,EQ,55.0,51.01,52.75,53.79,10368,2026-03-09
ANDHRAPAP,EQ,65.1,61.92,63.49,65.85,145403,2026-03-09
ANDHRSUGAR,EQ,74.0,72.1,73.01,74.61,201829,2026-03-09
ANGELONE,EQ,219.99,209.0,218.96,219.56,8704812,2026-03-09
ANIKINDS,EQ,43.81,40.3,40.87,44.07,107012,2026-03-09
APCL,EQ,125.52,114.05,115.4,118.62,3647,2026-03-09
AHCL,EQ,133.0,113.4,128.86,116.64,4652199,2026-03-09
ANMOL,EQ,11.45,10.35,11.28,11.0,80324,2026-03-09
ANTGRAPHIC,EQ,0.82,0.77,0.78,0.81,210914,2026-03-09
ANTELOPUS,EQ,652.55,616.25,637.45,593.3,1374707,2026-03-09
ANTHEM,EQ,663.15,608.3,660.15,663.2,1505448,2026-03-09
AWHCL,EQ,475.0,453.35,456.25,476.8,82371,2026-03-09
ANUHPHR,EQ,79.0,74.31,78.14,77.61,90906,2026-03-09
ANURAS,EQ,1265.0,1203.0,1254.4,1252.9,775365,2026-03-09
AONEGOLD,EQ,15.13,14.61,14.78,14.77,1157399,2026-03-09
AONELIQUID,EQ,1049.97,1049.95,1049.96,1049.84,9610,2026-03-09
AONENIFTY,EQ,10.33,9.73,9.86,10.03,1454722,2026-03-09
AONESILVER,EQ,10.0,9.76,9.81,9.88,1022649,2026-03-09
AONETMMQ50,EQ,9.6,9.26,9.43,9.62,120587,2026-03-09
AONETOTAL,EQ,11.64,10.98,11.13,11.35,877596,2026-03-09
APARINDS,EQ,10197.0,9891.0,10142.0,10394.0,64613,2026-03-09
APCOTEXIND,EQ,368.5,355.0,362.0,367.6,18668,2026-03-09
APEX,EQ,349.3,334.1,345.5,351.25,366022,2026-03-09
APLAPOLLO,EQ,2140.4,2051.6,2097.9,2152.8,355658,2026-03-09
APOLLOHOSP,EQ,7809.0,7556.0,7779.0,7724.5,358612,2026-03-09
APOLLO,EQ,218.83,208.0,209.7,220.27,4614758,2026-03-09
APOLLOPIPE,EQ,416.9,332.55,395.8,350.1,17893278,2026-03-09
APOLSINHOT,EQ,1210.7,1150.3,1158.0,1210.4,1468,2026-03-09
APOLLOTYRE,EQ,434.35,418.0,430.6,439.75,1385179,2026-03-09
APTECHT,EQ,81.99,79.09,80.38,82.4,75056,2026-03-09
APTUS,EQ,225.0,218.27,221.29,228.21,1438361,2026-03-09
AQYLON,EQ,103.3,103.3,103.3,108.7,39602,2026-03-09
ACI,EQ,538.85,527.75,531.2,550.15,70871,2026-03-09
ADL,EQ,73.0,64.11,65.76,69.0,1145,2026-03-09
ARCHIDPLY,EQ,79.01,73.05,73.31,79.26,90294,2026-03-09
ARCHIES,EQ,14.72,13.55,13.92,14.72,22994,2026-03-09
ARFIN,EQ,79.29,75.01,78.43,76.96,1135433,2026-03-09
ARIES,EQ,333.0,315.0,323.15,341.8,41946,2026-03-09
ARIHANTCAP,EQ,72.5,70.56,71.07,73.95,254789,2026-03-09
ARIHANTSUP,EQ,251.0,231.05,236.65,252.05,16538,2026-03-09
ARIS,EQ,107.2,102.99,105.65,107.79,672649,2026-03-09
ARKADE,EQ,111.0,104.9,107.2,110.15,366691,2026-03-09
ARMANFIN,EQ,1385.1,1301.0,1339.2,1383.2,60427,2026-03-09
AROGRANITE,EQ,26.0,24.02,24.45,24.91,24118,2026-03-09
ARROWGREEN,EQ,384.0,361.5,369.95,377.65,27576,2026-03-09
ARTNIRMAN,EQ,40.45,35.7,36.69,39.66,12589,2026-03-09
ARTEMISMED,EQ,229.79,222.4,226.18,232.71,130405,2026-03-09
ARVINDFASN,EQ,428.55,403.5,407.2,427.7,115370,2026-03-09
ARVIND,EQ,339.55,328.15,331.4,343.55,210511,2026-03-09
ARVSMART,EQ,505.0,486.8,501.35,507.8,78917,2026-03-09
ASAHIINDIA,EQ,844.9,785.1,835.7,828.85,118642,2026-03-09
ASAHISONG,EQ,220.0,211.0,214.72,219.99,20220,2026-03-09
ASHAPURMIN,EQ,518.9,501.1,514.15,521.75,473600,2026-03-09
ASHIANA,EQ,307.65,292.0,304.85,307.0,41290,2026-03-09
ASHIMASYN,EQ,15.48,13.92,14.07,14.01,264182,2026-03-09
ASHOKLEY,EQ,190.45,182.66,186.94,194.67,22595249,2026-03-09
ASHOKA,EQ,119.0,114.35,117.39,120.45,1194332,2026-03-09
ASHOKAMET,EQ,14.44,13.97,14.29,14.03,16241,2026-03-09
ASIANENE,EQ,288.5,261.2,266.6,285.5,137693,2026-03-09
ASIANTILES,EQ,64.91,62.1,63.2,66.67,3567629,2026-03-09
AHLEAST,EQ,160.03,151.51,154.17,160.03,1105,2026-03-09
ASIANHOTNR,EQ,299.95,279.4,291.4,292.65,17513,2026-03-09
ASIANPAINT,EQ,2230.0,2162.6,2220.8,2279.5,2198153,2026-03-09
ASKAUTOLTD,EQ,384.75,375.3,380.1,391.85,113798,2026-03-09
ASPINWALL,EQ,215.0,204.0,209.77,211.29,2570,2026-03-09
ASALCBR,EQ,760.0,737.0,741.1,765.35,42167,2026-03-09
ASTEC,EQ,637.0,606.0,625.75,627.6,39360,2026-03-09
ASTERDM,EQ,695.8,629.25,658.3,672.7,3509920,2026-03-09
ASTRAMICRO,EQ,1042.05,990.9,1007.8,1038.05,697917,2026-03-09
ASTRAL,EQ,1677.0,1595.2,1605.9,1689.2,527194,2026-03-09
ASTRAZEN,EQ,8700.0,8474.5,8667.5,8704.5,5828,2026-03-09
ASTRON,EQ,4.03,3.84,3.95,3.89,71542,2026-03-09
ATALREAL,EQ,23.51,22.02,22.88,23.49,4906907,2026-03-09
ATAM,EQ,58.01,55.9,56.5,58.45,9057,2026-03-09
ATHERENERG,EQ,685.0,650.6,681.7,674.05,1444623,2026-03-09
