TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,231.4,224.8,228.27,222.91,97583,2025-06-24
21STCENMGM,EQ,63.73,63.73,63.73,65.04,5003,2025-06-24
360ONE,EQ,1188.8,1141.0,1147.65,1157.45,444866,2025-06-24
GOLD360,EQ,98.05,95.3,96.7,98.0,4429,2025-06-24
SILVER360,EQ,106.5,105.68,106.01,106.71,2703,2025-06-24
3IINFOLTD,EQ,25.47,24.89,25.04,24.58,402808,2025-06-24
3MINDIA,EQ,28640.0,28275.0,28415.0,28390.0,2042,2025-06-24
3PLAND,EQ,52.99,50.58,51.3,50.88,4975,2025-06-24
5PAISA,EQ,404.6,396.0,402.35,392.7,22318,2025-06-24
63MOONS,EQ,962.9,881.45,962.9,875.4,1286095,2025-06-24
AAATECH,EQ,89.09,83.84,84.81,84.23,25279,2025-06-24
AADHARHFC,EQ,449.6,411.3,434.25,442.9,417198,2025-06-24
AAKASH,EQ,13.79,12.35,12.73,13.32,4179721,2025-06-24
AARON,EQ,381.3,372.0,376.55,375.7,11359,2025-06-24
AARTECH,EQ,73.06,69.01,69.74,69.59,228252,2025-06-24
AARTIDRUGS,EQ,444.0,433.95,438.4,432.9,244013,2025-06-24
AARTIIND,EQ,466.5,452.05,454.2,445.15,3669832,2025-06-24
AARTIPHARM,EQ,884.5,845.15,853.65,872.95,357259,2025-06-24
AARVI,EQ,113.07,108.0,108.52,108.6,17148,2025-06-24
AAVAS,EQ,1908.0,1840.0,1892.8,1839.3,117028,2025-06-24
ABAN,EQ,61.0,58.0,58.21,59.08,183801,2025-06-24
AFSL,EQ,249.06,236.0,245.28,244.33,40138,2025-06-24
ABB,EQ,6067.0,5940.5,6003.5,5923.5,228616,2025-06-24
ABBOTINDIA,EQ,31800.0,31100.0,31535.0,31050.0,9207,2025-06-24
ABMINTLLTD,EQ,53.2,48.33,53.2,48.37,10456,2025-06-24
ACC,EQ,1872.2,1824.6,1847.8,1817.2,726491,2025-06-24
ACCELYA,EQ,1416.1,1381.1,1400.1,1394.2,6033,2025-06-24
ACCURACY,EQ,9.61,8.76,8.86,9.23,586795,2025-06-24
ACEINTEG,EQ,26.9,24.9,25.16,24.92,10059,2025-06-24
ACMESOLAR,EQ,252.0,247.75,249.1,245.6,460554,2025-06-24
ACE,EQ,1225.0,1180.2,1203.8,1167.1,393481,2025-06-24
ACUTAAS,EQ,1112.8,1089.2,1093.2,1097.6,176575,2025-06-24
ADANIENSOL,EQ,866.6,848.0,851.85,837.2,1922183,2025-06-24
ADANIENT,EQ,2544.6,2500.2,2505.6,2472.0,996405,2025-06-24
ADANIGREEN,EQ,1001.9,974.0,987.3,960.5,3498494,2025-06-24
ADANIPORTS,EQ,1418.7,1385.1,1389.5,1354.8,7635176,2025-06-24
ADANIPOWER,EQ,552.0,538.7,546.85,538.0,4114586,2025-06-24
ATGL,EQ,644.85,630.0,631.85,629.7,1176752,2025-06-24
ADFFOODS,EQ,289.85,278.62,282.94,275.34,139905,2025-06-24
ABSLAMC,EQ,774.0,761.5,766.7,756.6,239587,2025-06-24
ABCAPITAL,EQ,274.3,266.2,271.19,264.62,12692629,2025-06-24
ABFRL,EQ,75.6,73.95,74.06,74.67,7255617,2025-06-24
BIRLAMONEY,EQ,185.89,178.8,185.89,177.04,265851,2025-06-24
ABREL,EQ,2440.6,2405.0,2416.3,2398.0,81000,2025-06-24
AVL,EQ,397.0,370.5,392.8,375.1,389100,2025-06-24
BSLGOLDETF,EQ,88.0,85.4,85.77,87.78,631922,2025-06-24
BSLNIFTY,EQ,29.2,28.86,28.91,28.81,270177,2025-06-24
ADOR,EQ,1018.0,993.9,1007.7,1002.5,9443,2025-06-24
ADROITINFO,EQ,11.43,10.81,10.98,10.92,51253,2025-06-24
ADVENZYMES,EQ,341.0,326.4,328.75,336.55,210955,2025-06-24
ADVANIHOTR,EQ,61.68,59.85,60.65,59.74,33879,2025-06-24
AEGISLOG,EQ,793.0,782.8,787.4,785.6,364579,2025-06-24
AEGISVOPAK,EQ,255.5,244.0,252.26,245.66,933748,2025-06-24
AEROFLEX,EQ,211.15,196.36,199.09,204.5,9003057,2025-06-24
AETHER,EQ,780.75,760.05,773.5,764.15,143906,2025-06-24
AFCONS,EQ,445.0,436.0,438.3,435.4,1270668,2025-06-24
AFFLE,EQ,1960.0,1897.0,1910.8,1902.6,242273,2025-06-24
AFFORDABLE,EQ,475.45,455.05,464.4,468.75,14908,2025-06-24
AGARIND,EQ,975.6,957.3,960.6,962.4,9167,2025-06-24
AGI,EQ,805.25,783.0,794.25,778.0,97483,2025-06-24
AGIIL,EQ,1017.5,980.0,993.75,987.95,486545,2025-06-24
AGRITECH,EQ,167.59,152.11,157.08,150.11,39909,2025-06-24
AGROPHOS,EQ,35.98,35.16,35.5,34.36,38153,2025-06-24
AHLADA,EQ,71.54,68.0,68.74,69.4,42704,2025-06-24
AHLUCONT,EQ,969.5,940.4,949.15,943.1,39362,2025-06-24
AIAENG,EQ,3329.9,3272.5,3277.5,3299.5,62845,2025-06-24
GOLDTECH,EQ,67.5,64.71,66.84,64.74,38770,2025-06-24
AIRAN,EQ,30.12,29.5,29.68,29.19,125982,2025-06-24
AIROLAM,EQ,116.01,110.01,112.24,110.75,13120,2025-06-24
AJANTPHARM,EQ,2584.9,2555.0,2564.2,2564.9,103086,2025-06-24
AJAXENGG,EQ,635.95,604.5,631.6,596.05,422055,2025-06-24
AJMERA,EQ,967.0,918.65,929.1,945.55,83720,2025-06-24
AJOONI,EQ,6.6,5.59,6.03,5.58,3178466,2025-06-24
AKASH,EQ,30.5,27.71,28.11,28.32,25214,2025-06-24
AKG,EQ,13.89,13.0,13.32,13.27,16289,2025-06-24
AFIL,EQ,7.94,7.5,7.53,7.43,1946694,2025-06-24
AKSHOPTFBR,EQ,9.12,8.49,8.72,8.94,871005,2025-06-24
AKSHARCHEM,EQ,260.0,251.8,254.3,251.3,6479,2025-06-24
AKUMS,EQ,546.0,532.6,536.05,534.95,65207,2025-06-24
