TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,195.0,189.82,190.47,190.64,71917,2026-01-14
21STCENMGM,EQ,46.09,44.3,44.65,45.2,3784,2026-01-14
360ONE,EQ,1164.3,1130.1,1149.2,1136.8,665428,2026-01-14
GOLD360,EQ,142.35,136.65,138.25,136.8,69284,2026-01-14
SILVER360,EQ,272.0,257.5,269.17,254.51,217537,2026-01-14
3IINFOLTD,EQ,15.35,15.03,15.21,15.14,294033,2026-01-14
3MINDIA,EQ,35580.0,34490.0,35435.0,34995.0,3033,2026-01-14
3PLAND,EQ,39.7,36.2,37.27,37.51,3935,2026-01-14
5PAISA,EQ,393.55,331.0,382.5,356.65,1510684,2026-01-14
63MOONS,EQ,703.5,666.0,678.55,694.75,110105,2026-01-14
ABCOTS,EQ,412.5,405.1,412.2,409.15,3246,2026-01-14
ABINFRA,EQ,19.7,19.11,19.41,19.11,238951,2026-01-14
A2ZINFRA,EQ,14.97,14.45,14.97,14.26,390228,2026-01-14
AAATECH,EQ,124.0,106.25,117.39,112.79,227484,2026-01-14
AADHARHFC,EQ,484.95,476.5,477.5,483.35,91023,2026-01-14
AAKASH,EQ,8.85,8.32,8.53,8.45,40490,2026-01-14
AAREYDRUGS,EQ,66.01,62.8,64.37,64.86,162508,2026-01-14
AARON,EQ,170.69,165.85,166.88,167.88,4439,2026-01-14
AARTECH,EQ,52.24,49.02,51.58,50.29,50588,2026-01-14
AARTIDRUGS,EQ,394.0,389.0,390.85,393.65,51850,2026-01-14
AARTIIND,EQ,365.7,360.1,362.0,363.0,303834,2026-01-14
AARTIPHARM,EQ,804.95,761.45,791.85,764.7,504181,2026-01-14
AARTISURF,EQ,386.8,376.7,380.05,380.6,6950,2026-01-14
AARVI,EQ,132.99,126.33,128.02,129.84,11259,2026-01-14
AAVAS,EQ,1472.2,1434.0,1443.6,1447.0,2521040,2026-01-14
AFSL,EQ,203.0,201.0,201.64,201.51,5567,2026-01-14
ABB,EQ,4992.0,4925.0,4935.0,4966.0,107017,2026-01-14
ABBOTINDIA,EQ,28350.0,27850.0,27880.0,28090.0,4218,2026-01-14
ABMINTLLTD,EQ,37.76,36.66,36.85,37.76,132,2026-01-14
ACC,EQ,1729.0,1705.0,1728.1,1707.3,102791,2026-01-14
ACCELYA,EQ,1350.0,1303.9,1342.0,1310.5,18215,2026-01-14
ACCURACY,EQ,5.5,5.25,5.38,5.38,75254,2026-01-14
ACEINTEG,EQ,20.79,19.61,20.56,19.79,1304,2026-01-14
ACMESOLAR,EQ,225.69,220.59,221.77,224.59,321648,2026-01-14
ACE,EQ,890.95,872.0,874.55,886.45,160226,2026-01-14
ACUTAAS,EQ,1749.2,1680.0,1710.0,1683.3,263257,2026-01-14
ADANIENSOL,EQ,937.0,918.6,922.6,932.5,1589464,2026-01-14
ADANIENT,EQ,2169.0,2142.0,2153.3,2158.5,618139,2026-01-14
ADANIGREEN,EQ,945.0,932.1,935.3,936.7,774904,2026-01-14
ADANIPORTS,EQ,1438.9,1423.0,1430.0,1428.6,1278819,2026-01-14
ADANIPOWER,EQ,143.37,141.61,142.77,143.38,7290553,2026-01-14
ATGL,EQ,558.8,552.95,554.4,555.45,250494,2026-01-14
ADFFOODS,EQ,196.31,192.5,193.6,193.83,44976,2026-01-14
ABSLAMC,EQ,827.5,804.9,810.4,821.05,198061,2026-01-14
ABCAPITAL,EQ,359.4,347.5,358.6,350.85,4102260,2026-01-14
ABFRL,EQ,73.64,72.6,72.8,73.32,1897060,2026-01-14
ABLBL,EQ,119.06,114.25,117.8,118.39,663582,2026-01-14
BIRLAMONEY,EQ,138.0,133.35,134.96,137.14,39057,2026-01-14
ABREL,EQ,1565.9,1530.1,1532.7,1551.9,87255,2026-01-14
CPPLUS,EQ,1416.2,1387.0,1401.2,1419.7,88428,2026-01-14
AVL,EQ,493.0,484.45,488.85,487.75,43367,2026-01-14
BSLGOLDETF,EQ,126.0,123.82,125.25,123.8,3142266,2026-01-14
BSLNIFTY,EQ,30.7,29.21,29.93,29.96,663518,2026-01-14
ADOR,EQ,1034.4,1000.2,1003.0,1028.1,13964,2026-01-14
ADROITINFO,EQ,10.04,9.85,10.03,10.04,5449,2026-01-14
ADVANCE,EQ,126.92,123.06,123.9,123.93,281474,2026-01-14
ADVENZYMES,EQ,291.9,281.35,282.2,290.2,125464,2026-01-14
ADVANIHOTR,EQ,56.99,54.55,55.08,55.01,35106,2026-01-14
ADVENTHTL,EQ,222.19,215.18,217.63,221.72,53553,2026-01-14
AEGISLOG,EQ,735.6,719.0,721.75,724.25,138835,2026-01-14
AEGISVOPAK,EQ,232.8,225.45,226.07,230.38,246243,2026-01-14
AEQUS,EQ,141.25,137.0,137.66,141.58,842325,2026-01-14
AEROENTER,EQ,80.6,79.07,79.66,79.53,175792,2026-01-14
AEROFLEX,EQ,182.26,173.35,176.49,179.67,728807,2026-01-14
AERONEU,EQ,73.51,71.52,72.23,73.99,11786,2026-01-14
AETHER,EQ,1006.2,982.8,996.1,989.45,210639,2026-01-14
AFCONS,EQ,359.9,355.45,357.8,360.95,727953,2026-01-14
AFFLE,EQ,1741.0,1715.1,1734.2,1733.7,61442,2026-01-14
AFFORDABLE,EQ,189.08,182.35,184.38,186.34,19116,2026-01-14
AGARIND,EQ,700.05,682.0,698.1,691.55,6181,2026-01-14
AGI,EQ,695.0,680.0,681.75,684.15,35614,2026-01-14
AGIIL,EQ,289.95,283.3,285.1,287.65,250348,2026-01-14
AGROPHOS,EQ,39.35,37.13,39.0,37.13,29616,2026-01-14
AHLADA,EQ,52.79,51.0,52.6,52.82,8100,2026-01-14
AHLUCONT,EQ,907.0,889.95,895.6,898.3,60046,2026-01-14
AIAENG,EQ,3965.0,3850.3,3935.4,3905.1,46240,2026-01-14
GOLDTECH,EQ,48.38,45.6,47.12,47.31,22062,2026-01-14
AIRAN,EQ,16.9,15.99,16.58,16.34,64597,2026-01-14
AIROLAM,EQ,98.0,94.0,94.13,94.45,1089,2026-01-14
AJANTPHARM,EQ,2739.0,2659.4,2706.4,2730.6,213763,2026-01-14
AJAXENGG,EQ,574.45,568.6,570.25,575.15,19502,2026-01-14
AJMERA,EQ,200.0,182.5,185.05,910.05,1624620,2026-01-14
AJOONI,EQ,4.15,4.03,4.13,4.08,170659,2026-01-14
