TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,188.3,182.6,184.14,185.05,91151,2026-06-19
21STCENMGM,EQ,34.08,32.8,33.51,33.42,8753,2026-06-19
360ONE,EQ,1150.0,1130.5,1145.1,1141.3,1587197,2026-06-19
GOLD360,EQ,142.95,139.15,141.4,144.35,72753,2026-06-19
MSCI360,EQ,10.12,9.93,10.07,10.12,2105,2026-06-19
SILVER360,EQ,231.0,222.52,228.76,236.05,67838,2026-06-19
3BBLACKBIO,EQ,1225.9,1172.6,1196.1,1201.1,23965,2026-06-19
3IINFOLTD,EQ,17.7,17.26,17.36,17.37,251257,2026-06-19
3MINDIA,EQ,33400.0,32805.0,33125.0,33250.0,2784,2026-06-19
3PLAND,EQ,32.85,31.51,32.34,32.45,2123,2026-06-19
5PAISA,EQ,332.0,320.05,325.2,324.0,22320,2026-06-19
63MOONS,EQ,677.0,663.05,670.45,668.3,68504,2026-06-19
ABCOTS,EQ,242.89,228.03,238.57,228.35,56215,2026-06-19
ABINFRA,EQ,10.45,10.06,10.18,10.24,481599,2026-06-19
ABMKNO,EQ,218.0,210.0,217.98,217.9,740,2026-06-19
ACSTECH,EQ,38.43,36.5,38.08,37.83,34644,2026-06-19
AKCAPIT,EQ,1750.0,1650.0,1736.3,1704.1,699,2026-06-19
A2ZINFRA,EQ,14.65,14.1,14.36,14.26,110215,2026-06-19
AAATECH,EQ,100.8,96.43,96.62,98.33,34693,2026-06-19
AADHARHFC,EQ,524.5,482.05,515.1,486.45,3191119,2026-06-19
AAKASH,EQ,9.21,9.0,9.08,9.1,65232,2026-06-19
AARNAV,EQ,24.99,24.25,24.48,24.97,244176,2026-06-19
AARON,EQ,124.7,122.0,122.37,123.69,4635,2026-06-19
AARTECH,EQ,51.7,48.98,50.25,49.9,208445,2026-06-19
AARTIDRUGS,EQ,375.9,368.2,370.35,370.15,135646,2026-06-19
AARTIIND,EQ,489.0,478.05,484.5,486.45,665082,2026-06-19
AARTIPHARM,EQ,706.0,653.0,691.8,658.5,675869,2026-06-19
AARTISURF,EQ,392.0,380.1,386.7,387.8,3814,2026-06-19
AARVI,EQ,145.0,140.01,141.9,139.94,31855,2026-06-19
AAVAS,EQ,1488.0,1458.4,1471.9,1467.6,152382,2026-06-19
AFSL,EQ,201.46,201.0,201.02,201.27,8212,2026-06-19
ABB,EQ,7304.0,7183.0,7248.0,7229.0,241827,2026-06-19
ABBOTINDIA,EQ,26345.0,26025.0,26215.0,26145.0,7740,2026-06-19
ABMINTLLTD,EQ,41.49,41.49,41.49,41.61,1,2026-06-19
ACC,EQ,1364.0,1340.0,1343.3,1358.9,169169,2026-06-19
ACCELYA,EQ,1140.0,1117.1,1127.7,1141.6,6718,2026-06-19
ACCURACY,EQ,5.59,5.5,5.5,5.56,114060,2026-06-19
ACEINTEG,EQ,23.63,20.51,20.91,23.04,77671,2026-06-19
ACMESOLAR,EQ,339.6,330.2,337.65,331.9,1238948,2026-06-19
ACE,EQ,984.95,970.1,975.65,976.45,371566,2026-06-19
ACUTAAS,EQ,3261.0,3130.2,3246.2,3136.3,340557,2026-06-19
ADANIENSOL,EQ,1540.0,1496.9,1507.4,1523.3,2482204,2026-06-19
ADANIENT,EQ,3051.9,3009.1,3038.4,3013.4,3620222,2026-06-19
ADANIGREEN,EQ,1527.0,1493.1,1502.4,1506.8,2962921,2026-06-19
ADANIPORTS,EQ,1849.0,1830.0,1835.3,1842.1,4382841,2026-06-19
ADANIPOWER,EQ,234.23,227.81,231.76,230.57,46115820,2026-06-19
