TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,230.36,226.1,227.4,228.65,132356,2025-08-18
21STCENMGM,EQ,57.04,55.0,56.72,56.05,6324,2025-08-18
360ONE,EQ,1073.5,1038.4,1062.3,1038.5,418393,2025-08-18
GOLD360,EQ,99.2,97.45,98.0,98.7,1060,2025-08-18
SILVER360,EQ,114.14,112.63,113.5,114.14,3095,2025-08-18
3IINFOLTD,EQ,22.53,22.0,22.09,22.2,188981,2025-08-18
3MINDIA,EQ,30900.0,30230.0,30405.0,30350.0,10234,2025-08-18
3PLAND,EQ,52.9,47.41,51.39,49.75,45519,2025-08-18
5PAISA,EQ,372.2,365.5,367.3,363.6,13480,2025-08-18
63MOONS,EQ,1017.5,927.7,997.7,930.1,312841,2025-08-18
AAATECH,EQ,84.98,83.01,83.82,84.02,7711,2025-08-18
AADHARHFC,EQ,510.3,500.2,505.05,501.1,425863,2025-08-18
AARON,EQ,464.9,438.0,440.65,456.35,65294,2025-08-18
AARTECH,EQ,63.9,61.5,62.06,61.96,20312,2025-08-18
AARTIDRUGS,EQ,510.0,484.5,503.85,486.65,297167,2025-08-18
AARTIIND,EQ,386.05,375.3,383.75,376.1,726007,2025-08-18
AARTIPHARM,EQ,784.5,752.0,781.3,757.55,548733,2025-08-18
AARVI,EQ,122.0,114.0,115.29,124.12,97711,2025-08-18
AAVAS,EQ,1704.3,1666.3,1671.7,1658.0,78692,2025-08-18
ABAN,EQ,44.74,42.0,42.37,42.71,40730,2025-08-18
AFSL,EQ,226.6,220.0,220.35,220.24,16925,2025-08-18
ABB,EQ,5090.0,5003.5,5037.5,5030.0,307068,2025-08-18
ABBOTINDIA,EQ,33495.0,32530.0,32590.0,33265.0,7265,2025-08-18
ACC,EQ,1852.8,1811.0,1843.5,1782.7,527140,2025-08-18
ACCELYA,EQ,1411.8,1385.0,1392.3,1396.7,6997,2025-08-18
ACCURACY,EQ,7.88,6.94,7.23,6.95,391770,2025-08-18
ACEINTEG,EQ,25.84,23.2,23.87,24.18,4773,2025-08-18
ACMESOLAR,EQ,285.45,278.0,282.3,276.5,824215,2025-08-18
ACE,EQ,979.7,938.3,956.3,932.4,539830,2025-08-18
ACUTAAS,EQ,1360.0,1321.0,1330.5,1300.0,376794,2025-08-18
ADANIENSOL,EQ,821.65,783.0,818.75,775.8,1776385,2025-08-18
ADANIENT,EQ,2360.0,2300.0,2333.6,2281.6,988629,2025-08-18
ADANIGREEN,EQ,955.55,925.75,941.65,917.5,1856211,2025-08-18
ADANIPORTS,EQ,1332.0,1295.0,1327.2,1300.3,10225114,2025-08-18
ADANIPOWER,EQ,601.5,586.5,598.75,584.05,3212796,2025-08-18
ATGL,EQ,629.1,609.05,623.55,607.35,619968,2025-08-18
ADFFOODS,EQ,232.98,225.01,226.47,227.57,52539,2025-08-18
ABSLAMC,EQ,871.95,852.75,860.65,854.55,302091,2025-08-18
ABCAPITAL,EQ,287.4,275.0,283.15,273.0,7800519,2025-08-18
ABFRL,EQ,78.46,75.66,76.46,75.0,14260461,2025-08-18
ABLBL,EQ,139.24,132.48,137.66,131.93,1763895,2025-08-18
BIRLAMONEY,EQ,172.3,166.56,168.94,170.66,100845,2025-08-18
ABREL,EQ,1875.0,1775.1,1838.6,1775.1,210695,2025-08-18
CPPLUS,EQ,1098.95,1059.0,1090.55,1057.05,420901,2025-08-18
AVL,EQ,503.6,433.2,482.95,424.95,4083035,2025-08-18
BSLGOLDETF,EQ,89.0,87.34,87.94,88.24,236813,2025-08-18
BSLNIFTY,EQ,29.28,28.65,28.9,28.6,205237,2025-08-18
ADOR,EQ,920.0,893.2,908.05,906.75,9470,2025-08-18
ADROITINFO,EQ,11.99,10.88,10.91,10.74,42205,2025-08-18
ADVENZYMES,EQ,316.45,308.15,309.1,307.1,179057,2025-08-18
ADVANIHOTR,EQ,60.14,57.21,59.69,57.21,81398,2025-08-18
AEGISLOG,EQ,707.95,691.5,694.0,700.15,292787,2025-08-18
AEGISVOPAK,EQ,247.94,240.98,244.41,239.76,403953,2025-08-18
AEROENTER,EQ,96.18,94.16,95.22,94.91,83452,2025-08-18
AEROFLEX,EQ,187.9,182.0,182.85,184.4,429843,2025-08-18
AETHER,EQ,756.0,744.0,750.7,741.55,48283,2025-08-18
AFCONS,EQ,432.95,422.45,427.6,421.05,790020,2025-08-18
AFFLE,EQ,2002.0,1924.1,1934.9,1964.7,173718,2025-08-18
AFFORDABLE,EQ,405.0,394.0,396.95,392.1,13163,2025-08-18
AGARIND,EQ,896.95,816.5,831.6,937.4,249946,2025-08-18
AGI,EQ,951.5,924.0,939.5,926.95,156656,2025-08-18
AGIIL,EQ,1205.0,1171.3,1187.8,1176.6,281079,2025-08-18
AGRITECH,EQ,142.71,138.5,138.64,139.06,11074,2025-08-18
AHLADA,EQ,61.89,57.81,59.96,60.65,33372,2025-08-18
AHLUCONT,EQ,965.9,946.8,953.0,949.9,76100,2025-08-18
AIAENG,EQ,3149.5,3085.0,3119.2,3118.6,57752,2025-08-18
GOLDTECH,EQ,76.9,70.2,70.52,70.75,96714,2025-08-18
AIRAN,EQ,27.13,26.27,26.37,27.13,96616,2025-08-18
AIROLAM,EQ,109.5,105.2,107.75,104.64,2451,2025-08-18
AJANTPHARM,EQ,2729.5,2661.0,2691.0,2685.9,42490,2025-08-18
AJAXENGG,EQ,714.45,696.0,698.85,707.1,58490,2025-08-18
