TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,181.7,176.55,177.43,177.22,67100,2026-04-21
21STCENMGM,EQ,33.71,33.71,33.71,33.05,5334,2026-04-21
360ONE,EQ,1132.0,1096.5,1108.35,1109.25,1199787,2026-04-21
GOLD360,EQ,149.4,147.35,147.9,147.35,18066,2026-04-21
SILVER360,EQ,244.8,243.11,243.53,244.07,19390,2026-04-21
3BBLACKBIO,EQ,1410.0,1287.15,1388.05,1301.9,14954,2026-04-21
3IINFOLTD,EQ,17.84,17.36,17.65,17.65,430216,2026-04-21
3MINDIA,EQ,31730.0,31395.0,31585.0,31480.0,4818,2026-04-21
3PLAND,EQ,35.49,34.32,35.15,34.71,2825,2026-04-21
5PAISA,EQ,329.8,314.7,325.6,318.99,64701,2026-04-21
63MOONS,EQ,780.0,696.2,727.95,700.45,1625419,2026-04-21
ABCOTS,EQ,407.0,394.1,400.8,401.4,39073,2026-04-21
ABINFRA,EQ,16.55,15.13,15.55,16.24,947375,2026-04-21
ABMKNO,EQ,252.0,227.45,237.3,252.0,1219,2026-04-21
ACSTECH,EQ,40.8,39.7,40.6,40.0,44537,2026-04-21
AKCAPIT,EQ,1631.0,1541.15,1542.65,1549.2,378,2026-04-21
AAATECH,EQ,103.97,98.2,100.46,103.25,75042,2026-04-21
AADHARHFC,EQ,506.7,482.4,494.65,480.55,895996,2026-04-21
AAREYDRUGS,EQ,89.0,82.0,88.17,84.94,373937,2026-04-21
AARNAV,EQ,24.5,23.66,23.86,24.1,45998,2026-04-21
AARON,EQ,143.32,139.43,140.86,139.43,10287,2026-04-21
AARTECH,EQ,52.79,52.0,52.27,51.68,25201,2026-04-21
AARTIDRUGS,EQ,368.3,361.25,361.6,365.2,85037,2026-04-21
AARTIIND,EQ,455.6,445.05,451.2,445.65,777552,2026-04-21
AARTIPHARM,EQ,709.9,669.05,706.7,676.15,202461,2026-04-21
AARTISURF,EQ,403.95,394.35,397.0,394.9,6205,2026-04-21
AARVI,EQ,143.0,132.03,134.09,131.98,53431,2026-04-21
AAVAS,EQ,1420.0,1355.8,1399.8,1355.8,255634,2026-04-21
ABANSENT,EQ,26.45,24.15,24.9,26.5,2963,2026-04-21
AFSL,EQ,205.0,201.1,201.25,202.99,9559,2026-04-21
ABB,EQ,7300.0,7184.0,7255.0,7158.0,260767,2026-04-21
ABBOTINDIA,EQ,25690.0,25340.0,25385.0,25550.0,12807,2026-04-21
ACC,EQ,1444.8,1425.0,1438.0,1428.8,116234,2026-04-21
ACCELYA,EQ,1220.0,1188.2,1204.1,1196.2,12712,2026-04-21
ACEINTEG,EQ,21.91,18.35,21.91,18.26,603108,2026-04-21
ACMESOLAR,EQ,300.5,294.05,296.25,299.05,957383,2026-04-21
ACE,EQ,929.9,904.6,912.8,904.55,203675,2026-04-21
ACUTAAS,EQ,2468.4,2361.0,2374.4,2410.7,246743,2026-04-21
ADANIENSOL,EQ,1273.1,1243.55,1265.3,1259.4,1655410,2026-04-21
ADANIENT,EQ,2255.0,2220.0,2226.0,2229.6,1818221,2026-04-21
ADANIGREEN,EQ,1183.95,1143.0,1150.0,1152.7,2752849,2026-04-21
ADANIPORTS,EQ,1611.9,1578.4,1594.1,1578.4,4276868,2026-04-21
ADANIPOWER,EQ,207.3,201.87,202.98,200.83,57973716,2026-04-21
ATGL,EQ,631.7,612.5,614.65,620.35,1844260,2026-04-21
ADFFOODS,EQ,226.5,215.21,224.29,220.62,164807,2026-04-21
ABSLAMC,EQ,1072.5,1026.5,1037.85,1066.7,427838,2026-04-21
ABCAPITAL,EQ,345.9,340.5,344.6,341.6,3974633,2026-04-21
ABFRL,EQ,65.87,64.05,64.45,64.78,3445066,2026-04-21
ABLBL,EQ,108.0,105.3,106.44,104.73,473229,2026-04-21
BIRLAMONEY,EQ,157.0,150.81,153.67,150.81,171941,2026-04-21
ABREL,EQ,1451.7,1403.6,1429.0,1403.6,145197,2026-04-21
CPPLUS,EQ,2365.0,2230.0,2258.0,2273.8,801202,2026-04-21
AVL,EQ,523.0,501.2,507.9,512.1,148094,2026-04-21
BSLGOLDETF,EQ,133.99,132.73,133.01,132.78,206404,2026-04-21
BSLNIFTY,EQ,28.6,28.26,28.57,28.37,377933,2026-04-21
ADOR,EQ,1053.0,1021.0,1036.55,1037.9,53584,2026-04-21
ADROITINFO,EQ,9.89,9.47,9.5,9.66,17924,2026-04-21
ADVAIT,EQ,1992.0,1865.0,1958.4,1862.1,95334,2026-04-21
ADVANCE,EQ,115.0,108.45,113.43,107.59,638793,2026-04-21
ADVENZYMES,EQ,302.35,296.85,297.65,298.85,133562,2026-04-21
ADVANIHOTR,EQ,55.45,54.11,54.99,54.53,39805,2026-04-21
ADVENTHTL,EQ,167.99,160.5,162.72,160.23,133840,2026-04-21
AEGISLOG,EQ,740.5,725.05,727.3,740.5,306444,2026-04-21
AEGISVOPAK,EQ,199.15,196.08,198.28,197.17,220535,2026-04-21
AEQUS,EQ,205.71,188.93,190.36,194.59,10917234,2026-04-21
AEROENTER,EQ,88.79,87.0,88.07,87.27,316962,2026-04-21
AEROFLEX,EQ,303.2,285.61,289.11,300.89,2068637,2026-04-21
AERONEU,EQ,84.4,78.02,78.75,83.05,47703,2026-04-21
AETHER,EQ,1209.0,1173.7,1183.5,1185.4,276707,2026-04-21
AFCONS,EQ,338.5,331.3,335.95,334.3,411516,2026-04-21
AFFLE,EQ,1482.8,1442.0,1462.9,1444.9,373994,2026-04-21
AGARIND,EQ,465.7,428.4,457.45,445.15,58916,2026-04-21
AGI,EQ,581.95,566.75,568.95,570.4,126821,2026-04-21
AGIIL,EQ,387.65,364.75,365.95,372.05,2810517,2026-04-21
AGRITECH,EQ,120.8,118.0,118.97,118.83,2223,2026-04-21
AGROPHOS,EQ,33.97,32.02,33.34,32.28,40341,2026-04-21
AHLADA,EQ,48.7,47.23,47.7,47.3,10326,2026-04-21
AHLUCONT,EQ,868.0,828.85,866.95,833.3,94568,2026-04-21
AIAENG,EQ,4095.0,4000.0,4007.2,4001.2,61143,2026-04-21
