TckrSymb,SctySrs,HghPric,LwPric,ClsPric,PrvsClsgPric,TtlTradgVol,TradDt
20MICRONS,EQ,186.7,182.32,184.2,182.32,89735,2026-05-07
21STCENMGM,EQ,35.69,34.6,34.7,35.25,6312,2026-05-07
360ONE,EQ,1118.0,1083.0,1111.7,1084.1,809803,2026-05-07
GOLD360,EQ,147.85,146.2,147.45,146.3,25273,2026-05-07
SILVER360,EQ,245.49,241.81,245.09,240.22,51811,2026-05-07
3BBLACKBIO,EQ,1319.8,1281.0,1299.6,1318.0,19427,2026-05-07
3IINFOLTD,EQ,17.79,17.43,17.67,17.43,240910,2026-05-07
3MINDIA,EQ,32960.0,32445.0,32650.0,32525.0,1677,2026-05-07
3PLAND,EQ,36.5,35.0,36.0,35.25,2186,2026-05-07
5PAISA,EQ,343.85,334.4,339.95,339.4,46928,2026-05-07
63MOONS,EQ,759.0,732.85,741.0,740.9,93901,2026-05-07
ABCOTS,EQ,235.0,222.25,227.15,221.77,88538,2026-05-07
ABINFRA,EQ,15.84,15.12,15.52,15.59,93975,2026-05-07
ABMKNO,EQ,228.0,220.99,224.95,218.76,1152,2026-05-07
ACSTECH,EQ,38.7,37.22,37.32,37.97,28638,2026-05-07
AKCAPIT,EQ,1635.0,1553.1,1613.0,1575.1,95,2026-05-07
AAATECH,EQ,103.75,97.08,100.99,99.97,41463,2026-05-07
AADHARHFC,EQ,509.0,493.1,500.45,500.1,551480,2026-05-07
AARNAV,EQ,23.5,22.8,23.22,23.22,21868,2026-05-07
AARON,EQ,139.0,135.27,138.74,135.26,6952,2026-05-07
AARTECH,EQ,47.0,44.35,45.05,46.88,110013,2026-05-07
AARTIDRUGS,EQ,402.0,392.4,397.65,400.45,111065,2026-05-07
AARTIIND,EQ,498.2,484.0,488.15,497.85,1279678,2026-05-07
AARTIPHARM,EQ,798.0,775.0,777.65,788.45,137583,2026-05-07
AARTISURF,EQ,449.9,440.05,448.2,439.0,7734,2026-05-07
AARVI,EQ,129.95,125.72,128.44,126.35,26844,2026-05-07
AAVAS,EQ,1446.8,1406.2,1419.6,1435.4,57149,2026-05-07
AFSL,EQ,209.0,203.53,206.99,205.68,23959,2026-05-07
ABB,EQ,7279.5,7000.0,7188.0,7182.5,367185,2026-05-07
ABBOTINDIA,EQ,27100.0,26430.0,26700.0,26300.0,27578,2026-05-07
ACC,EQ,1435.0,1409.2,1414.6,1414.0,189832,2026-05-07
ACCELYA,EQ,1169.0,1157.8,1163.8,1160.0,7747,2026-05-07
ACEINTEG,EQ,21.98,20.1,21.17,20.53,10024,2026-05-07
ACMESOLAR,EQ,300.45,295.05,298.55,296.45,852286,2026-05-07
ACE,EQ,911.95,893.0,905.55,887.55,582318,2026-05-07
ACUTAAS,EQ,2739.0,2640.0,2725.7,2685.8,394353,2026-05-07
ADANIENSOL,EQ,1410.7,1370.0,1387.1,1407.3,2818342,2026-05-07
ADANIENT,EQ,2549.9,2506.2,2513.7,2540.3,1098088,2026-05-07
ADANIGREEN,EQ,1378.0,1351.0,1365.0,1353.0,2553883,2026-05-07
ADANIPORTS,EQ,1755.9,1708.0,1732.8,1748.3,3280485,2026-05-07
ADANIPOWER,EQ,233.47,229.5,230.19,229.12,37064595,2026-05-07
ATGL,EQ,657.0,640.5,644.25,651.0,1522560,2026-05-07
ADFFOODS,EQ,272.0,264.55,266.8,268.8,139823,2026-05-07
ABSLAMC,EQ,1123.5,1063.0,1088.6,1066.7,681795,2026-05-07
ABCAPITAL,EQ,375.95,368.1,369.0,369.3,6091049,2026-05-07
ABFRL,EQ,69.09,66.26,67.79,66.21,11628538,2026-05-07
ABLBL,EQ,119.55,110.0,118.21,107.6,21236699,2026-05-07
BIRLAMONEY,EQ,152.5,146.2,148.47,146.47,57588,2026-05-07
ABREL,EQ,1598.0,1555.2,1591.2,1549.7,208829,2026-05-07
CPPLUS,EQ,2532.3,2436.1,2463.1,2460.5,225638,2026-05-07
AVL,EQ,562.95,551.15,556.2,557.7,51394,2026-05-07
BSLGOLDETF,EQ,132.9,130.33,132.18,131.81,178256,2026-05-07
BSLNIFTY,EQ,28.51,28.24,28.31,28.32,401069,2026-05-07
ADOR,EQ,1119.0,1080.0,1086.6,1079.9,17183,2026-05-07
ADROITINFO,EQ,10.24,9.7,9.97,9.87,4298,2026-05-07
ADVAIT,EQ,2050.0,1983.9,2040.9,1975.3,38107,2026-05-07
ADVANCE,EQ,114.88,112.01,112.81,113.93,96942,2026-05-07
ADVENZYMES,EQ,365.0,354.15,359.85,355.95,164697,2026-05-07
ADVANIHOTR,EQ,55.49,55.0,55.09,55.16,37048,2026-05-07
ADVENTHTL,EQ,167.3,163.0,165.09,163.51,141689,2026-05-07
AEGISLOG,EQ,754.0,737.0,739.65,735.1,404943,2026-05-07
AEGISVOPAK,EQ,221.0,201.2,216.12,201.06,6087744,2026-05-07
AEQUS,EQ,205.0,187.99,202.68,187.57,4281085,2026-05-07
AEROENTER,EQ,114.8,99.1,111.29,98.49,2362519,2026-05-07
AEROFLEX,EQ,413.6,351.45,413.6,344.7,18954871,2026-05-07
AERONEU,EQ,92.24,86.11,91.35,86.37,131113,2026-05-07
AETHER,EQ,1245.0,1203.7,1214.8,1232.7,223428,2026-05-07
AFCONS,EQ,344.4,336.0,336.85,336.3,379749,2026-05-07
AFFLE,EQ,1504.0,1448.6,1488.7,1434.3,679955,2026-05-07
AGARIND,EQ,478.4,442.25,473.9,452.65,185577,2026-05-07
AGI,EQ,642.75,631.0,634.5,638.25,238163,2026-05-07
AGIIL,EQ,377.0,368.2,370.8,372.6,1105320,2026-05-07
AGRITECH,EQ,116.7,109.1,111.94,110.55,5061,2026-05-07
