TckrSymb,SctySrs,TradDt
AXISCETF, EQ,2026-05-01
AXISGOLD, EQ,2026-05-01
AXISHCETF, EQ,2026-05-01
AXISILVER, EQ,2026-05-01
AXISNIFTY, EQ,2026-05-01
AXISTECETF, EQ,2026-05-01
AXISVALUE, EQ,2026-05-01
AXITA, EQ,2026-05-01
AXSENSEX, EQ,2026-05-01
AYE, EQ,2026-05-01
AYMSYNTEX, EQ,2026-05-01
AZAD, EQ,2026-05-01
BAGFILMS, EQ,2026-05-01
BAIDFIN, EQ,2026-05-01
BAJAJ-AUTO, EQ,2026-05-01
BAJAJCON, EQ,2026-05-01
BAJAJELEC, EQ,2026-05-01
BAJAJFINSV, EQ,2026-05-01
BAJAJHCARE, EQ,2026-05-01
BAJAJHFL, EQ,2026-05-01
BAJAJHIND, EQ,2026-05-01
BAJAJHLDNG, EQ,2026-05-01
BAJAJINDEF, EQ,2026-05-01
BAJAJST, EQ,2026-05-01
BAJEL, EQ,2026-05-01
BAJFINANCE, EQ,2026-05-01
BALAJEE, EQ,2026-05-01
BALAJITELE, EQ,2026-05-01
BALAMINES, EQ,2026-05-01
BALKRISHNA, EQ,2026-05-01
BALKRISIND, EQ,2026-05-01
BALMLAWRIE, EQ,2026-05-01
BALPHARMA, EQ,2026-05-01
BALRAMCHIN, EQ,2026-05-01
BALUFORGE, EQ,2026-05-01
BANARBEADS, EQ,2026-05-01
BANARISUG, EQ,2026-05-01
BANCOINDIA, EQ,2026-05-01
BANDHANBNK, EQ,2026-05-01
BANG, EQ,2026-05-01
BANK10ADD, EQ,2026-05-01
BANKADD, EQ,2026-05-01
BANKBARODA, EQ,2026-05-01
BANKBEES, EQ,2026-05-01
BANKBETA, EQ,2026-05-01
BANKBETF, EQ,2026-05-01
BANKETF, EQ,2026-05-01
BANKIETF, EQ,2026-05-01
BANKINDIA, EQ,2026-05-01
BANKNIFTY1, EQ,2026-05-01
BANKPSU, EQ,2026-05-01
BANSALWIRE, EQ,2026-05-01
BANSWRAS, EQ,2026-05-01
BASF, EQ,2026-05-01
BASML, EQ,2026-05-01
BATAINDIA, EQ,2026-05-01
BATLIBOI, EQ,2026-05-01
BAYERCROP, EQ,2026-05-01
BBETF0432, EQ,2026-05-01
BBL, EQ,2026-05-01
BBNPNBETF, EQ,2026-05-01
BBNPPGOLD, EQ,2026-05-01
BBOX, EQ,2026-05-01
BBTC, EQ,2026-05-01
BBTCL, EQ,2026-05-01
BCLIND, EQ,2026-05-01
BCONCEPTS, EQ,2026-05-01
BCPL, EQ,2026-05-01
BDL, EQ,2026-05-01
BEARDSELL, EQ,2026-05-01
BECTORFOOD, EQ,2026-05-01
BEEKAY, EQ,2026-05-01
BEL, EQ,2026-05-01
BELLACASA, EQ,2026-05-01
BELRISE, EQ,2026-05-01
BEML, EQ,2026-05-01
BENGALASM, EQ,2026-05-01
BEPL, EQ,2026-05-01
BERGEPAINT, EQ,2026-05-01
BESTAGRO, EQ,2026-05-01
BETA, EQ,2026-05-01
BFINVEST, EQ,2026-05-01
BFSI, EQ,2026-05-01
BFUTILITIE, EQ,2026-05-01
BHAGCHEM, EQ,2026-05-01
BHAGERIA, EQ,2026-05-01
BHANDARI, EQ,2026-05-01
BHARATCOAL, EQ,2026-05-01
BHARATFORG, EQ,2026-05-01
BHARATGEAR, EQ,2026-05-01
BHARATRAS, EQ,2026-05-01
BHARATSE, EQ,2026-05-01
BHARATWIRE, EQ,2026-05-01
BHARTIARTL, EQ,2026-05-01
BHARTIHEXA, EQ,2026-05-01
BHEL, EQ,2026-05-01
BI, EQ,2026-05-01
BIGBLOC, EQ,2026-05-01
BIKAJI, EQ,2026-05-01
BIL, EQ,2026-05-01
BIMETAL, EQ,2026-05-01
BIOCON, EQ,2026-05-01
BIOFILCHEM, EQ,2026-05-01
BIRLACORPN, EQ,2026-05-01
BIRLAMONEY, EQ,2026-05-01
BIRLANU, EQ,2026-05-01
BIRLAPREC, EQ,2026-05-01
BLACKBUCK, EQ,2026-05-01
BLACKROSE, EQ,2026-05-01
BLAL, EQ,2026-05-01
BLIL, EQ,2026-05-01
BLISSGVS, EQ,2026-05-01
BLKASHYAP, EQ,2026-05-01
BLS, EQ,2026-05-01
BLSE, EQ,2026-05-01
BLUEDART, EQ,2026-05-01
BLUEJET, EQ,2026-05-01
BLUESTARCO, EQ,2026-05-01
BLUESTONE, EQ,2026-05-01
BLUSPRING, EQ,2026-05-01
BMWVENTLTD, EQ,2026-05-01
BNAGROCHEM, EQ,2026-05-01
BNALTD, EQ,2026-05-01
BODALCHEM, EQ,2026-05-01
BOMDYEING, EQ,2026-05-01
BONLON, EQ,2026-05-01
BOROLTD, EQ,2026-05-01
BORORENEW, EQ,2026-05-01
BOROSCI, EQ,2026-05-01
BOSCH-HCIL, EQ,2026-05-01
BOSCHLTD, EQ,2026-05-01
BPCL, EQ,2026-05-01
BPL, EQ,2026-05-01
BRIGADE, EQ,2026-05-01
BRIGHOTEL, EQ,2026-05-01
BRITANNIA, EQ,2026-05-01
BRNL, EQ,2026-05-01
BSE, EQ,2026-05-01
BSE500IETF, EQ,2026-05-01
BSHSL, EQ,2026-05-01
BSL, EQ,2026-05-01
BSLGOLDETF, EQ,2026-05-01
BSLNIFTY, EQ,2026-05-01
BSLSENETFG, EQ,2026-05-01
BSOFT, EQ,2026-05-01
BTML, EQ,2026-05-01
BTTL, EQ,2026-05-01
BUILDPRO, EQ,2026-05-01
BUTTERFLY, EQ,2026-05-01
BVCL, EQ,2026-05-01
CALSOFT, EQ,2026-05-01
CAMLINFINE, EQ,2026-05-01
CAMPUS, EQ,2026-05-01
CAMS, EQ,2026-05-01
CANBK, EQ,2026-05-01
CANFINHOME, EQ,2026-05-01
CANHLIFE, EQ,2026-05-01
CANTABIL, EQ,2026-05-01
CAPACITE, EQ,2026-05-01
CAPILLARY, EQ,2026-05-01
CAPITALSFB, EQ,2026-05-01
CAPLIPOINT, EQ,2026-05-01
CARBORUNIV, EQ,2026-05-01
CARERATING, EQ,2026-05-01
CARRARO, EQ,2026-05-01
CARTRADE, EQ,2026-05-01
CARYSIL, EQ,2026-05-01
CASHIETF, EQ,2026-05-01
CASTROLIND, EQ,2026-05-01
CCAVENUE, EQ,2026-05-01
CCCL, EQ,2026-05-01
CCHHL, EQ,2026-05-01
CCL, EQ,2026-05-01
CDSL, EQ,2026-05-01
CEATLTD, EQ,2026-05-01
CEIGALL, EQ,2026-05-01
CEINSYS, EQ,2026-05-01
CELEBRITY, EQ,2026-05-01
CELLO, EQ,2026-05-01
CEMPRO, EQ,2026-05-01
CENTENKA, EQ,2026-05-01
CENTEXT, EQ,2026-05-01
CENTRALBK, EQ,2026-05-01
CENTRUM, EQ,2026-05-01
CENTUM, EQ,2026-05-01
CENTURYPLY, EQ,2026-05-01
CERA, EQ,2026-05-01
CESC, EQ,2026-05-01
CEWATER, EQ,2026-05-01
CGCL, EQ,2026-05-01
CGPOWER, EQ,2026-05-01
CHALET, EQ,2026-05-01
CHAMBLFERT, EQ,2026-05-01
CHEMBOND, EQ,2026-05-01
CHEMBONDCH, EQ,2026-05-01
CHEMCON, EQ,2026-05-01
CHEMFAB, EQ,2026-05-01
CHEMICAL, EQ,2026-05-01
CHEMPLASTS, EQ,2026-05-01
CHENNPETRO, EQ,2026-05-01
CHEVIOT, EQ,2026-05-01
CHOICEGOLD, EQ,2026-05-01
CHOICEIN, EQ,2026-05-01
CHOLAFIN, EQ,2026-05-01
CHOLAHLDNG, EQ,2026-05-01
CIEINDIA, EQ,2026-05-01
CIFL, EQ,2026-05-01
CIGNITITEC, EQ,2026-05-01
CINELINE, EQ,2026-05-01
CINEVISTA, EQ,2026-05-01
CIPLA, EQ,2026-05-01
CLEAN, EQ,2026-05-01
CLEANMAX, EQ,2026-05-01
CLSEL, EQ,2026-05-01
CMPDI, EQ,2026-05-01
CMSINFO, EQ,2026-05-01
CNL, EQ,2026-05-01
COALINDIA, EQ,2026-05-01
COASTCORP, EQ,2026-05-01
COCHINSHIP, EQ,2026-05-01
COCKERILL, EQ,2026-05-01
COFFEEDAY, EQ,2026-05-01
COFORGE, EQ,2026-05-01
COHANCE, EQ,2026-05-01
COLPAL, EQ,2026-05-01
COMFINTE, EQ,2026-05-01
COMMOIETF, EQ,2026-05-01
COMPUSOFT, EQ,2026-05-01
COMSYN, EQ,2026-05-01
CONCOR, EQ,2026-05-01
CONCORDBIO, EQ,2026-05-01
CONFIPET, EQ,2026-05-01
CONS, EQ,2026-05-01
CONSUMBEES, EQ,2026-05-01
CONSUMER, EQ,2026-05-01
CONSUMIETF, EQ,2026-05-01
CONTROLPR, EQ,2026-05-01
CORALFINAC, EQ,2026-05-01
CORDSCABLE, EQ,2026-05-01
COROMANDEL, EQ,2026-05-01
CORONA, EQ,2026-05-01
COSMOFIRST, EQ,2026-05-01
COUNCODOS, EQ,2026-05-01
CPCAP, EQ,2026-05-01
CPEDU, EQ,2026-05-01
CPPLUS, EQ,2026-05-01
CPSEETF, EQ,2026-05-01
CRAFTSMAN, EQ,2026-05-01
CRAMC, EQ,2026-05-01
CREATIVEYE, EQ,2026-05-01
CREDITACC, EQ,2026-05-01
CREST, EQ,2026-05-01
CRISIL, EQ,2026-05-01
CRIZAC, EQ,2026-05-01
CROMPTON, EQ,2026-05-01
CROWN, EQ,2026-05-01
CSBBANK, EQ,2026-05-01
CSLFINANCE, EQ,2026-05-01
CUB, EQ,2026-05-01
CUBEXTUB, EQ,2026-05-01
CUMMINSIND, EQ,2026-05-01
CUPID, EQ,2026-05-01
CYBERMEDIA, EQ,2026-05-01
CYBERTECH, EQ,2026-05-01
CYIENT, EQ,2026-05-01
CYIENTDLM, EQ,2026-05-01
DABUR, EQ,2026-05-01
DAICHI, EQ,2026-05-01
DALBHARAT, EQ,2026-05-01
DALMIASUG, EQ,2026-05-01
DAMCAPITAL, EQ,2026-05-01
DAMODARIND, EQ,2026-05-01
DANGEE, EQ,2026-05-01
DATAMATICS, EQ,2026-05-01
DATAPATTNS, EQ,2026-05-01
DAVANGERE, EQ,2026-05-01
DBCORP, EQ,2026-05-01
DBEIL, EQ,2026-05-01
DBL, EQ,2026-05-01
DBREALTY, EQ,2026-05-01
DBSTOCKBRO, EQ,2026-05-01
DCAL, EQ,2026-05-01
DCBBANK, EQ,2026-05-01
DCM, EQ,2026-05-01
DCMNVL, EQ,2026-05-01
DCMSHRIRAM, EQ,2026-05-01
DCMSRIND, EQ,2026-05-01
DCW, EQ,2026-05-01
DCXINDIA, EQ,2026-05-01
DDEVPLSTIK, EQ,2026-05-01
DECCANCE, EQ,2026-05-01
DECNGOLD, EQ,2026-05-01
DEEDEV, EQ,2026-05-01
DEEPAKFERT, EQ,2026-05-01
DEEPAKNTR, EQ,2026-05-01
DEEPINDS, EQ,2026-05-01
DEFENCE, EQ,2026-05-01
DELHIVERY, EQ,2026-05-01
DELPHIFX, EQ,2026-05-01
DELTACORP, EQ,2026-05-01
DELTAMAGNT, EQ,2026-05-01
DEN, EQ,2026-05-01
DENORA, EQ,2026-05-01
DENTA, EQ,2026-05-01
DEVIT, EQ,2026-05-01
DEVX, EQ,2026-05-01
DEVYANI, EQ,2026-05-01
DGCONTENT, EQ,2026-05-01
DHAMPURSUG, EQ,2026-05-01
DHANBANK, EQ,2026-05-01
DHANUKA, EQ,2026-05-01
DHARMAJ, EQ,2026-05-01
DHRUV, EQ,2026-05-01
DHUNINV, EQ,2026-05-01
DIACABS, EQ,2026-05-01
DIAMINESQ, EQ,2026-05-01
DIAMONDYD, EQ,2026-05-01
DICIND, EQ,2026-05-01
DIFFNKG, EQ,2026-05-01
DIGIDRIVE, EQ,2026-05-01
DIGITIDE, EQ,2026-05-01
DIGJAMLMTD, EQ,2026-05-01
DISAQ, EQ,2026-05-01
DIVGIITTS, EQ,2026-05-01
DIVIDEND, EQ,2026-05-01
DIVISLAB, EQ,2026-05-01
DIVOPPBEES, EQ,2026-05-01
DIXON, EQ,2026-05-01
DLF, EQ,2026-05-01
DLINKINDIA, EQ,2026-05-01
DMART, EQ,2026-05-01
DMCC, EQ,2026-05-01
DNAMEDIA, EQ,2026-05-01
DODLA, EQ,2026-05-01
DOLATALGO, EQ,2026-05-01
DOLLAR, EQ,2026-05-01
DOLPHIN, EQ,2026-05-01
DOMS, EQ,2026-05-01
DONEAR, EQ,2026-05-01
DPABHUSHAN, EQ,2026-05-01
DPSCLTD, EQ,2026-05-01
DPWIRES, EQ,2026-05-01
DRAGARWQ, EQ,2026-05-01
DRCSYSTEMS, EQ,2026-05-01
DREAMFOLKS, EQ,2026-05-01
DREDGECORP, EQ,2026-05-01
DRREDDY, EQ,2026-05-01
DSFCL, EQ,2026-05-01
DSSL, EQ,2026-05-01
DTIL, EQ,2026-05-01
DVL, EQ,2026-05-01
DWARKESH, EQ,2026-05-01
DYCL, EQ,2026-05-01
DYNAMATECH, EQ,2026-05-01
DYNPRO, EQ,2026-05-01
EASEMYTRIP, EQ,2026-05-01
EBANKNIFTY, EQ,2026-05-01
EBBETF0430, EQ,2026-05-01
EBBETF0431, EQ,2026-05-01
EBBETF0433, EQ,2026-05-01
EBGNG, EQ,2026-05-01
ECAPINSURE, EQ,2026-05-01
ECLERX, EQ,2026-05-01
ECOSMOBLTY, EQ,2026-05-01
EDELWEISS, EQ,2026-05-01
EFCIL, EQ,2026-05-01
EGOLD, EQ,2026-05-01
EICHERMOT, EQ,2026-05-01
EIDPARRY, EQ,2026-05-01
EIEL, EQ,2026-05-01
EIFFL, EQ,2026-05-01
EIHAHOTELS, EQ,2026-05-01
EIHOTEL, EQ,2026-05-01
EIMCOELECO, EQ,2026-05-01
EKC, EQ,2026-05-01
ELANTAS, EQ,2026-05-01
ELCIDIN, EQ,2026-05-01
ELDEHSG, EQ,2026-05-01
ELECON, EQ,2026-05-01
ELECTCAST, EQ,2026-05-01
ELECTHERM, EQ,2026-05-01
ELGIEQUIP, EQ,2026-05-01
ELGIRUBCO, EQ,2026-05-01
ELIN, EQ,2026-05-01
ELIQUID, EQ,2026-05-01
ELITECON, EQ,2026-05-01
ELLEN, EQ,2026-05-01
ELM250, EQ,2026-05-01
ELPROINTL, EQ,2026-05-01
EMAMILTD, EQ,2026-05-01
EMAMIPAP, EQ,2026-05-01
EMCURE, EQ,2026-05-01
EMIL, EQ,2026-05-01
EMKAY, EQ,2026-05-01
EMMBI, EQ,2026-05-01
EMMVEE, EQ,2026-05-01
EMSLIMITED, EQ,2026-05-01
EMUDHRA, EQ,2026-05-01
EMULTIMQ, EQ,2026-05-01
ENDURANCE, EQ,2026-05-01
ENERGY, EQ,2026-05-01
ENERGYDEV, EQ,2026-05-01
ENGINERSIN, EQ,2026-05-01
ENIFTY, EQ,2026-05-01
ENIL, EQ,2026-05-01
ENRIN, EQ,2026-05-01
ENTERO, EQ,2026-05-01
EPACK, EQ,2026-05-01
EPACKPEB, EQ,2026-05-01
EPIGRAL, EQ,2026-05-01
EPL, EQ,2026-05-01
EQUAL200, EQ,2026-05-01
EQUAL50, EQ,2026-05-01
EQUAL50ADD, EQ,2026-05-01
EQUITASBNK, EQ,2026-05-01
ERIS, EQ,2026-05-01
ESABINDIA, EQ,2026-05-01
ESAFSFB, EQ,2026-05-01
ESCORTS, EQ,2026-05-01
ESENSEX, EQ,2026-05-01
ESG, EQ,2026-05-01
ESILVER, EQ,2026-05-01
ESSARSHPNG, EQ,2026-05-01
ESSENTIA, EQ,2026-05-01
ESTER, EQ,2026-05-01
ETERNAL, EQ,2026-05-01
ETHOSLTD, EQ,2026-05-01
EUREKAFORB, EQ,2026-05-01
EUROBOND, EQ,2026-05-01
EUROPRATIK, EQ,2026-05-01
EUROTEXIND, EQ,2026-05-01
EVEREADY, EQ,2026-05-01
EVERESTIND, EQ,2026-05-01
EVIETF, EQ,2026-05-01
EVINDIA, EQ,2026-05-01
EXCELINDUS, EQ,2026-05-01
EXCELSOFT, EQ,2026-05-01
EXICOM, EQ,2026-05-01
EXIDEIND, EQ,2026-05-01
EXPLEOSOL, EQ,2026-05-01
EXXARO, EQ,2026-05-01
FABTECH, EQ,2026-05-01
FACT, EQ,2026-05-01
FAIRCHEMOR, EQ,2026-05-01
FCL, EQ,2026-05-01
FDC, EQ,2026-05-01
FEDDERSHOL, EQ,2026-05-01
FEDERALBNK, EQ,2026-05-01
FEDFINA, EQ,2026-05-01
FERMENTA, EQ,2026-05-01
FIEMIND, EQ,2026-05-01
FILATEX, EQ,2026-05-01
FINCABLES, EQ,2026-05-01
FINEORG, EQ,2026-05-01
FINIETF, EQ,2026-05-01
FINKURVE, EQ,2026-05-01
FINOPB, EQ,2026-05-01
FINPIPE, EQ,2026-05-01
FIRSTCRY, EQ,2026-05-01
FISCHER, EQ,2026-05-01
FIVESTAR, EQ,2026-05-01
FLAIR, EQ,2026-05-01
FLEXIADD, EQ,2026-05-01
FLEXITUFF, EQ,2026-05-01
FLUOROCHEM, EQ,2026-05-01
FMCGIETF, EQ,2026-05-01
FMGOETZE, EQ,2026-05-01
FMNL, EQ,2026-05-01
FOCUS, EQ,2026-05-01
FOODSIN, EQ,2026-05-01
FORCEMOT, EQ,2026-05-01
FORTIS, EQ,2026-05-01
FOSECOIND, EQ,2026-05-01
FRACTAL, EQ,2026-05-01
FRONTSP, EQ,2026-05-01
FSL, EQ,2026-05-01
FUSION, EQ,2026-05-01
GABRIEL, EQ,2026-05-01
GAEL, EQ,2026-05-01
GAIL, EQ,2026-05-01
GALAPREC, EQ,2026-05-01
GALAXYSURF, EQ,2026-05-01
GALLANTT, EQ,2026-05-01
GANDHAR, EQ,2026-05-01
GANDHITUBE, EQ,2026-05-01
GANECOS, EQ,2026-05-01
GANESHBE, EQ,2026-05-01
GANESHCP, EQ,2026-05-01
GANESHHOU, EQ,2026-05-01
GANGAFORGE, EQ,2026-05-01
GANGESSECU, EQ,2026-05-01
GARFIBRES, EQ,2026-05-01
GARUDA, EQ,2026-05-01
GATECH, EQ,2026-05-01
GATECHDVR, EQ,2026-05-01
GATEWAY, EQ,2026-05-01
GAYAHWS, EQ,2026-05-01
GCSL, EQ,2026-05-01
GEECEE, EQ,2026-05-01
GEEKAYWIRE, EQ,2026-05-01
GENCON, EQ,2026-05-01
GENESYS, EQ,2026-05-01
GENUSPAPER, EQ,2026-05-01
GENUSPOWER, EQ,2026-05-01
GEOJITFSL, EQ,2026-05-01
GESHIP, EQ,2026-05-01
GFLLIMITED, EQ,2026-05-01
GHCL, EQ,2026-05-01
GHCLTEXTIL, EQ,2026-05-01
GICHSGFIN, EQ,2026-05-01
GICL, EQ,2026-05-01
GICRE, EQ,2026-05-01
GILLANDERS, EQ,2026-05-01
GILLETTE, EQ,2026-05-01
GILT10BETA, EQ,2026-05-01
GILT5BETA, EQ,2026-05-01
GILT5YBEES, EQ,2026-05-01
GINNIFILA, EQ,2026-05-01
GIPCL, EQ,2026-05-01
GKENERGY, EQ,2026-05-01
GKSL, EQ,2026-05-01
GKWLIMITED, EQ,2026-05-01
GLAND, EQ,2026-05-01
GLAXO, EQ,2026-05-01
GLENMARK, EQ,2026-05-01
